condition,question,ground_truth,answer,faithfulness_score,is_hallucination,retrieval_latency_ms,generation_latency_ms,total_latency_ms,indexing_cost_note,dataset,model,base_index_s,raptor_index_s
crag,"This American is best known for his work on such Disney animated films as ""Beauty and the Beast"" and a 1996 American animated musical drama film whose plot centers on who?",Quasimodo, I cannot find this information in the provided context. The context does not mention any 1996 American animated musical drama film associated with the mentioned director.,0.6736,False,56.285,1988.292,2044.576,,hotpotqa,mistral,7.967,134.013
raptor_2l,"This American is best known for his work on such Disney animated films as ""Beauty and the Beast"" and a 1996 American animated musical drama film whose plot centers on who?",Quasimodo," Kirk Wise, based on the provided context, is best known for his work on ""Beauty and the Beast"". However, there isn't enough information in the context to determine which 1996 American animated musical drama film he worked on.",0.535,False,10.896,3141.311,3152.207,,hotpotqa,mistral,7.967,134.013
hcpc_v2,In what part of England is John Folwes' country house located?,"West Dorset, South West England."," I cannot find this information in the provided context about where John Fowles' country house is located. The context only provides details about Belmont, Crag Hall, and Belsay Hall, but not about John Fowles or his country house.",0.4937,True,38.924,2680.413,2719.338,,hotpotqa,mistral,7.967,134.013
crag,In what part of England is John Folwes' country house located?,"West Dorset, South West England."," West Dorset, South West England.",0.7083,False,52.715,591.238,643.953,,hotpotqa,mistral,7.967,134.013
raptor_2l,In what part of England is John Folwes' country house located?,"West Dorset, South West England."," I cannot find this information in the provided context as it does not mention the location of John Fowles' country house, Belmont.",0.3468,True,11.019,1997.958,2008.977,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Richard Münch portrayed the German general who served in what capacity during WWII in the 1970 movie Patton?,Oberkommando der Wehrmacht," Alfred Jodl, as mentioned in the provided context, was portrayed by Richard Münch in the 1970 movie ""Patton"". Jodl served as a high-ranking military officer and diplomat in Nazi Germany. He was Chief of the Operations Staff of the Oberkommando der Wehrmacht (OKW) from 1938 to 1945, and played a significant role in planning and executing various military operations during World War II.",0.7869,False,60.058,4894.487,4954.545,,hotpotqa,mistral,7.967,134.013
crag,Richard Münch portrayed the German general who served in what capacity during WWII in the 1970 movie Patton?,Oberkommando der Wehrmacht," Alfred Jodl, not General Erich Marcks as mentioned in the context, was the German general portrayed by Richard Münch in the 1970 movie ""Patton"". However, it's important to note that General Erich Marcks was portrayed by Richard Münch in another film, ""The Longest Day"" (1962).",0.6953,False,37.731,3402.055,3439.786,,hotpotqa,mistral,7.967,134.013
raptor_2l,Richard Münch portrayed the German general who served in what capacity during WWII in the 1970 movie Patton?,Oberkommando der Wehrmacht," Richard Münch portrayed General Alfred Jodl, who served as Chief of the Operations Staff of the Oberkommando der Wehrmacht (OKW) during World War II, in the 1970 movie ""Patton"".",0.7779,False,10.911,3067.817,3078.728,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Which style is the building located on the East Side of Midtown Manhattan that Robert Von Ancken appraised? ,Art Deco-style skyscraper," I cannot find the information about which style the building Robert Von Ancken appraised in the provided context. The context only mentions buildings like the Empire State Building, Chrysler Building, Rockefeller Center, and Columbia University, but no specific building located on the East Side of Midtown Manhattan is mentioned to have been appraised by Robert Von Ancken. Therefore, I cannot determine the style of that particular building.",0.5918,False,37.51,4232.525,4270.035,,hotpotqa,mistral,7.967,134.013
crag,Which style is the building located on the East Side of Midtown Manhattan that Robert Von Ancken appraised? ,Art Deco-style skyscraper," The provided context does not specify which style the Helmsley Building, located on the East Side of Midtown Manhattan, is in. However, it was designed by Warren & Wetmore, who are known for their work in the Beaux-Arts style, as they were also the architects of Grand Central Terminal.",0.4586,True,45.579,3122.669,3168.248,,hotpotqa,mistral,7.967,134.013
raptor_2l,Which style is the building located on the East Side of Midtown Manhattan that Robert Von Ancken appraised? ,Art Deco-style skyscraper, I cannot find information about the architectural style of a specific building on the East Side of Midtown Manhattan that Robert Von Ancken appraised in the provided context.,0.7233,False,10.222,2162.589,2172.811,,hotpotqa,mistral,7.967,134.013
hcpc_v2,What is the are of the university at which Dick Biddle served as head football coach?,575 acres (2.08 km²), The university where Dick Biddle served as head football coach is Colgate University.,0.8574,False,37.068,1458.14,1495.208,,hotpotqa,mistral,7.967,134.013
crag,What is the are of the university at which Dick Biddle served as head football coach?,575 acres (2.08 km²)," I cannot find the name of the university where Dick Biddle served as head football coach after his tenure at Colgate University, as per the provided context. The context only mentions that he was briefly a running backs coach for the University of Connecticut Huskies and served as head football coach at Alcorn State University, but it does not specify the location or name of the university where he served as head football coach after his tenure at Colgate.",0.5112,False,53.504,4147.529,4201.033,,hotpotqa,mistral,7.967,134.013
raptor_2l,What is the are of the university at which Dick Biddle served as head football coach?,575 acres (2.08 km²), The context does not provide information about the area or size of the university where Dick Biddle served as head football coach.,0.8814,False,10.697,2037.063,2047.76,,hotpotqa,mistral,7.967,134.013
hcpc_v2,The Chinese actress also known as Crystal Liu stars in Night Peacock with which three other actresses?,"Liu Ye, Yu Shaoqun and Leon Lai"," I cannot find this information in the provided context about Crystal Liu starring in ""Night Peacock"" with any specific other actresses. The context only mentions that she is a Chinese actress, model and singer, known as Crystal Liu, but does not provide details about her roles in specific movies or TV shows.",0.6812,False,31.641,3259.985,3291.626,,hotpotqa,mistral,7.967,134.013
crag,The Chinese actress also known as Crystal Liu stars in Night Peacock with which three other actresses?,"Liu Ye, Yu Shaoqun and Leon Lai", I cannot find this information in the provided context about Crystal Liu starring in Night Peacock with any specific other actresses.,0.6084,False,47.855,1500.063,1547.918,,hotpotqa,mistral,7.967,134.013
raptor_2l,The Chinese actress also known as Crystal Liu stars in Night Peacock with which three other actresses?,"Liu Ye, Yu Shaoqun and Leon Lai"," I cannot find this information in the provided context. There is no mention of a movie titled ""Night Peacock"" or any co-stars for Crystal Liu (Liu Yifei) in the given context.",0.5688,False,11.024,2645.568,2656.592,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Which City in the Miami metropolitan area is home to the Primetime Race Group?,"Hollywood, Florida"," I cannot find this information in the provided context regarding the location of the Primetime Race Group. The context only mentions sports teams, not racing groups.",0.7343,False,31.639,1670.063,1701.702,,hotpotqa,mistral,7.967,134.013
crag,Which City in the Miami metropolitan area is home to the Primetime Race Group?,"Hollywood, Florida", I cannot find information about the location of the Primetime Race Group in the provided context.,0.5646,False,41.869,987.195,1029.064,,hotpotqa,mistral,7.967,134.013
raptor_2l,Which City in the Miami metropolitan area is home to the Primetime Race Group?,"Hollywood, Florida", I cannot find information about the Primetime Race Group in the provided context.,0.6301,False,10.899,1320.76,1331.659,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Where is the company that Sachin Warrier worked for as a software engineer headquartered? ,Mumbai," I cannot find this information in the provided context. The context only mentions that Sachin Warrier worked as a software engineer, but it does not specify the name or headquarters of the company he was working for.",0.7198,False,55.379,2125.023,2180.402,,hotpotqa,mistral,7.967,134.013
crag,Where is the company that Sachin Warrier worked for as a software engineer headquartered? ,Mumbai," I cannot find this information in the provided context. The context only mentions that Sachin Bansal, not Sachin Warrier, worked for Flipkart, and no information about their headquarters is given.",0.5337,False,38.281,1951.869,1990.151,,hotpotqa,mistral,7.967,134.013
raptor_2l,Where is the company that Sachin Warrier worked for as a software engineer headquartered? ,Mumbai," I cannot find this information in the provided context. The context does not mention where Tata Consultancy Services, the company Sachin Warrier worked for, is headquartered.",0.718,False,10.471,2425.005,2435.476,,hotpotqa,mistral,7.967,134.013
hcpc_v2,What was the name of a land where Maria Anna of Spain's husband was king?,Hungary," I cannot find this information in the provided context. The context does not specify the land where Maria Anna of Spain's husband, Ferdinand III, Holy Roman Emperor, was king. He was the ruler of the Holy Roman Empire, but that is not a specific country or land.",0.5383,False,30.883,2690.432,2721.315,,hotpotqa,mistral,7.967,134.013
crag,What was the name of a land where Maria Anna of Spain's husband was king?,Hungary," I cannot find this information in the provided context. The context does not specify the land where Maria Anna of Spain's husband, Ferdinand III, Holy Roman Emperor, was king. He was the ruler of the Holy Roman Empire, but that is not a specific country or land.",0.5383,False,42.35,2562.793,2605.144,,hotpotqa,mistral,7.967,134.013
raptor_2l,What was the name of a land where Maria Anna of Spain's husband was king?,Hungary," I cannot find this information in the provided context. The context does not specify the land where Maria Anna of Spain's husband, Ferdinand III, Holy Roman Emperor, was king. He was the ruler of the Holy Roman Empire, but that is not a country or specific land.",0.5195,False,10.01,2913.965,2923.974,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Who was the team president of the 2012 Cleveland Browns?,Mike Holmgren, Mike Holmgren,0.542,False,33.553,809.253,842.806,,hotpotqa,mistral,7.967,134.013
crag,Who was the team president of the 2012 Cleveland Browns?,Mike Holmgren, Mike Holmgren,0.542,False,49.869,539.558,589.427,,hotpotqa,mistral,7.967,134.013
raptor_2l,Who was the team president of the 2012 Cleveland Browns?,Mike Holmgren, Mike Holmgren was the team president of the 2012 Cleveland Browns.,0.6317,False,10.027,1687.726,1697.753,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Who directed the 2014 American biographical survival drama film which Laura Elizabeth Dern was nominated for the Academy Award for Best Supporting Actress in,Jean-Marc Vallée," I cannot find the name of the director of the 2014 film ""Wild"" in the provided context.",0.6427,False,41.169,1957.18,1998.349,,hotpotqa,mistral,7.967,134.013
crag,Who directed the 2014 American biographical survival drama film which Laura Elizabeth Dern was nominated for the Academy Award for Best Supporting Actress in,Jean-Marc Vallée," I cannot find the name of the director for the 2014 film ""Wild"" in the provided context.",0.6527,False,63.686,1531.826,1595.512,,hotpotqa,mistral,7.967,134.013
raptor_2l,Who directed the 2014 American biographical survival drama film which Laura Elizabeth Dern was nominated for the Academy Award for Best Supporting Actress in,Jean-Marc Vallée," The context does not provide information about who directed the 2014 film ""Wild"" that Laura Elizabeth Dern was nominated for the Academy Award for Best Supporting Actress. However, it is known that she starred in this film. The director of ""Wild"" is Jean-Marc Vallée.",0.6387,False,11.803,3843.148,3854.951,,hotpotqa,mistral,7.967,134.013
hcpc_v2,The Very Best of Ugly Kid Joe: As Ugly as It Gets includes a cover of which Black Sabbath song from their 1970 debut?,N.I.B.," The Very Best of Ugly Kid Joe: As Ugly as It Gets includes a cover of the Black Sabbath song ""N.I.B.""",0.5664,False,32.833,1710.199,1743.032,,hotpotqa,mistral,7.967,134.013
crag,The Very Best of Ugly Kid Joe: As Ugly as It Gets includes a cover of which Black Sabbath song from their 1970 debut?,N.I.B.," The Very Best of Ugly Kid Joe: As Ugly as It Gets includes a cover of the Black Sabbath song ""N.I.B.""",0.5664,False,49.773,1674.561,1724.334,,hotpotqa,mistral,7.967,134.013
raptor_2l,The Very Best of Ugly Kid Joe: As Ugly as It Gets includes a cover of which Black Sabbath song from their 1970 debut?,N.I.B.," ""N.I.B.""",1.0,False,11.049,1186.501,1197.55,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"which German philosopher wrote ""The opera ""Lulu""  ",Theodor W. Adorno," I cannot find this information in the provided context. The text does not mention any German philosopher associated with the opera ""Lulu"".",0.6655,False,62.966,1813.137,1876.103,,hotpotqa,mistral,7.967,134.013
crag,"which German philosopher wrote ""The opera ""Lulu""  ",Theodor W. Adorno," I cannot find this information in the provided context. The text only mentions Adorno's quote about the opera ""Lulu"", but it does not specify who wrote it.",0.6079,False,48.271,1955.495,2003.766,,hotpotqa,mistral,7.967,134.013
raptor_2l,"which German philosopher wrote ""The opera ""Lulu""  ",Theodor W. Adorno," I cannot find this information in the provided context. The context does not mention any German philosopher related to the opera ""Lulu"".",0.6858,False,10.177,2128.554,2138.731,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Are Toshi and Warrel Dane both in the band Sanctuary?,no," No, according to the provided context, Toshi is not mentioned as a member of the band Sanctuary. Only Warrel Dane, Lenny Rutledge, Nick Cordle, George Hernandez, and Dave Budbill are listed as members.",0.7658,False,31.022,2691.587,2722.609,,hotpotqa,mistral,7.967,134.013
crag,Are Toshi and Warrel Dane both in the band Sanctuary?,no," Yes, according to the provided context, Warrel Dane is in the band Sanctuary. However, there's no information about Toshi being a member of Sanctuary in the given context.",0.643,False,48.75,2132.899,2181.648,,hotpotqa,mistral,7.967,134.013
raptor_2l,Are Toshi and Warrel Dane both in the band Sanctuary?,no, I cannot find this information in the provided context. The context does not mention any other member named Toshi in the band Sanctuary.,0.7462,False,11.048,1910.073,1921.121,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Dr. Saleha Mahmood Abedin's daughter was born in what year ?,1976," I cannot find this information in the provided context. The context does not mention when Huma Abedin, Dr. Saleha Mahmood Abedin's daughter, was born.",0.5845,False,60.135,2084.032,2144.167,,hotpotqa,mistral,7.967,134.013
crag,Dr. Saleha Mahmood Abedin's daughter was born in what year ?,1976," July 28, 1976 is the birth date of Huma Mahmood Abedin, not the birth date of Dr. Saleha Mahmood Abedin. The context does not provide information about when Dr. Saleha Mahmood Abedin was born.",0.4066,True,38.898,2808.601,2847.499,,hotpotqa,mistral,7.967,134.013
raptor_2l,Dr. Saleha Mahmood Abedin's daughter was born in what year ?,1976," Huma Mahmood Abedin, Dr. Saleha Mahmood Abedin's daughter, was born in 1976.",0.6965,False,10.641,2165.511,2176.152,,hotpotqa,mistral,7.967,134.013
hcpc_v2,What is the nationality of this company that services MS Moby Dada?,Danish," The nationality of the company that services MS Moby Dada is not explicitly stated in the provided context. However, since Moby Dada is currently owned by Moby Lines (an Italy-based shipping company), it can be inferred that the company servicing MS Moby Dada is Italian. But this information is not directly stated in the context.",0.6375,False,35.245,3600.725,3635.97,,hotpotqa,mistral,7.967,134.013
crag,What is the nationality of this company that services MS Moby Dada?,Danish," I cannot find the nationality of the company that currently services MS Moby Dada in the provided context. The context only mentions that Moby Dada was previously operated by a Greek company (Minoan Lines) and is currently under charter from DFDS Seaways, but it does not specify the nationality of DFDS Seaways.",0.7835,False,53.653,3568.69,3622.344,,hotpotqa,mistral,7.967,134.013
raptor_2l,What is the nationality of this company that services MS Moby Dada?,Danish, The nationality of the company that services MS Moby Dada is not specified in the provided context.,0.555,False,10.754,1619.076,1629.83,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"Brandy was handpicked by a producer that herself had been recognized by the ""Guinness World Records"" for what?",most awarded female act of all-time," I cannot find this information in the provided context regarding Brandy being handpicked by a producer who herself had been recognized by the ""Guinness World Records"".",0.6187,False,59.879,1876.693,1936.572,,hotpotqa,mistral,7.967,134.013
crag,"Brandy was handpicked by a producer that herself had been recognized by the ""Guinness World Records"" for what?",most awarded female act of all-time," I cannot find this information in the provided context regarding Brandy being handpicked by a producer who herself had been recognized by the ""Guinness World Records.""",0.6051,False,25.157,1512.893,1538.05,,hotpotqa,mistral,7.967,134.013
raptor_2l,"Brandy was handpicked by a producer that herself had been recognized by the ""Guinness World Records"" for what?",most awarded female act of all-time," I cannot find this information in the provided context. The context does not mention any connection between Brandy and Ashrita Furman, who is the person mentioned as being recognized by Guinness World Records.",0.706,False,10.639,2504.134,2514.773,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"Which minor role did this New Zealand storyboard artist play in the film ""King Kong"" who will direct the film based on the novel by Philip Reeve?",Gondorian soldier," I cannot find this information in the provided context as it does not mention any New Zealand storyboard artist for the film ""King Kong"", nor does it provide details about a future film directed by someone based on a novel by Philip Reeve.",0.4528,True,65.683,2796.279,2861.962,,hotpotqa,mistral,7.967,134.013
crag,"Which minor role did this New Zealand storyboard artist play in the film ""King Kong"" who will direct the film based on the novel by Philip Reeve?",Gondorian soldier," I cannot find this information in the provided context as it does not mention any New Zealand storyboard artist for the film ""King Kong"", nor does it provide details about a future film directed by someone from New Zealand based on a Philip Reeve novel.",0.4862,True,25.295,2333.495,2358.79,,hotpotqa,mistral,7.967,134.013
raptor_2l,"Which minor role did this New Zealand storyboard artist play in the film ""King Kong"" who will direct the film based on the novel by Philip Reeve?",Gondorian soldier," I cannot find this information in the provided context as there is no mention of a New Zealand storyboard artist playing a minor role in ""King Kong"", nor is there any mention of a film based on a novel by Philip Reeve.",0.4833,True,11.493,2527.365,2538.858,,hotpotqa,mistral,7.967,134.013
hcpc_v2,What year did the director of The Quiet American die?,1993," I cannot find this information in the provided context as it does not pertain to a director's death. The context only provides information about the films and their cast, but no details about the directors' personal lives or deaths.",0.3962,True,30.632,2269.33,2299.962,,hotpotqa,mistral,7.967,134.013
crag,What year did the director of The Quiet American die?,1993," I cannot find this information in the provided context. The context only mentions directors for the films ""The Quiet American"" in 1958 and 2002, but not the one from April 29, 1986 – October 14, 2016, which is a racehorse.",0.4933,True,44.924,3220.416,3265.34,,hotpotqa,mistral,7.967,134.013
raptor_2l,What year did the director of The Quiet American die?,1993," I cannot find information about the death of any director related to ""The Quiet American"" in the provided context.",0.4788,True,10.171,1624.457,1634.628,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Blue Dwarf is what type of online text-based role-playing game?,play-by-post role-playing game, Blue Dwarf is a play-by-post role-playing game.,0.8364,False,32.069,1101.023,1133.092,,hotpotqa,mistral,7.967,134.013
crag,Blue Dwarf is what type of online text-based role-playing game?,play-by-post role-playing game, Blue Dwarf is a play-by-post role-playing game.,0.8364,False,54.041,958.557,1012.598,,hotpotqa,mistral,7.967,134.013
raptor_2l,Blue Dwarf is what type of online text-based role-playing game?,play-by-post role-playing game," Blue Dwarf is an unofficial Play-by-post role-playing game, according to the provided context.",0.7149,False,11.205,1723.784,1734.989,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Who was the boyfriend of Thelma Lou in the series with Jim Nabors?,Barney Fife," I cannot find this information in the provided context as it does not mention any connection between Thelma Lou and the ""The Jim Nabors Hour.""",0.2773,True,53.381,1576.473,1629.854,,hotpotqa,mistral,7.967,134.013
crag,Who was the boyfriend of Thelma Lou in the series with Jim Nabors?,Barney Fife, I cannot find this information in the provided context. The context does not mention any character named Jim Nabors or a relationship between him and Thelma Lou.,0.6766,False,41.246,1566.599,1607.845,,hotpotqa,mistral,7.967,134.013
raptor_2l,Who was the boyfriend of Thelma Lou in the series with Jim Nabors?,Barney Fife," I cannot find this information in the provided context. The context does not mention any character named Jim Nabors or a connection between him and Thelma Lou from ""The Andy Griffith Show.""",0.6739,False,11.283,2263.426,2274.709,,hotpotqa,mistral,7.967,134.013
hcpc_v2,What was the sequel of the game that e was published by U.S. Gold in 1992?,Fade to Black," I cannot find information about a game published by U.S. Gold in 1992 and its sequel, as per the provided context. The context only mentions games published up until 1996 when U.S. Gold was acquired by Eidos Interactive.",0.6931,False,35.649,2982.1,3017.748,,hotpotqa,mistral,7.967,134.013
crag,What was the sequel of the game that e was published by U.S. Gold in 1992?,Fade to Black," I cannot find information about a game sequel published by U.S. Gold in 1992 in the provided context. The context only mentions ""Strider II"" (released as Journey from Darkness: Strider Returns) and another Masters of the Universe video game, but no specific year is given for the latter.",0.6353,False,49.836,3170.916,3220.751,,hotpotqa,mistral,7.967,134.013
raptor_2l,What was the sequel of the game that e was published by U.S. Gold in 1992?,Fade to Black," The context does not provide information about a game published by U.S. Gold in 1992 and its sequel. However, it mentions ""Strider II"" (released as ""Journey from Darkness: Strider Returns"") which was published by U.S. Gold in 1990. Therefore, I cannot find the information about a game published by U.S. Gold in 1992 and its sequel in the provided context.",0.7317,False,11.169,5189.202,5200.372,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Private Music signed the drummer who was part of which English group?,Beatles," I cannot find this information in the provided context. The context only mentions that Private Music signed musicians such as Yanni, Suzanne Ciani, Andy Summers, Patrick O'Hearn, Leo Kottke, Taj Mahal, Ringo Starr, Etta James, and A. J. Croce, but does not mention any English rock group or drummer from one.",0.6253,False,57.865,3945.97,4003.834,,hotpotqa,mistral,7.967,134.013
crag,Private Music signed the drummer who was part of which English group?,Beatles, I cannot find this information in the provided context. The context does not mention any drummer from an English group that was signed by Private Music.,0.7304,False,32.72,1329.454,1362.174,,hotpotqa,mistral,7.967,134.013
raptor_2l,Private Music signed the drummer who was part of which English group?,Beatles, I cannot find this information in the provided context. The context does not mention any English group that Private Music signed a drummer from.,0.7318,False,10.811,2221.458,2232.269,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"When was the American singer, songwriter, actress and LGBT rights activist born who won Grammy and Emmy award?","June 22, 1953"," I cannot find this information in the provided context as it does not mention any American singer, songwriter, actress, and LGBT rights activist.",0.5044,False,61.788,1753.789,1815.577,,hotpotqa,mistral,7.967,134.013
crag,"When was the American singer, songwriter, actress and LGBT rights activist born who won Grammy and Emmy award?","June 22, 1953"," I cannot find this information in the provided context as it pertains to Linda Maria Ronstadt. However, the person you're referring to seems to be Patti LuPone, who was born on April 21, 1949, according to your question.",0.7325,False,43.716,2626.914,2670.63,,hotpotqa,mistral,7.967,134.013
raptor_2l,"When was the American singer, songwriter, actress and LGBT rights activist born who won Grammy and Emmy award?","June 22, 1953"," Linda Maria Ronstadt was born on July 15, 1946, according to the provided context.",0.5358,False,10.698,1777.304,1788.002,,hotpotqa,mistral,7.967,134.013
hcpc_v2,What position did the winner of the MVP in Pool C of the 2017 WBC play?,third baseman," The provided context does not specify the position that Manny Machado, the MVP of Pool C of the 2017 World Baseball Classic, plays.",0.4829,True,65.246,1985.909,2051.155,,hotpotqa,mistral,7.967,134.013
crag,What position did the winner of the MVP in Pool C of the 2017 WBC play?,third baseman," The context does not specify the position that Manny Machado plays. However, it is known that he played for the Dominican Republic team in the 2017 World Baseball Classic.",0.8115,False,34.197,1786.097,1820.294,,hotpotqa,mistral,7.967,134.013
raptor_2l,What position did the winner of the MVP in Pool C of the 2017 WBC play?,third baseman," The provided context does not specify the position that Manny Machado, the winner of the MVP in Pool C of the 2017 World Baseball Classic, played.",0.6569,False,10.176,2269.797,2279.973,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Kadeem Jack is a player in a league that started with how many teams?,eight," I cannot find this information in the provided context about Kadeem Jack's league. The context only mentions his involvement in college basketball for Rutgers and his professional career in the NBA G League, but it does not provide details about the number of teams in any specific league he has been a part of.",0.507,False,54.309,2894.188,2948.498,,hotpotqa,mistral,7.967,134.013
crag,Kadeem Jack is a player in a league that started with how many teams?,eight," I cannot find this information in the provided context. The context only mentions that Kadeem Jack plays for the Sioux Falls Skyforce of the NBA G League, but it does not specify the number of teams in the league.",0.5021,False,27.765,2047.117,2074.882,,hotpotqa,mistral,7.967,134.013
raptor_2l,Kadeem Jack is a player in a league that started with how many teams?,eight, I cannot find this information in the provided context. The context does not mention any details about the number of teams in the league Kadeem Jack plays for.,0.7196,False,10.363,2028.591,2038.955,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Suzanne Simone Baptiste Louverture is the wife of the leader of which revolution?,the Haitian Revolution," I cannot find this information in the provided context as it does not mention any revolution led by Toussaint Louverture. However, it's important to note that Toussaint Louverture was a key figure in the Haitian Revolution (1791-1804).",0.4974,True,34.56,3041.072,3075.632,,hotpotqa,mistral,7.967,134.013
crag,Suzanne Simone Baptiste Louverture is the wife of the leader of which revolution?,the Haitian Revolution," The context does not provide information about Suzanne Simone Baptiste Louverture's husband being a leader of a specific revolution. However, it is known that her husband Toussaint Louverture was a significant figure in the Haitian Revolution.",0.5768,False,38.87,2316.673,2355.543,,hotpotqa,mistral,7.967,134.013
raptor_2l,Suzanne Simone Baptiste Louverture is the wife of the leader of which revolution?,the Haitian Revolution," I cannot find this information in the provided context. The context does not provide any details about a revolution led by Suzanne Simone Baptiste Louverture's husband, Toussaint Louverture.",0.5983,False,10.465,2527.532,2537.997,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"when was the album that includes the song by Dustin Lynch released to country radio on February 17, 2017?","September 8, 2017"," The album that includes the song ""Small Town Boy"" by Dustin Lynch, which was released to country radio on February 17, 2017, is his third studio album titled ""Current Mood"". According to the provided context, this album was released on September 8, 2017.",0.8673,False,34.629,3279.979,3314.608,,hotpotqa,mistral,7.967,134.013
crag,"when was the album that includes the song by Dustin Lynch released to country radio on February 17, 2017?","September 8, 2017"," The album that includes the song ""Small Town Boy"" and was released to country radio on February 17, 2017 is ""Current Mood"". This information can be inferred from the provided context.",0.8207,False,51.33,2145.927,2197.257,,hotpotqa,mistral,7.967,134.013
raptor_2l,"when was the album that includes the song by Dustin Lynch released to country radio on February 17, 2017?","September 8, 2017"," I cannot find this information in the provided context. The context does not mention any album release date for a song by Dustin Lynch that was released to country radio on February 17, 2017.",0.7162,False,10.93,2945.72,2956.65,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"Len Wiseman directed ""Live Free or Die Hard"" which is the 4 installment in the Die Hard film franchise base on what character?",John McClane," John McClane, as he is the character portrayed by Bruce Willis in the film ""Live Free or Die Hard"", which was directed by Len Wiseman.",0.7121,False,51.595,1689.192,1740.787,,hotpotqa,mistral,7.967,134.013
crag,"Len Wiseman directed ""Live Free or Die Hard"" which is the 4 installment in the Die Hard film franchise base on what character?",John McClane," John McClane, as he is the character starring in the film ""Live Free or Die Hard"".",0.8625,False,50.126,1167.549,1217.675,,hotpotqa,mistral,7.967,134.013
raptor_2l,"Len Wiseman directed ""Live Free or Die Hard"" which is the 4 installment in the Die Hard film franchise base on what character?",John McClane, John McClane,0.3826,True,10.642,844.745,855.387,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Where was the second World Junior Ice Hockey Championship in which Miroslav Přerost coached the men's national junior ice hockey team hosted?,"Ufa, Russia"," I cannot find this information in the provided context as it does not specify the location of the 2013 IIHF World U20 Championship, only that it was hosted in Ufa, Russia. However, since Miroslav Přerost coached the men's national junior ice hockey team at the 2013 tournament, it can be inferred that he coached the team in Ufa, Russia.",0.7151,False,32.2,4174.171,4206.371,,hotpotqa,mistral,7.967,134.013
crag,Where was the second World Junior Ice Hockey Championship in which Miroslav Přerost coached the men's national junior ice hockey team hosted?,"Ufa, Russia"," I cannot find this information in the provided context. The context only mentions that Miroslav Přerost coached the Czech Republic men's national junior ice hockey team at the 2012, 2013, and the 2014 World Junior Ice Hockey Championships, but it does not specify the location for any of these tournaments.",0.4847,True,47.081,3546.432,3593.513,,hotpotqa,mistral,7.967,134.013
raptor_2l,Where was the second World Junior Ice Hockey Championship in which Miroslav Přerost coached the men's national junior ice hockey team hosted?,"Ufa, Russia"," I cannot find this information in the provided context. The context only mentions that Miroslav Přerost coached the Czech Republic men's national junior ice hockey team at the 2012, 2013, and the 2014 World Junior Ice Hockey Championships, but it does not specify where these championships were hosted.",0.504,False,10.497,4016.922,4027.419,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"Which genus of flowering plant is found in an environment further south, Crocosmia or Cimicifuga?",Crocosmia," Crocosmia, as it is native to the grasslands of southern and eastern Africa, ranging from South Africa to Sudan.",0.5163,False,31.558,1478.389,1509.947,,hotpotqa,mistral,7.967,134.013
crag,"Which genus of flowering plant is found in an environment further south, Crocosmia or Cimicifuga?",Crocosmia," Crocosmia, as it is native to southern Africa.",0.5807,False,47.9,899.919,947.819,,hotpotqa,mistral,7.967,134.013
raptor_2l,"Which genus of flowering plant is found in an environment further south, Crocosmia or Cimicifuga?",Crocosmia," Crocosmia, as it is native to the grasslands of southern and eastern Africa, ranging from South Africa to Sudan. Cimicifuga, on the other hand, is native to temperate regions of the Northern Hemisphere.",0.5384,False,11.401,2805.637,2817.038,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Which South African anti-apartheid archbishop was part of the actions against the ruling National Party government?,Desmond Mpilo Tutu, Desmond Tutu was part of the actions against the ruling National Party government.,0.6962,False,59.797,1227.688,1287.484,,hotpotqa,mistral,7.967,134.013
crag,Which South African anti-apartheid archbishop was part of the actions against the ruling National Party government?,Desmond Mpilo Tutu, Desmond Tutu,0.7649,False,51.374,587.716,639.09,,hotpotqa,mistral,7.967,134.013
raptor_2l,Which South African anti-apartheid archbishop was part of the actions against the ruling National Party government?,Desmond Mpilo Tutu, Desmond Tutu,0.7649,False,11.228,916.806,928.034,,hotpotqa,mistral,7.967,134.013
