condition,question,ground_truth,answer,faithfulness_score,is_hallucination,retrieval_latency_ms,generation_latency_ms,total_latency_ms,indexing_cost_note,dataset,model,base_index_s,raptor_index_s
crag,Which network broadcasted the 50th Super Bowl game? ,CBS, The 50th Super Bowl game was televised by CBS.,0.8375,False,48.106,954.967,1003.073,,squad,mistral,8.01,175.354
raptor_2l,Which network broadcasted the 50th Super Bowl game? ,CBS, CBS,1.0,False,7.547,952.725,960.272,,squad,mistral,8.01,175.354
hcpc_v2,What was the average cost for a TV ad lasting 30 seconds during Super Bowl 50?,$5 million, The average cost for a TV ad lasting 30 seconds during Super Bowl 50 was $5 million.,0.5988,False,61.688,1561.407,1623.094,,squad,mistral,8.01,175.354
crag,What was the average cost for a TV ad lasting 30 seconds during Super Bowl 50?,$5 million, The average cost for a TV ad lasting 30 seconds during Super Bowl 50 was $5 million.,0.5988,False,43.51,1182.441,1225.95,,squad,mistral,8.01,175.354
raptor_2l,What was the average cost for a TV ad lasting 30 seconds during Super Bowl 50?,$5 million, The average cost for a TV ad lasting 30 seconds during Super Bowl 50 was $5 million.,0.5988,False,7.934,1767.219,1775.153,,squad,mistral,8.01,175.354
hcpc_v2,Who was the male singer who performed as a special guest during Super Bowl 50?,Bruno Mars, Bruno Mars,1.0,False,32.172,574.843,607.015,,squad,mistral,8.01,175.354
crag,Who was the male singer who performed as a special guest during Super Bowl 50?,Bruno Mars, Bruno Mars was the male singer who performed as a special guest during Super Bowl 50.,0.6487,False,39.485,1069.874,1109.36,,squad,mistral,8.01,175.354
raptor_2l,Who was the male singer who performed as a special guest during Super Bowl 50?,Bruno Mars, Bruno Mars,1.0,False,7.963,921.779,929.741,,squad,mistral,8.01,175.354
hcpc_v2,What ranking does the Super Bowl 50 halftime show have on the list of most watched TV broadcasts?,third," I cannot find this information in the provided context. The context only mentions that Super Bowl 50 was the third-most watched U.S. broadcast ever, but it does not specify the ranking for the halftime show separately.",0.767,False,60.046,2577.894,2637.939,,squad,mistral,8.01,175.354
crag,What ranking does the Super Bowl 50 halftime show have on the list of most watched TV broadcasts?,third," I cannot find this information in the provided context. The context only states that Super Bowl 50 was the third-most watched U.S. event, but it does not specify the ranking of the halftime show within the list of most watched TV broadcasts.",0.7786,False,32.103,2321.24,2353.343,,squad,mistral,8.01,175.354
raptor_2l,What ranking does the Super Bowl 50 halftime show have on the list of most watched TV broadcasts?,third, I cannot find this information in the provided context. The context does not specify the rank of the Super Bowl 50 halftime show on the list of most watched TV broadcasts.,0.7489,False,7.986,2349.888,2357.874,,squad,mistral,8.01,175.354
hcpc_v2,What station aired the Super Bowl?,CBS, CBS aired the Super Bowl in the U.S. as stated in the provided context.,0.7987,False,31.003,1157.816,1188.819,,squad,mistral,8.01,175.354
crag,What station aired the Super Bowl?,CBS, CBS broadcasted the Super Bowl in the U.S. as per the provided context.,0.7756,False,46.439,811.407,857.846,,squad,mistral,8.01,175.354
raptor_2l,What station aired the Super Bowl?,CBS, CBS broadcast the Super Bowl in the U.S.,0.7234,False,8.388,1018.13,1026.518,,squad,mistral,8.01,175.354
hcpc_v2,How much money did a 1/2 minute commercial cost?,$5 million," A half-minute (30 seconds x 2) commercial during Super Bowl 50 would have cost $10 million, assuming the price remained consistent for each 30-second slot. However, the context mentions that QuickBooks sponsored a contest where Death Wish Coffee received a free 30-second advertisement, so it is impossible to determine the exact cost of a half-minute commercial in this specific case.",0.5744,False,60.454,4160.478,4220.932,,squad,mistral,8.01,175.354
crag,How much money did a 1/2 minute commercial cost?,$5 million," A half-minute (30 seconds x 2) commercial during Super Bowl 50 would have cost $10 million, assuming the price remained consistent for each 30-second slot. However, it's important to note that CBS offered a discount to Anheuser-Busch InBev and QuickBooks sponsored a free advertisement for Death Wish Coffee, so not all commercials were sold at the base rate of $5 million per 30 seconds.",0.461,True,19.969,4208.126,4228.095,,squad,mistral,8.01,175.354
raptor_2l,How much money did a 1/2 minute commercial cost?,$5 million," A half-minute (30 seconds x 2) commercial during Super Bowl 50 cost $10 million, as each 30-second commercial was priced at an average of $5 million.",0.395,True,8.333,2375.081,2383.414,,squad,mistral,8.01,175.354
hcpc_v2,What band headlined half-time during Super Bowl 50?,Coldplay, The British rock group Coldplay headlined the Super Bowl 50 halftime show.,0.9676,False,35.16,1210.665,1245.825,,squad,mistral,8.01,175.354
crag,What band headlined half-time during Super Bowl 50?,Coldplay, The British rock group Coldplay headlined the Super Bowl 50 halftime show.,0.9676,False,48.409,1156.425,1204.834,,squad,mistral,8.01,175.354
raptor_2l,What band headlined half-time during Super Bowl 50?,Coldplay, Coldplay,1.0,False,8.961,870.539,879.5,,squad,mistral,8.01,175.354
hcpc_v2,What two artists came out with Coldplay during the half-time show?,Beyoncé and Bruno Mars, Beyoncé and Bruno Mars,0.7582,False,52.119,633.978,686.097,,squad,mistral,8.01,175.354
crag,What two artists came out with Coldplay during the half-time show?,Beyoncé and Bruno Mars, Beyoncé and Bruno Mars,0.7582,False,39.773,542.695,582.469,,squad,mistral,8.01,175.354
raptor_2l,What two artists came out with Coldplay during the half-time show?,Beyoncé and Bruno Mars, Beyoncé and Bruno Mars,0.7582,False,8.72,1097.362,1106.082,,squad,mistral,8.01,175.354
hcpc_v2,Who broadcast the Super Bowl on TV?,CBS, CBS broadcast the Super Bowl on TV.,0.9132,False,32.938,757.493,790.431,,squad,mistral,8.01,175.354
crag,Who broadcast the Super Bowl on TV?,CBS, CBS broadcast the Super Bowl on TV.,0.9132,False,45.68,593.414,639.094,,squad,mistral,8.01,175.354
raptor_2l,Who broadcast the Super Bowl on TV?,CBS, CBS broadcast the Super Bowl on TV.,0.9132,False,8.116,1022.95,1031.066,,squad,mistral,8.01,175.354
hcpc_v2,Who headlined the halftime show for Super Bowl 50?,Coldplay, The British rock group Coldplay headlined the halftime show for Super Bowl 50.,0.9541,False,30.814,1322.243,1353.057,,squad,mistral,8.01,175.354
crag,Who headlined the halftime show for Super Bowl 50?,Coldplay, The British rock group Coldplay headlined the halftime show for Super Bowl 50.,0.9541,False,47.478,1157.776,1205.254,,squad,mistral,8.01,175.354
raptor_2l,Who headlined the halftime show for Super Bowl 50?,Coldplay, Coldplay headlined the halftime show for Super Bowl 50.,0.8645,False,7.8,1437.454,1445.254,,squad,mistral,8.01,175.354
hcpc_v2,Who were special guests for the Super Bowl halftime show?,Beyoncé and Bruno Mars, Beyoncé and Bruno Mars were special guests for the Super Bowl halftime show.,0.873,False,55.493,950.959,1006.451,,squad,mistral,8.01,175.354
crag,Who were special guests for the Super Bowl halftime show?,Beyoncé and Bruno Mars," Beyoncé, Bruno Mars, and Mark Ronson were special guests for the Super Bowl halftime show.",0.8625,False,37.363,1198.461,1235.823,,squad,mistral,8.01,175.354
raptor_2l,Who were special guests for the Super Bowl halftime show?,Beyoncé and Bruno Mars, Beyoncé and Bruno Mars were special guests for the Super Bowl halftime show.,0.873,False,8.023,1505.099,1513.122,,squad,mistral,8.01,175.354
hcpc_v2,Which Super Bowl halftime show did Beyoncé headline?,Super Bowl XLVII, Super Bowl XLVII (2013) and Super Bowl 50 (2016),0.7152,False,51.961,1401.181,1453.141,,squad,mistral,8.01,175.354
crag,Which Super Bowl halftime show did Beyoncé headline?,Super Bowl XLVII, Super Bowl XLVII,0.6197,False,38.212,513.822,552.033,,squad,mistral,8.01,175.354
raptor_2l,Which Super Bowl halftime show did Beyoncé headline?,Super Bowl XLVII, Super Bowl XLVII (2013) and Super Bowl 50 (2016),0.7152,False,8.547,1793.519,1802.066,,squad,mistral,8.01,175.354
hcpc_v2,What was the cost for a half minute ad?,$5 million," I cannot find this information in the provided context as it only mentions the cost for a 30-second advertisement, not a half-minute one.",0.3593,True,55.773,1839.561,1895.335,,squad,mistral,8.01,175.354
crag,What was the cost for a half minute ad?,$5 million," I cannot find this information in the provided context as it only mentions the cost for a 30-second advertisement, not a half-minute one.",0.3593,True,19.809,1433.41,1453.219,,squad,mistral,8.01,175.354
raptor_2l,What was the cost for a half minute ad?,$5 million," I cannot find this information in the provided context as it only mentions the cost for a 30-second advertisement, not a half-minute one.",0.3593,True,8.034,1931.608,1939.642,,squad,mistral,8.01,175.354
hcpc_v2,Who lead the Super Bowl 50 halftime performance?,Coldplay, The Super Bowl 50 halftime show was headlined by Coldplay with special guest performers Beyoncé and Bruno Mars.,0.9369,False,35.119,1699.094,1734.213,,squad,mistral,8.01,175.354
crag,Who lead the Super Bowl 50 halftime performance?,Coldplay, The Super Bowl 50 halftime show was headlined by Coldplay with special guest performers Beyoncé and Bruno Mars.,0.9369,False,44.712,1526.463,1571.175,,squad,mistral,8.01,175.354
raptor_2l,Who lead the Super Bowl 50 halftime performance?,Coldplay, Coldplay led the Super Bowl 50 halftime performance.,0.8608,False,7.416,1368.975,1376.391,,squad,mistral,8.01,175.354
hcpc_v2,What other two famous performers were part of the Super Bowl 50 halftime?,Beyoncé and Bruno Mars, Beyoncé and Bruno Mars,0.7582,False,32.535,630.678,663.213,,squad,mistral,8.01,175.354
crag,What other two famous performers were part of the Super Bowl 50 halftime?,Beyoncé and Bruno Mars," Based on the provided context, the other two famous performers who were part of the Super Bowl 50 halftime show, apart from Coldplay, were Beyoncé and Bruno Mars.",0.6547,False,70.297,2008.889,2079.186,,squad,mistral,8.01,175.354
raptor_2l,What other two famous performers were part of the Super Bowl 50 halftime?,Beyoncé and Bruno Mars, Beyoncé and Bruno Mars,0.7582,False,7.623,976.584,984.208,,squad,mistral,8.01,175.354
hcpc_v2,What performer lead the Super Bowl XLVIII halftime show?,Bruno Mars, Bruno Mars led the Super Bowl XLVIII halftime show.,0.9372,False,32.75,1111.993,1144.742,,squad,mistral,8.01,175.354
crag,What performer lead the Super Bowl XLVIII halftime show?,Bruno Mars, Bruno Mars,1.0,False,47.284,514.303,561.587,,squad,mistral,8.01,175.354
raptor_2l,What performer lead the Super Bowl XLVIII halftime show?,Bruno Mars, Bruno Mars led the Super Bowl XLVIII halftime show.,0.9372,False,8.453,1425.666,1434.12,,squad,mistral,8.01,175.354
hcpc_v2,Who was the NFL Commissioner in early 2012?,Roger Goodell, Roger Goodell,0.5205,False,55.293,543.063,598.356,,squad,mistral,8.01,175.354
crag,Who was the NFL Commissioner in early 2012?,Roger Goodell, Roger Goodell,0.5205,False,27.052,191.93,218.982,,squad,mistral,8.01,175.354
raptor_2l,Who was the NFL Commissioner in early 2012?,Roger Goodell, Roger Goodell,0.5205,False,8.13,625.861,633.991,,squad,mistral,8.01,175.354
hcpc_v2,Which Super Bowl did Roger Goodell speak about?,the 50th Super Bowl," I cannot find specific information about which Super Bowl Roger Goodell spoke about in the provided context. He mentioned that it would be ""an important game for us as a league"", but there's no mention of the year or number of the Super Bowl he was referring to.",0.4664,True,55.241,2547.091,2602.331,,squad,mistral,8.01,175.354
crag,Which Super Bowl did Roger Goodell speak about?,the 50th Super Bowl," I cannot find the specific Super Bowl number mentioned in the provided context. However, since Roger Goodell spoke about it in early 2012, it would have been Super Bowl XLVI (46), which was held on February 5, 2012.",0.6109,False,27.421,2429.823,2457.245,,squad,mistral,8.01,175.354
raptor_2l,Which Super Bowl did Roger Goodell speak about?,the 50th Super Bowl, Super Bowl 50,0.6293,False,8.082,914.079,922.161,,squad,mistral,8.01,175.354
hcpc_v2,In what year did Roger Goodell call Super Bowl 50 'an important game for us as a league'?,2012, I cannot find this information in the provided context. The context does not specify the exact year when Roger Goodell called Super Bowl 50 an important game for the league.,0.7634,False,52.848,1823.32,1876.168,,squad,mistral,8.01,175.354
crag,In what year did Roger Goodell call Super Bowl 50 'an important game for us as a league'?,2012," I cannot find this information in the provided context. The context only mentions that Commissioner Roger Goodell stated this in early 2012, but it does not specify the Super Bowl game he was referring to.",0.4789,True,38.525,2077.165,2115.69,,squad,mistral,8.01,175.354
raptor_2l,In what year did Roger Goodell call Super Bowl 50 'an important game for us as a league'?,2012," I cannot find this information in the provided context. The context only mentions that Commissioner Roger Goodell stated this in early 2012, but it does not specify the Super Bowl game he was referring to.",0.4789,True,7.93,2654.097,2662.028,,squad,mistral,8.01,175.354
hcpc_v2,Who is the Commissioner of the National Football League?,Roger Goodell, I cannot find this information in the provided context. The context does not mention who the Commissioner of the National Football League is at any point.,0.7347,False,56.688,1597.547,1654.235,,squad,mistral,8.01,175.354
crag,Who is the Commissioner of the National Football League?,Roger Goodell," The Commissioner of the National Football League, according to the provided context, is Roger Goodell.",0.8826,False,28.279,914.416,942.694,,squad,mistral,8.01,175.354
raptor_2l,Who is the Commissioner of the National Football League?,Roger Goodell, I cannot find this information in the provided context. The context does not mention who the Commissioner of the National Football League was at the time Super Bowl 50 was held.,0.6989,False,8.131,2183.101,2191.231,,squad,mistral,8.01,175.354
hcpc_v2,When did he make the quoted remarks about Super Bowl 50?,early 2012, The NFL Commissioner made the quoted remarks about Super Bowl 50 in early 2012.,0.7578,False,35.395,1339.129,1374.524,,squad,mistral,8.01,175.354
crag,When did he make the quoted remarks about Super Bowl 50?,early 2012," The Commissioner made the quoted remarks in early 2012, as stated in the provided context.",0.8713,False,36.174,1171.833,1208.007,,squad,mistral,8.01,175.354
raptor_2l,When did he make the quoted remarks about Super Bowl 50?,early 2012, Roger Goodell made the quoted remarks about Super Bowl 50 in early 2012.,0.7947,False,8.804,1597.385,1606.189,,squad,mistral,8.01,175.354
hcpc_v2,Who was the commissioner of the NFL in 2012? ,Roger Goodell, I cannot find this information in the provided context. The context does not mention who the NFL Commissioner was in 2012.,0.7239,False,56.159,1575.15,1631.309,,squad,mistral,8.01,175.354
crag,Who was the commissioner of the NFL in 2012? ,Roger Goodell, Roger Goodell,0.5205,False,27.768,195.61,223.378,,squad,mistral,8.01,175.354
raptor_2l,Who was the commissioner of the NFL in 2012? ,Roger Goodell, Roger Goodell,0.5205,False,7.569,625.597,633.166,,squad,mistral,8.01,175.354
hcpc_v2,Who if the commissioner of the NFL?,Roger Goodell, The context does not provide information about who the Commissioner of the NFL is at that time.,0.62,False,53.528,1036.639,1090.167,,squad,mistral,8.01,175.354
crag,Who if the commissioner of the NFL?,Roger Goodell," Yes, the Commissioner of the NFL in early 2012, as mentioned in the provided context, is Roger Goodell.",0.8653,False,29.232,1241.404,1270.636,,squad,mistral,8.01,175.354
raptor_2l,Who if the commissioner of the NFL?,Roger Goodell, I cannot find this information in the provided context. The context does not mention who the Commissioner of the NFL was at the time of Super Bowl 50.,0.6783,False,7.522,2027.305,2034.827,,squad,mistral,8.01,175.354
hcpc_v2,Who is the commissioner of the NFL?,Roger Goodell, I cannot find this information in the provided context. The context does not mention who the current or past NFL Commissioner is.,0.6585,False,57.395,1333.995,1391.39,,squad,mistral,8.01,175.354
crag,Who is the commissioner of the NFL?,Roger Goodell," The commissioner of the NFL, according to the provided context, is Roger Goodell.",0.9248,False,26.738,850.327,877.065,,squad,mistral,8.01,175.354
raptor_2l,Who is the commissioner of the NFL?,Roger Goodell, I cannot find this information in the provided context. The context does not mention who the Commissioner of the NFL was during Super Bowl 50.,0.7054,False,7.921,1890.472,1898.394,,squad,mistral,8.01,175.354
hcpc_v2,"In early 2012, Goodell said that Super Bowl 50 would be what?",spectacular," In early 2012, Commissioner Roger Goodell stated that the league planned to make Super Bowl 50 ""spectacular"" and that it would be ""an important game for us as a league"". The context does not provide specific details about what made it spectacular or why it was important.",0.7571,False,33.759,3005.159,3038.918,,squad,mistral,8.01,175.354
crag,"In early 2012, Goodell said that Super Bowl 50 would be what?",spectacular, An important game for the NFL league.,0.8008,False,47.01,603.017,650.026,,squad,mistral,8.01,175.354
raptor_2l,"In early 2012, Goodell said that Super Bowl 50 would be what?",spectacular," In early 2012, NFL Commissioner Roger Goodell stated that the league planned to make Super Bowl 50 ""spectacular"".",0.6835,False,8.038,1981.297,1989.334,,squad,mistral,8.01,175.354
hcpc_v2,What one word did the NFL commissioner use to describe what Super Bowl 50 was intended to be?,spectacular," ""Spectacular""",0.8227,False,39.164,476.947,516.11,,squad,mistral,8.01,175.354
crag,What one word did the NFL commissioner use to describe what Super Bowl 50 was intended to be?,spectacular," The NFL Commissioner described Super Bowl 50 as ""spectacular"".",0.8574,False,47.417,981.592,1029.009,,squad,mistral,8.01,175.354
raptor_2l,What one word did the NFL commissioner use to describe what Super Bowl 50 was intended to be?,spectacular," ""Spectacular""",0.8227,False,8.3,909.721,918.021,,squad,mistral,8.01,175.354
hcpc_v2,"What year did Roger Goodell announce that Super Bowl 50 would be ""important""?",2012," In the provided context, it was stated that NFL Commissioner Roger Goodell announced in early 2012 that the league planned to make the 50th Super Bowl (which took place in 2016) ""spectacular"" and that it would be ""an important game for us as a league"".",0.7129,False,53.324,2881.853,2935.177,,squad,mistral,8.01,175.354
crag,"What year did Roger Goodell announce that Super Bowl 50 would be ""important""?",2012," In the provided context, it was stated that NFL Commissioner Roger Goodell announced in early 2012 that Super Bowl 50 would be important for the league. However, the exact date in 2012 was not specified in the context.",0.5146,False,36.243,2458.307,2494.55,,squad,mistral,8.01,175.354
raptor_2l,"What year did Roger Goodell announce that Super Bowl 50 would be ""important""?",2012," I cannot find this information in the provided context. The context only mentions that Commissioner Roger Goodell stated in early 2012 that the league planned to make the 50th Super Bowl ""spectacular"", but it does not specify the year when he announced it would be ""important"".",0.5777,False,7.687,3382.599,3390.286,,squad,mistral,8.01,175.354
hcpc_v2,Which Louisiana venue was one of three considered for Super Bowl 50?,New Orleans' Mercedes-Benz Superdome, I cannot find any information in the provided context that mentions a Louisiana venue being considered for Super Bowl 50.,0.6888,False,53.79,1562.705,1616.495,,squad,mistral,8.01,175.354
crag,Which Louisiana venue was one of three considered for Super Bowl 50?,New Orleans' Mercedes-Benz Superdome, I cannot find this information in the provided context about which Louisiana venue was one of the three considered for Super Bowl 50.,0.7092,False,28.732,1218.825,1247.557,,squad,mistral,8.01,175.354
raptor_2l,Which Louisiana venue was one of three considered for Super Bowl 50?,New Orleans' Mercedes-Benz Superdome," New Orleans' Mercedes-Benz Superdome was one of the three venues considered for Super Bowl 50, according to the provided context.",0.6598,False,8.459,2134.63,2143.089,,squad,mistral,8.01,175.354
hcpc_v2,Which Florida venue was one of three considered for Super Bowl 50?,Miami's Sun Life Stadium," Sun Life Stadium was one of the three venues considered for Super Bowl 50, but it was not selected as Levi's Stadium in the San Francisco Bay Area was awarded the game instead.",0.6876,False,55.857,2301.987,2357.844,,squad,mistral,8.01,175.354
crag,Which Florida venue was one of three considered for Super Bowl 50?,Miami's Sun Life Stadium," Sun Life Stadium, which is located in the South Florida/Miami area.",0.6682,False,41.561,901.248,942.809,,squad,mistral,8.01,175.354
raptor_2l,Which Florida venue was one of three considered for Super Bowl 50?,Miami's Sun Life Stadium," Sun Life Stadium (Miami) was one of the three venues initially considered for Super Bowl 50. However, Miami was eliminated due to funding issues, leaving Levi's Stadium as the chosen venue.",0.6381,False,8.615,2692.84,2701.455,,squad,mistral,8.01,175.354
hcpc_v2,Which California venue was one of three considered for Super Bowl 50?,San Francisco Bay Area's Levi's Stadium," Levi's Stadium in Santa Clara, California was one of the three venues considered for Super Bowl 50.",0.6828,False,55.779,1608.416,1664.196,,squad,mistral,8.01,175.354
crag,Which California venue was one of three considered for Super Bowl 50?,San Francisco Bay Area's Levi's Stadium," Levi's Stadium in the San Francisco Bay Area, Santa Clara, California was one of the venues considered for Super Bowl 50 as it is where the game was actually held.",0.4578,True,37.505,1826.757,1864.262,,squad,mistral,8.01,175.354
raptor_2l,Which California venue was one of three considered for Super Bowl 50?,San Francisco Bay Area's Levi's Stadium, Levi's Stadium in San Francisco Bay Area was one of the three venues considered for Super Bowl 50.,0.6274,False,8.229,1849.887,1858.115,,squad,mistral,8.01,175.354
hcpc_v2,What venue in Miami was a candidate for the site of Super Bowl 50?,Sun Life Stadium," Sun Life Stadium, according to the provided context. However, it's important to note that Miami's bid was significantly affected by the Florida legislature's refusal to approve funding for stadium renovations, which likely led to Levi's Stadium in the San Francisco Bay Area being chosen as the venue for Super Bowl 50 instead.",0.5752,False,35.702,3508.654,3544.355,,squad,mistral,8.01,175.354
crag,What venue in Miami was a candidate for the site of Super Bowl 50?,Sun Life Stadium," Sun Life Stadium, which is located in Miami, Florida, was one of the three sites that were candidates for the site of Super Bowl 50. However, it's important to note that Super Bowl 50 was ultimately held at Levi's Stadium in the San Francisco Bay Area, not Sun Life Stadium.",0.5146,False,51.876,3094.239,3146.114,,squad,mistral,8.01,175.354
raptor_2l,What venue in Miami was a candidate for the site of Super Bowl 50?,Sun Life Stadium," Sun Life Stadium was a candidate for the site of Super Bowl 50, but Miami was eventually eliminated due to funding issues.",0.3381,True,7.917,1903.091,1911.008,,squad,mistral,8.01,175.354
hcpc_v2,What site is located in the San Francisco Bay Area?,Levi's Stadium," Levi's Stadium and Stanford Stadium (in the past) are both located in the San Francisco Bay Area, according to the provided context. However, it's important to note that only Levi's Stadium was the site for the Super Bowl discussed in the text.",0.467,True,34.436,2636.019,2670.455,,squad,mistral,8.01,175.354
crag,What site is located in the San Francisco Bay Area?,Levi's Stadium," The context does not provide information about a specific site located in the San Francisco Bay Area. However, it mentions two locations within San Francisco: Moscone Center and Justin Herman Plaza on The Embarcadero.",0.9141,False,30.054,2075.267,2105.32,,squad,mistral,8.01,175.354
raptor_2l,What site is located in the San Francisco Bay Area?,Levi's Stadium, Levi's Stadium is located in the San Francisco Bay Area.,0.6719,False,7.804,1436.928,1444.732,,squad,mistral,8.01,175.354
hcpc_v2,What is the name of San Francisco's stadium when looked at as a possibility for Super Bowl 50?,Levi's Stadium, Levi's Stadium,0.5799,False,36.924,478.636,515.559,,squad,mistral,8.01,175.354
crag,What is the name of San Francisco's stadium when looked at as a possibility for Super Bowl 50?,Levi's Stadium," Levi's Stadium, as it was awarded and opened before Super Bowl 50.",0.6393,False,54.537,1156.489,1211.026,,squad,mistral,8.01,175.354
raptor_2l,What is the name of San Francisco's stadium when looked at as a possibility for Super Bowl 50?,Levi's Stadium, Levi's Stadium,0.5799,False,8.237,980.153,988.389,,squad,mistral,8.01,175.354
hcpc_v2,What was the name of New Orleans' superdome at the time that Super Bowl 50 took place?,Mercedes-Benz Superdome, I cannot find this information in the provided context as it does not mention any details about New Orleans' Mercedes-Benz Superdome during or after Super Bowl 50.,0.4458,True,36.414,1897.632,1934.047,,squad,mistral,8.01,175.354
crag,What was the name of New Orleans' superdome at the time that Super Bowl 50 took place?,Mercedes-Benz Superdome," I cannot find this information in the provided context. The context only mentions that New Orleans' Mercedes-Benz Superdome was one of the sites bidding for Super Bowl 50, but it does not specify what the name of the stadium was at the time when Super Bowl 50 took place.",0.6178,False,37.47,2841.948,2879.418,,squad,mistral,8.01,175.354
raptor_2l,What was the name of New Orleans' superdome at the time that Super Bowl 50 took place?,Mercedes-Benz Superdome, I cannot find this information in the provided context as it does not mention the name of New Orleans' Mercedes-Benz Superdome at the time that Super Bowl 50 took place.,0.4866,True,8.561,2268.755,2277.316,,squad,mistral,8.01,175.354
hcpc_v2,What was the given name of Miami's stadium at the time of Super Bowl 50?,Sun Life Stadium, Sun Life Stadium,0.5698,False,56.942,616.528,673.47,,squad,mistral,8.01,175.354
crag,What was the given name of Miami's stadium at the time of Super Bowl 50?,Sun Life Stadium, I cannot find this information in the provided context as it does not mention the name of Miami's stadium at the time of Super Bowl 50.,0.3946,True,44.161,1615.339,1659.5,,squad,mistral,8.01,175.354
raptor_2l,What was the given name of Miami's stadium at the time of Super Bowl 50?,Sun Life Stadium, Sun Life Stadium,0.5698,False,8.556,1096.949,1105.505,,squad,mistral,8.01,175.354
hcpc_v2,What three stadiums did the NFL decide between for the game?,"New Orleans' Mercedes-Benz Superdome, Miami's Sun Life Stadium, and the San Francisco Bay Area's Levi's Stadium"," The NFL decided between New Orleans' Mercedes-Benz Superdome, Miami's Sun Life Stadium, and the San Francisco Bay Area's Levi's Stadium for the game.",0.8043,False,58.847,2080.337,2139.184,,squad,mistral,8.01,175.354
crag,What three stadiums did the NFL decide between for the game?,"New Orleans' Mercedes-Benz Superdome, Miami's Sun Life Stadium, and the San Francisco Bay Area's Levi's Stadium"," The NFL decided between New Orleans' Mercedes-Benz Superdome, Miami's Sun Life Stadium, and the San Francisco Bay Area's Levi's Stadium for the game.",0.8043,False,34.13,1654.823,1688.953,,squad,mistral,8.01,175.354
raptor_2l,What three stadiums did the NFL decide between for the game?,"New Orleans' Mercedes-Benz Superdome, Miami's Sun Life Stadium, and the San Francisco Bay Area's Levi's Stadium"," New Orleans' Mercedes-Benz Superdome, Miami's Sun Life Stadium, and the San Francisco Bay Area's Levi's Stadium",0.78,False,7.889,1848.23,1856.119,,squad,mistral,8.01,175.354
hcpc_v2,How many sites did the NFL narrow down Super Bowl 50's location to?,three, The NFL narrowed down Super Bowl 50's location to three sites.,0.7636,False,55.359,1111.527,1166.886,,squad,mistral,8.01,175.354
crag,How many sites did the NFL narrow down Super Bowl 50's location to?,three, The NFL narrowed down Super Bowl 50's location to 3 sites.,0.7204,False,40.176,1002.583,1042.759,,squad,mistral,8.01,175.354
raptor_2l,How many sites did the NFL narrow down Super Bowl 50's location to?,three, The NFL narrowed down Super Bowl 50's location to three sites.,0.7636,False,8.183,1490.986,1499.169,,squad,mistral,8.01,175.354
hcpc_v2,"One of the sites, Merceds-Benz Superdome, is located where?",New Orleans, I cannot find this information in the provided context. The context does not mention any location for Mercedes-Benz Superdome.,0.6218,False,60.352,1488.056,1548.408,,squad,mistral,8.01,175.354
crag,"One of the sites, Merceds-Benz Superdome, is located where?",New Orleans," The provided context does not specify the exact location of the Mercedes-Benz Superdome. However, it mentions that it's one of the three bids for a league event and is located in New Orleans.",0.5442,False,28.114,1923.486,1951.601,,squad,mistral,8.01,175.354
raptor_2l,"One of the sites, Merceds-Benz Superdome, is located where?",New Orleans, I cannot find this information in the provided context as it does not mention the location of Mercedes-Benz Superdome.,0.5422,False,8.125,1869.986,1878.111,,squad,mistral,8.01,175.354
hcpc_v2,What is the name of the stadium in Miami that was considered?,Sun Life Stadium, Sun Life Stadium,0.5698,False,53.498,511.255,564.753,,squad,mistral,8.01,175.354
crag,What is the name of the stadium in Miami that was considered?,Sun Life Stadium, Sun Life Stadium,0.5698,False,37.425,208.414,245.839,,squad,mistral,8.01,175.354
raptor_2l,What is the name of the stadium in Miami that was considered?,Sun Life Stadium, Sun Life Stadium,0.5698,False,8.371,784.119,792.49,,squad,mistral,8.01,175.354
hcpc_v2,What was the third city that was considered?,San Francisco," I cannot find this information in the provided context as it pertains to cities being considered for something, while the context discusses historical events related to Byzantium, New Orleans, Miami, and San Francisco.",0.3211,True,57.623,2171.091,2228.714,,squad,mistral,8.01,175.354
crag,What was the third city that was considered?,San Francisco," I cannot find this information in the provided context as it pertains to cities being considered for something, while the context discusses historical events related to Byzantium and Warsaw. The question seems to be from a different context.",0.4732,True,21.406,2122.338,2143.744,,squad,mistral,8.01,175.354
raptor_2l,What was the third city that was considered?,San Francisco," I cannot find this information in the provided context. The context only discusses historical events related to the Normans and Byzantine Empire, not modern cities or stadiums.",0.4733,True,8.555,1809.099,1817.654,,squad,mistral,8.01,175.354
hcpc_v2,What is the name of the stadium in San Francisco Bay Area?,Levi's Stadium., Levi's Stadium,0.5799,False,35.051,714.271,749.322,,squad,mistral,8.01,175.354
crag,What is the name of the stadium in San Francisco Bay Area?,Levi's Stadium., Levi's Stadium,0.5799,False,45.566,557.428,602.994,,squad,mistral,8.01,175.354
raptor_2l,What is the name of the stadium in San Francisco Bay Area?,Levi's Stadium., Levi's Stadium,0.5799,False,7.593,1027.288,1034.881,,squad,mistral,8.01,175.354
hcpc_v2,What Florida stadium was considered for Super Bowl 50?,Sun Life Stadium," Sun Life Stadium was the Florida stadium that was considered for Super Bowl 50, but it was not selected as the final venue. The game was held at Levi's Stadium in Santa Clara, California instead.",0.6498,False,54.608,2216.048,2270.657,,squad,mistral,8.01,175.354
