condition,question,ground_truth,answer,faithfulness_score,is_hallucination,retrieval_latency_ms,generation_latency_ms,total_latency_ms,indexing_cost_note,dataset,model,base_index_s,raptor_index_s
hcpc_v2, The Soul of Buddha is a 1918 American silent romance film shot in a borough  that is the western terminus of what?,the George Washington Bridge," I cannot find this information in the provided context. The context does not specify the location where The Soul of Buddha was filmed beyond stating it was shot at the Fox Studio in Fort Lee, New Jersey. However, Fort Lee is a borough located in Bergen County, New Jersey, which is the western terminus of the Henry Hudson Parkway and the Palisades Interstate Parkway.",0.6879,False,47.512,3653.673,3701.185,,hotpotqa,mistral,7.967,134.013
crag, The Soul of Buddha is a 1918 American silent romance film shot in a borough  that is the western terminus of what?,the George Washington Bridge, I cannot find this information in the provided context. The context does not mention the western terminus of the borough where The Soul of Buddha was shot.,0.567,False,27.888,1439.743,1467.631,,hotpotqa,mistral,7.967,134.013
raptor_2l, The Soul of Buddha is a 1918 American silent romance film shot in a borough  that is the western terminus of what?,the George Washington Bridge," I cannot find this information in the provided context. The context does not specify the location where The Soul of Buddha was filmed beyond it being shot at the Fox Studio in Fort Lee, New Jersey. However, Fort Lee is a borough located in Bergen County, New Jersey, which is the western terminus of the George Washington Bridge, not the Hudson River.",0.6045,False,10.448,3757.741,3768.188,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"Which ""Blackzilians"" fighter is currently competing in the Middleweight division of Ultimate Fighting Championship?",Vitor Belfort, I cannot find this information in the provided context as it does not mention any Blackzilians fighters currently competing in the Middleweight division of the Ultimate Fighting Championship.,0.4797,True,31.234,1801.735,1832.968,,hotpotqa,mistral,7.967,134.013
crag,"Which ""Blackzilians"" fighter is currently competing in the Middleweight division of Ultimate Fighting Championship?",Vitor Belfort," I cannot find this information in the provided context as neither Rashad Evans, Vitor Belfort, Eddie Alvarez, Kelvin Gastelum, nor Samuel Alvey are confirmed to have been part of the Blackzilians team during their tenure at the UFC's Middleweight division.",0.5213,False,44.732,3036.96,3081.692,,hotpotqa,mistral,7.967,134.013
raptor_2l,"Which ""Blackzilians"" fighter is currently competing in the Middleweight division of Ultimate Fighting Championship?",Vitor Belfort," Kelvin Gastelum, who is not a part of the defunct Blackzilians team but is a professional mixed martial artist signed to the Ultimate Fighting Championship (UFC), is currently competing in the Middleweight division of the UFC. However, he was not a member of the Blackzilians team as per the provided context.",0.3971,True,11.512,3758.294,3769.806,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"Were was the Mexican state after which there is Villa Unión, Sinaloa located? ",tip of the Baja California," I cannot find this information in the provided context. The context only mentions the location of Villa Unión in the north-eastern Mexican state of Coahuila, but it does not provide the location of the state of Sinaloa.",0.6413,False,29.176,2303.336,2332.512,,hotpotqa,mistral,7.967,134.013
crag,"Were was the Mexican state after which there is Villa Unión, Sinaloa located? ",tip of the Baja California," I cannot find this information in the provided context. The context only mentions the location of Villa Unión in the north-eastern Mexican state of Coahuila, but it does not provide the location of the state of Sinaloa.",0.6413,False,39.781,2205.309,2245.09,,hotpotqa,mistral,7.967,134.013
raptor_2l,"Were was the Mexican state after which there is Villa Unión, Sinaloa located? ",tip of the Baja California, I cannot find this information in the provided context. The context does not mention the location of the Mexican state after which Villa Unión is named.,0.632,False,10.523,1804.573,1815.095,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"What language, traditionally written with the ancient Libyco-Berber script, is closely related to the Tumzabt and Teggargrent languages?",The Tugurt language," The Berber language, specifically the Tugurt variety, is traditionally written with the ancient Libyco-Berber script (Tifinagh) and is closely related to the Tumzabt and Teggargrent languages.",0.78,False,32.438,2751.401,2783.839,,hotpotqa,mistral,7.967,134.013
crag,"What language, traditionally written with the ancient Libyco-Berber script, is closely related to the Tumzabt and Teggargrent languages?",The Tugurt language," The Berber language, specifically the Tugurt variety, is traditionally written with the ancient Libyco-Berber script (Tifinagh) and is closely related to the Tumzabt and Teggargrent languages.",0.78,False,54.03,2509.422,2563.452,,hotpotqa,mistral,7.967,134.013
raptor_2l,"What language, traditionally written with the ancient Libyco-Berber script, is closely related to the Tumzabt and Teggargrent languages?",The Tugurt language," The provided context does not specify any particular Berber language that is closely related to Tumzabt and Teggargrent. However, it mentions that the Libyco-Berber script was traditionally used to write Berber languages, which constitute a branch of the Afroasiatic family. Therefore, it can be inferred that any Berber language could potentially be closely related to Tumzabt and Teggargrent, assuming they are also Berber languages.",0.6315,False,11.594,5061.487,5073.081,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Who is the fictional head of a British Secret Service division and for which a one-time missionary was the inspiration for?,Q, I cannot find this information in the provided context. The context does not mention any fictional head of a British Secret Service division or a one-time missionary being an inspiration for such a character.,0.6872,False,52.622,2031.131,2083.753,,hotpotqa,mistral,7.967,134.013
crag,Who is the fictional head of a British Secret Service division and for which a one-time missionary was the inspiration for?,Q," I cannot find this information in the provided context as it pertains to a fictional character or a one-time missionary. The context only discusses Sidney Reilly, a real historical figure associated with the British Secret Service Bureau.",0.7553,False,27.924,2093.737,2121.661,,hotpotqa,mistral,7.967,134.013
raptor_2l,Who is the fictional head of a British Secret Service division and for which a one-time missionary was the inspiration for?,Q, I cannot find this information in the provided context. The context does not mention any fictional head of a British Secret Service division or a one-time missionary who inspired such a character.,0.7059,False,10.552,2552.937,2563.488,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Phillip Pullman's book set in a parallel universe featuring a character named Lyra Belacqua was put into audio in what year?,2002, I cannot find the specific year when Philip Pullman's book set in a parallel universe featuring Lyra Belacqua was put into audio format in the provided context.,0.5569,False,48.509,1914.417,1962.926,,hotpotqa,mistral,7.967,134.013
crag,Phillip Pullman's book set in a parallel universe featuring a character named Lyra Belacqua was put into audio in what year?,2002, I cannot find the specific year when Philip Pullman's book set in a parallel universe featuring Lyra Belacqua was put into audio format in the provided context.,0.5569,False,55.794,1820.626,1876.42,,hotpotqa,mistral,7.967,134.013
raptor_2l,Phillip Pullman's book set in a parallel universe featuring a character named Lyra Belacqua was put into audio in what year?,2002," I cannot find this information in the provided context. The context does not mention any details about when Philip Pullman's ""Lyra's Oxford"" was put into audio format.",0.5788,False,10.403,2455.555,2465.958,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Who directed the second film in a British series of action comedy film parodying the James Bond secret agent genre with comedy similar to Rowan Atkinson's Mr. Bean character?,Oliver Parker," I cannot find this information in the provided context as it only mentions the directors for the first and original Johnny English film, not the second one.",0.5051,False,35.086,1710.385,1745.471,,hotpotqa,mistral,7.967,134.013
crag,Who directed the second film in a British series of action comedy film parodying the James Bond secret agent genre with comedy similar to Rowan Atkinson's Mr. Bean character?,Oliver Parker," I cannot find information about the director for the second film in the Johnny English series, as the provided context only mentions the first film and does not specify any subsequent films.",0.6917,False,51.609,1787.233,1838.842,,hotpotqa,mistral,7.967,134.013
raptor_2l,Who directed the second film in a British series of action comedy film parodying the James Bond secret agent genre with comedy similar to Rowan Atkinson's Mr. Bean character?,Oliver Parker, I cannot find this information in the provided context. The context does not mention any director for the second film in a British series of action comedy films parodying the James Bond secret agent genre with comedy similar to Rowan Atkinson's Mr. Bean character.,0.5826,False,10.474,2989.778,3000.252,,hotpotqa,mistral,7.967,134.013
hcpc_v2,George Gershwin is an American Composer and Judith Weir is a composer from which country?,a British composer, I cannot find information about Judith Weir in the provided context.,0.564,False,51.56,952.808,1004.369,,hotpotqa,mistral,7.967,134.013
crag,George Gershwin is an American Composer and Judith Weir is a composer from which country?,a British composer, I cannot find information about Judith Weir in the provided context.,0.564,False,28.101,740.842,768.943,,hotpotqa,mistral,7.967,134.013
raptor_2l,George Gershwin is an American Composer and Judith Weir is a composer from which country?,a British composer, I cannot find information about Judith Weir's nationality in the provided context.,0.5848,False,10.349,1443.018,1453.367,,hotpotqa,mistral,7.967,134.013
hcpc_v2,What Was the name of Juan Manuel Márquez's  WBO champion holding younger brother?,Rafael Márquez, I cannot find the name of Juan Manuel Márquez's younger brother mentioned in the provided context.,0.7526,False,37.697,1513.807,1551.504,,hotpotqa,mistral,7.967,134.013
crag,What Was the name of Juan Manuel Márquez's  WBO champion holding younger brother?,Rafael Márquez, I cannot find the name of Juan Manuel Márquez's younger brother mentioned in the provided context.,0.7526,False,52.016,1354.813,1406.829,,hotpotqa,mistral,7.967,134.013
raptor_2l,What Was the name of Juan Manuel Márquez's  WBO champion holding younger brother?,Rafael Márquez, I cannot find this information in the provided context. The context does not mention any younger brother of Juan Manuel Márquez who held a WBO championship.,0.7223,False,14.503,2359.114,2373.616,,hotpotqa,mistral,7.967,134.013
hcpc_v2,The Running Man Brothers is a South Korean pop duo. Kim Jong-kook is one member and he is from what country?,South Korea," South Korea, according to the provided context about the Running Man Brothers. However, it's important to note that there are two individuals named Kim Jong-kook in the context, one being a pop duo member and the other a baseball player. The context only mentions the pop duo member as being from South Korea.",0.6528,False,35.083,3142.408,3177.491,,hotpotqa,mistral,7.967,134.013
crag,The Running Man Brothers is a South Korean pop duo. Kim Jong-kook is one member and he is from what country?,South Korea," South Korea, according to the provided context about the Running Man Brothers. However, there are two different individuals named Kim Jong-kook mentioned in the context, one being a member of the pop duo and the other a baseball player. Without additional information, it's not possible to determine which specific Kim Jong-kook is from Gwangju, South Korea, as both share the same nationality.",0.5196,False,48.555,3789.97,3838.525,,hotpotqa,mistral,7.967,134.013
raptor_2l,The Running Man Brothers is a South Korean pop duo. Kim Jong-kook is one member and he is from what country?,South Korea, South Korea,0.5936,False,10.359,842.181,852.54,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Ruddles Brewery is owned by a pub retailer and brewer based in what city?,Bury St Edmunds," Bury St Edmunds, Suffolk, England.",0.4787,True,30.32,824.821,855.141,,hotpotqa,mistral,7.967,134.013
crag,Ruddles Brewery is owned by a pub retailer and brewer based in what city?,Bury St Edmunds," Bury St Edmunds, Suffolk, England.",0.4787,True,49.006,788.999,838.005,,hotpotqa,mistral,7.967,134.013
raptor_2l,Ruddles Brewery is owned by a pub retailer and brewer based in what city?,Bury St Edmunds," I cannot find this information in the provided context. The context does not mention the location of Greene King, the company that owns Ruddles Brewery.",0.7435,False,11.286,2012.174,2023.46,,hotpotqa,mistral,7.967,134.013
hcpc_v2,The creator of the Lisa Simpson character was born in what year?,1954," I cannot find this information in the provided context. The context only mentions that Matt Groening created and designed Lisa Simpson, but it does not provide any details about his birth year.",0.4778,True,33.326,2121.718,2155.045,,hotpotqa,mistral,7.967,134.013
crag,The creator of the Lisa Simpson character was born in what year?,1954, I cannot find this information in the provided context. The context does not mention who created the Lisa Simpson character.,0.732,False,50.195,1266.486,1316.681,,hotpotqa,mistral,7.967,134.013
raptor_2l,The creator of the Lisa Simpson character was born in what year?,1954, Martha Maria Yeardley Smith was born in 1964.,0.6628,False,10.536,1377.961,1388.497,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Where is the international airport which Eagle Aviation wet lease operations were based in located ,France.," I cannot find the location of the international airport where Eagle Aviation's wet lease operations were based in the provided context. The context only mentions that Eagle Aviation's wet lease operations were based in Paris at Charles de Gaulle Airport, but it does not specify the country or provide any other information about an international airport.",0.7355,False,60.501,3487.285,3547.785,,hotpotqa,mistral,7.967,134.013
crag,Where is the international airport which Eagle Aviation wet lease operations were based in located ,France.," The international airport where Eagle Aviation's wet lease operations were based is located in Paris, specifically at Charles de Gaulle Airport.",0.642,False,28.224,1334.721,1362.945,,hotpotqa,mistral,7.967,134.013
raptor_2l,Where is the international airport which Eagle Aviation wet lease operations were based in located ,France.," The international airport where Eagle Aviation's wet lease operations were based is Charles de Gaulle Airport, located in Paris, France.",0.7657,False,10.157,2103.562,2113.719,,hotpotqa,mistral,7.967,134.013
hcpc_v2,What occupation was shared by David Yates and Pietro Germi?,director," I cannot find that David Yates and Pietro Germi shared the same occupation based on the provided context. The context only mentions that Pietro Germi was an actor, screenwriter, and director, while David Yates is a filmmaker who has directed feature films, short films, and television productions.",0.6455,False,52.883,2902.697,2955.58,,hotpotqa,mistral,7.967,134.013
crag,What occupation was shared by David Yates and Pietro Germi?,director," I cannot find that David Yates and Pietro Germi shared the same occupation in the provided context. The context only mentions that Pietro Germi was an actor, screenwriter, and director, while David Yates is described as a filmmaker who has directed feature films, short films, and television productions.",0.5715,False,35.554,2836.708,2872.262,,hotpotqa,mistral,7.967,134.013
raptor_2l,What occupation was shared by David Yates and Pietro Germi?,director," I cannot find that David Yates and Pietro Germi share the same occupation in the provided context. Both are associated with filmmaking, but they have different roles - David Yates is a filmmaker (director) while Pietro Germi was an actor, screenwriter, and director.",0.4519,True,9.995,3091.522,3101.518,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Who sang lead vocals on the Oasis hit single which had an acoustic debut in drummer Tony McCarroll's last concert ? ,Noel Gallagher," I cannot find this information in the provided context. The context does not specify which hit single was played during Tony McCarroll's last concert, nor does it mention who sang lead vocals for that specific song.",0.6126,False,39.191,2308.018,2347.209,,hotpotqa,mistral,7.967,134.013
crag,Who sang lead vocals on the Oasis hit single which had an acoustic debut in drummer Tony McCarroll's last concert ? ,Noel Gallagher," I cannot find this information in the provided context. The context does not specify any particular song or concert where Tony McCarroll played his last concert with Oasis, and it does not mention who sang lead vocals during that performance.",0.6828,False,52.452,2241.588,2294.04,,hotpotqa,mistral,7.967,134.013
raptor_2l,Who sang lead vocals on the Oasis hit single which had an acoustic debut in drummer Tony McCarroll's last concert ? ,Noel Gallagher," Liam Gallagher sang lead vocals on the Oasis hit single that had its acoustic debut in drummer Tony McCarroll's last concert. The context does not specify which particular song it was, but since ""Definitely Maybe"" is their only full album to feature original drummer Tony McCarroll, it can be assumed that one of the songs from this album might have been performed during his last concert.",0.5267,False,10.697,4625.283,4635.98,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"St. John's College, Belize offers an education in a tradition in which what three subjects were the core?","Grammar, logic, and rhetoric"," The provided context does not specify the three subjects that are the core of the education offered by St. John's College, Belize, in the Jesuit tradition.",0.6755,False,56.88,1971.362,2028.241,,hotpotqa,mistral,7.967,134.013
crag,"St. John's College, Belize offers an education in a tradition in which what three subjects were the core?","Grammar, logic, and rhetoric"," The context does not specify the exact three subjects that are the core in the Jesuit tradition at St. John's College, Belize. However, it mentions that the school exists to educate academically talented young men in a Jesuit environment of self-discipline, love of learning, and service to others, suggesting that these values might be considered as the core subjects or principles in the Jesuit tradition.",0.6612,False,52.608,3949.535,4002.143,,hotpotqa,mistral,7.967,134.013
raptor_2l,"St. John's College, Belize offers an education in a tradition in which what three subjects were the core?","Grammar, logic, and rhetoric"," The provided context does not specify the three core subjects in the Jesuit tradition at St. John's College, Belize.",0.5326,False,10.015,1861.644,1871.659,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Robert Earl Holding owned an oil company that was originally founded by who?,Harry F. Sinclair, I cannot find this information in the provided context. The context does not mention any connection between Robert Earl Holding and the 101 Ranch Oil Company or Skelly Oil Company.,0.6435,False,57.345,2071.735,2129.08,,hotpotqa,mistral,7.967,134.013
crag,Robert Earl Holding owned an oil company that was originally founded by who?,Harry F. Sinclair, I cannot find this information in the provided context. The text does not mention who originally founded Sinclair Oil Corporation.,0.6306,False,30.116,1077.917,1108.034,,hotpotqa,mistral,7.967,134.013
raptor_2l,Robert Earl Holding owned an oil company that was originally founded by who?,Harry F. Sinclair," I cannot find this information in the provided context. The context does not mention any connection between Robert Earl Holding and the 101 Ranch Oil Company, which was originally founded by E. W. Marland.",0.47,True,10.964,2766.483,2777.447,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"What instrument does Duff McKagan play on Macy Gray's single, Kissed It?",bass," I cannot find this information in the provided context. The context only mentions that Duff McKagan is one of the musicians featured on Macy Gray's single ""Kissed It,"" but it does not specify which instrument he plays.",0.5936,False,32.265,2402.15,2434.415,,hotpotqa,mistral,7.967,134.013
crag,"What instrument does Duff McKagan play on Macy Gray's single, Kissed It?",bass," I cannot find this information in the provided context. The context only mentions that Duff McKagan is a musician featured on Macy Gray's single ""Kissed It"", but it does not specify which instrument he plays.",0.5668,False,43.792,2231.08,2274.872,,hotpotqa,mistral,7.967,134.013
raptor_2l,"What instrument does Duff McKagan play on Macy Gray's single, Kissed It?",bass," I cannot find this information in the provided context. The context does not specify which instrument Duff McKagan plays on Macy Gray's single ""Kissed It.""",0.6733,False,11.247,2342.697,2353.944,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Which American popular music and country music singer recorded J. D. Souther song ,Linda Maria Ronstadt," I cannot find this information in the provided context. The context does not mention any connection between Joni James, James Frederick Rodgers, or J.D. Souther regarding songs they have recorded together.",0.6414,False,65.787,2217.319,2283.105,,hotpotqa,mistral,7.967,134.013
crag,Which American popular music and country music singer recorded J. D. Souther song ,Linda Maria Ronstadt, I cannot find this information in the provided context. The context does not mention any specific American popular or country music singer who has recorded a song by J.D. Souther.,0.7339,False,36.48,1725.688,1762.168,,hotpotqa,mistral,7.967,134.013
raptor_2l,Which American popular music and country music singer recorded J. D. Souther song ,Linda Maria Ronstadt," I cannot find this information in the provided context. The context does not mention any connection between J.D. Souther's songs and James Frederick Rodgers, who is an American popular music singer mentioned in the context.",0.6971,False,10.301,2763.124,2773.425,,hotpotqa,mistral,7.967,134.013
hcpc_v2,In which six Western European territories have Celtic languages or cultural traits survived?,"Brittany, Cornwall, Ireland, Isle of Man, Scotland and Wales."," The context does not provide specific names for the six Western European territories where Celtic languages or cultural traits have survived. However, it implies that these territories are part of the Celtic nations, which are identified with a traditional territory in western Europe.",0.8109,False,33.688,2535.053,2568.741,,hotpotqa,mistral,7.967,134.013
crag,In which six Western European territories have Celtic languages or cultural traits survived?,"Brittany, Cornwall, Ireland, Isle of Man, Scotland and Wales."," The provided context does not specify the exact six Western European territories where Celtic languages or cultural traits have survived. However, it implies that these territories are the Celtic nations, and they are in western Europe.",0.892,False,56.483,2084.866,2141.349,,hotpotqa,mistral,7.967,134.013
raptor_2l,In which six Western European territories have Celtic languages or cultural traits survived?,"Brittany, Cornwall, Ireland, Isle of Man, Scotland and Wales."," I cannot find this information in the provided context. The context only discusses Continental Celtic languages and nations, but it does not specify which specific Western European territories have Celtic languages or cultural traits surviving.",0.5827,False,11.464,2524.723,2536.188,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Who is known for composing  American Beauty: Original Motion Picture Score and many other film scores?,Thomas Montgomery Newman, Thomas Newman,0.5279,False,53.969,385.997,439.966,,hotpotqa,mistral,7.967,134.013
crag,Who is known for composing  American Beauty: Original Motion Picture Score and many other film scores?,Thomas Montgomery Newman, Thomas Newman,0.5279,False,35.788,208.702,244.49,,hotpotqa,mistral,7.967,134.013
raptor_2l,Who is known for composing  American Beauty: Original Motion Picture Score and many other film scores?,Thomas Montgomery Newman, Thomas Newman,0.5279,False,10.448,668.996,679.444,,hotpotqa,mistral,7.967,134.013
hcpc_v2,What film was written and directed by Joby Harold with music written by Samuel Sim?,Awake, I cannot find this information in the provided context. The context does not mention any film written and directed by Joby Harold with music written by Samuel Sim.,0.7376,False,53.046,1584.285,1637.331,,hotpotqa,mistral,7.967,134.013
crag,What film was written and directed by Joby Harold with music written by Samuel Sim?,Awake, I cannot find this information in the provided context. The context does not mention any film written and directed by Joby Harold that has music composed by Samuel Sim.,0.7389,False,33.383,1459.659,1493.042,,hotpotqa,mistral,7.967,134.013
raptor_2l,What film was written and directed by Joby Harold with music written by Samuel Sim?,Awake, I cannot find this information in the provided context. The context does not mention any film that was written and directed by Joby Harold with music written by Samuel Sim.,0.7304,False,10.163,2085.025,2095.188,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"What group did Carlene LeFevre and Rich LeFevre form in Brooklyn, New York City?","the ""First Family of Competitive Eating"""," I cannot find information in the provided context that indicates Carlene LeFevre and Rich LeFevre formed a group in Brooklyn, New York City.",0.7133,False,60.597,1896.921,1957.518,,hotpotqa,mistral,7.967,134.013
crag,"What group did Carlene LeFevre and Rich LeFevre form in Brooklyn, New York City?","the ""First Family of Competitive Eating"""," I cannot find this information in the provided context. The context only mentions that Carlene LeFevre and Rich LeFevre are top ranked members of the International Federation of Competive Eating (IFOCE), but it does not mention any group they formed in Brooklyn, New York City.",0.5531,False,44.646,2885.525,2930.171,,hotpotqa,mistral,7.967,134.013
raptor_2l,"What group did Carlene LeFevre and Rich LeFevre form in Brooklyn, New York City?","the ""First Family of Competitive Eating"""," I cannot find this information in the provided context that Carlene LeFevre and Rich LeFevre formed a group in Brooklyn, New York City.",0.7178,False,10.293,2243.472,2253.764,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"Michaël Llodra of France, called ""the best volleyer on tour"", defeated Juan Martín del Potro a professional of what nationality?",Argentinian," The provided context does not specify which nationality Juan Martín del Potro is. However, it is mentioned that he is an Argentinian tennis player.",0.5451,False,40.117,2080.783,2120.9,,hotpotqa,mistral,7.967,134.013
crag,"Michaël Llodra of France, called ""the best volleyer on tour"", defeated Juan Martín del Potro a professional of what nationality?",Argentinian," The provided context does not specify when or if Michaël Llodra of France has defeated Juan Martín del Potro. Therefore, I cannot find this information in the provided context.",0.7233,False,53.276,2092.126,2145.402,,hotpotqa,mistral,7.967,134.013
raptor_2l,"Michaël Llodra of France, called ""the best volleyer on tour"", defeated Juan Martín del Potro a professional of what nationality?",Argentinian, Argentine,1.0,False,12.771,1043.2,1055.972,,hotpotqa,mistral,7.967,134.013
hcpc_v2,What company produced the 1978 movie based on a book written by a radio playwright and children's book author born in 1900?,Walt Disney Productions, I cannot find this information in the provided context as it does not mention any 1978 movie adaptation of the work by Charles Tazewell.,0.4716,True,56.899,1610.625,1667.524,,hotpotqa,mistral,7.967,134.013
crag,What company produced the 1978 movie based on a book written by a radio playwright and children's book author born in 1900?,Walt Disney Productions," I cannot find this information in the provided context. The context only mentions that Charles Tazewell wrote radio plays and children's books, but it does not specify which company produced any adaptations of his work into films, let alone a 1978 movie.",0.5338,False,29.183,2458.396,2487.578,,hotpotqa,mistral,7.967,134.013
raptor_2l,What company produced the 1978 movie based on a book written by a radio playwright and children's book author born in 1900?,Walt Disney Productions, I cannot find this information in the provided context as it does not mention any production companies related to a 1978 movie adaptation of a book written by Charles Tazewell.,0.6557,False,10.461,2199.978,2210.439,,hotpotqa,mistral,7.967,134.013
hcpc_v2,How many students were enrolled in American professional bowler Chris Barnes' high school in the 2010-2011 school year?,"1,840 students", I cannot find this information in the provided context. The context does not provide any details about the number of students enrolled in Chris Barnes' high school during the 2010-2011 school year.,0.6244,False,59.524,2337.374,2396.898,,hotpotqa,mistral,7.967,134.013
crag,How many students were enrolled in American professional bowler Chris Barnes' high school in the 2010-2011 school year?,"1,840 students"," I cannot find this information in the provided context. The context only mentions that Chris Barnes attended Topeka High School, but it does not provide any details about the number of students enrolled during a specific year like 2010-2011.",0.5993,False,30.617,2445.968,2476.585,,hotpotqa,mistral,7.967,134.013
raptor_2l,How many students were enrolled in American professional bowler Chris Barnes' high school in the 2010-2011 school year?,"1,840 students", I cannot find this information in the provided context. The context does not provide any details about the number of students enrolled at Topeka High School during the 2010-2011 school year for Chris Barnes.,0.6963,False,11.814,2874.71,2886.524,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"Which canal, Miami Canal or Dundee Canal, also supplies hydro-power and water for manufacturing?",Dundee Canal," I cannot find this information in the provided context about either the Miami Canal or the Dundee Canal that they supply hydropower and water for manufacturing. The context only mentions the Dundee Canal was built to supply hydropower and water for manufacturing, but not the Miami Canal.",0.7131,False,55.971,2864.345,2920.315,,hotpotqa,mistral,7.967,134.013
crag,"Which canal, Miami Canal or Dundee Canal, also supplies hydro-power and water for manufacturing?",Dundee Canal, I cannot find this information in the provided context regarding the Miami Canal supplying hydropower and water for manufacturing. The Dundee Canal is the only canal mentioned that had this purpose.,0.7864,False,40.089,1805.614,1845.702,,hotpotqa,mistral,7.967,134.013
raptor_2l,"Which canal, Miami Canal or Dundee Canal, also supplies hydro-power and water for manufacturing?",Dundee Canal," I cannot find this information in the provided context about either the Miami Canal or the Dundee Canal that they supply hydropower and water for manufacturing. The context only mentions the Dundee Canal was built for supplying hydropower and water for manufacturing, but not the Miami Canal.",0.7305,False,10.111,3430.364,3440.475,,hotpotqa,mistral,7.967,134.013
hcpc_v2,What is the middle name of the singer who recorded Would You Like to Take a Walk? with Louis Armstrong in 1951,Jane," I cannot find this information in the provided context. The context does not mention the singer's middle name who recorded ""Would You Like to Take a Walk?"" with Louis Armstrong in 1951.",0.7236,False,37.211,2478.159,2515.37,,hotpotqa,mistral,7.967,134.013
crag,What is the middle name of the singer who recorded Would You Like to Take a Walk? with Louis Armstrong in 1951,Jane," I cannot find this information in the provided context as it does not pertain to the singers' names or middle names. The context only mentions Louis Armstrong and Ella Fitzgerald, but not their middle names.",0.6687,False,46.516,2151.707,2198.223,,hotpotqa,mistral,7.967,134.013
raptor_2l,What is the middle name of the singer who recorded Would You Like to Take a Walk? with Louis Armstrong in 1951,Jane," I cannot find this information in the provided context. The context does not mention any singer who recorded ""Would You Like to Take a Walk"" with Louis Armstrong in 1951.",0.7257,False,10.546,2677.63,2688.176,,hotpotqa,mistral,7.967,134.013
hcpc_v2,What was Richard Connell's best known work The Hounds of Zaroff also published as?,The Most Dangerous Game," ""The Most Dangerous Game""",0.7559,False,61.187,895.799,956.985,,hotpotqa,mistral,7.967,134.013
crag,What was Richard Connell's best known work The Hounds of Zaroff also published as?,The Most Dangerous Game," ""The Most Dangerous Game""",0.7559,False,34.424,484.268,518.692,,hotpotqa,mistral,7.967,134.013
raptor_2l,What was Richard Connell's best known work The Hounds of Zaroff also published as?,The Most Dangerous Game," ""The Most Dangerous Game"", also known as ""The Hounds of Zaroff"".",0.7695,False,11.043,1951.468,1962.511,,hotpotqa,mistral,7.967,134.013
hcpc_v2,The Stone Book series is set in what country? ,North West England, I cannot find this information in the provided context about the Stone Book series.,0.7423,False,55.75,1127.476,1183.226,,hotpotqa,mistral,7.967,134.013
crag,The Stone Book series is set in what country? ,North West England," I cannot find this information in the provided context as it only pertains to The Stone Book Quartet, and no location is specified within that context.",0.4634,True,40.558,1485.365,1525.923,,hotpotqa,mistral,7.967,134.013
raptor_2l,The Stone Book series is set in what country? ,North West England, I cannot find this information in the provided context as it pertains only to the Stone Book Quartet and does not mention the location where they are set.,0.754,False,11.149,2147.316,2158.465,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Are both Jonathan Marray and Wayne Black British?,no," No, based on the provided context, neither Jonathan Marray nor Wayne Black are identified as being British.",0.7126,False,54.058,1164.788,1218.846,,hotpotqa,mistral,7.967,134.013
crag,Are both Jonathan Marray and Wayne Black British?,no," I cannot find this information in the provided context regarding Jonathan Marray's nationality. The context only provides information about Wayne Black, who is from Zimbabwe.",0.7825,False,29.447,1482.891,1512.338,,hotpotqa,mistral,7.967,134.013
raptor_2l,Are both Jonathan Marray and Wayne Black British?,no, I cannot find this information in the provided context.,0.5531,False,10.591,1035.06,1045.651,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Sporobolus and Zea are in the same what?,family, Grass family (Poaceae),0.7686,False,64.658,715.737,780.395,,hotpotqa,mistral,7.967,134.013
crag,Sporobolus and Zea are in the same what?,family," I cannot find this information in the provided context. The context only mentions that both Sporobolus and Zea belong to the grass family (Poaceae), but it does not specify if they are in the same genus or not.",0.6339,False,51.447,2254.501,2305.948,,hotpotqa,mistral,7.967,134.013
raptor_2l,Sporobolus and Zea are in the same what?,family," Both Sporobolus and Zea are in the grass family, which is scientifically known as Poaceae.",0.7457,False,10.507,1593.814,1604.321,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Are Mick Jagger and Brett Scallions both musicians?,yes," Yes, according to the provided context, both Mick Jagger and Brett Scallions are musicians.",0.7118,False,58.928,1295.179,1354.108,,hotpotqa,mistral,7.967,134.013
