question,ground_truth,answer,condition,faithfulness_score,is_hallucination,mean_retrieval_similarity,refined,ccs,latency_s,dataset,model
Implementation of epidural analgesia for labor: is the standard of effective analgesia reachable in all women?,"Present audit shows that the process of implementation of labor analgesia was quick, successful and safe, notwithstanding the identification of one cluster of women with suboptimal response to epidural analgesia that need to be further studies, overall pregnant womens'adhesion to labor analgesia was satisfactory.","The audit set “implementation of epidural analgesia for labor to all patients” as one of its standards, but during the two‑year period the proportion of labors receiving epidural rose only from 15.5 % to 51 % (p < 0.005). Thus, while the goal was to make effective epidural analgesia available to every woman, the data show that it was achieved in roughly half of the patients, not in all women.",hcpc_v1,0.2976,True,0.5111,False,-1.0,4.4,pubmedqa,gpt-oss-120b
Implementation of epidural analgesia for labor: is the standard of effective analgesia reachable in all women?,"Present audit shows that the process of implementation of labor analgesia was quick, successful and safe, notwithstanding the identification of one cluster of women with suboptimal response to epidural analgesia that need to be further studies, overall pregnant womens'adhesion to labor analgesia was satisfactory.","The audit showed that effective epidural analgesia was achieved in the women who received it—pain scores dropped markedly (e.g., from 8.5 to 4.1 or from 8.12 to 0.76 on the VAS) and satisfaction was reported as good. However, only a portion of all laboring women received an epidural (the rate rose from 15.5 % to 51 % over the study period). Therefore, the standard of effective analgesia was not reached for all women; it was attained in roughly half of the labors during the audit.",hcpc_v2,0.501,False,0.5042,True,0.2731,6.42,pubmedqa,gpt-oss-120b
Does HER2 immunoreactivity provide prognostic information in locally advanced urothelial carcinoma patients receiving adjuvant M-VEC chemotherapy?,HER2 immunoreactivity might have a limited prognostic value for advanced urothelial carcinoma patients with adjuvant M-VEC.,"Yes. In patients with locally advanced urothelial carcinoma who received adjuvant M‑VEC chemotherapy, HER2 immunoreactivity was a significant prognostic factor for progression‑free survival (p = 0.03) and disease‑specific overall survival (p = 0.02) in univariate analysis. However, this significance did not persist in multivariate analysis.",baseline,0.5606,False,0.6943,False,-1.0,7.15,pubmedqa,gpt-oss-120b
Does HER2 immunoreactivity provide prognostic information in locally advanced urothelial carcinoma patients receiving adjuvant M-VEC chemotherapy?,HER2 immunoreactivity might have a limited prognostic value for advanced urothelial carcinoma patients with adjuvant M-VEC.,"Yes. In patients with locally advanced urothelial carcinoma who received adjuvant M‑VEC chemotherapy, HER2 immunoreactivity was a significant prognostic factor for progression‑free survival (p = 0.03) and disease‑specific overall survival (p = 0.02) in univariate analysis, although it did not remain significant in multivariate analysis.",hcpc_v1,0.5054,False,0.6945,False,-1.0,5.2,pubmedqa,gpt-oss-120b
Does HER2 immunoreactivity provide prognostic information in locally advanced urothelial carcinoma patients receiving adjuvant M-VEC chemotherapy?,HER2 immunoreactivity might have a limited prognostic value for advanced urothelial carcinoma patients with adjuvant M-VEC.,"Yes. In patients with locally advanced urothelial carcinoma who received adjuvant M‑VEC chemotherapy, HER2 immunoreactivity was significantly associated with both progression‑free survival (p = 0.03) and disease‑specific overall survival (p = 0.02) in univariate analysis. However, this prognostic effect was not retained in multivariate analysis.",hcpc_v2,0.5534,False,0.6939,True,0.3373,8.4,pubmedqa,gpt-oss-120b
Is halofantrine ototoxic?,"Halofantrine has mild to moderate pathological effects on cochlea histology, and can be considered an ototoxic drug.","Yes. In the study described, guinea pigs given therapeutic and double‑therapeutic doses of halofantrine showed damage to cochlear structures—including loss and distortion of inner (and at higher doses also outer) hair cells, loss of inner phalangeal cells, and loss of spiral ganglion cells—indicating that halofantrine has ototoxic effects.",baseline,0.7229,False,0.3795,False,-1.0,3.73,pubmedqa,gpt-oss-120b
Is halofantrine ototoxic?,"Halofantrine has mild to moderate pathological effects on cochlea histology, and can be considered an ototoxic drug.",I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.3884,False,-1.0,2.36,pubmedqa,gpt-oss-120b
Is halofantrine ototoxic?,"Halofantrine has mild to moderate pathological effects on cochlea histology, and can be considered an ototoxic drug.","Yes. In the study described, guinea pigs given halofantrine showed loss and distortion of inner (and at higher doses, outer) hair cells as well as loss of spiral ganglion cells, indicating ototoxic effects.",hcpc_v2,0.7235,False,0.3813,True,0.0609,5.6,pubmedqa,gpt-oss-120b
Visceral adipose tissue area measurement at a single level: can it represent visceral adipose tissue volume?,"VAT area measurement at a single level 3 cm above the lower margin of the L3 vertebra is feasible and can reflect changes in VAT volume and body weight. Advances in knowledge: As VAT area at a CT slice 3cm above the lower margin of L3 can best reflect interval changes in VAT volume and body weight, VAT area measurement should be selected at this location.","Yes. In the study, the visceral adipose tissue (VAT) area measured on a single CT slice taken 3 cm above the lower margin of L3 showed a strong correlation with total VAT volume (r = 0.853). This indicates that a single‑level VAT area measurement can reliably represent overall VAT volume.",baseline,0.6001,False,0.3739,False,-1.0,5.64,pubmedqa,gpt-oss-120b
Visceral adipose tissue area measurement at a single level: can it represent visceral adipose tissue volume?,"VAT area measurement at a single level 3 cm above the lower margin of the L3 vertebra is feasible and can reflect changes in VAT volume and body weight. Advances in knowledge: As VAT area at a CT slice 3cm above the lower margin of L3 can best reflect interval changes in VAT volume and body weight, VAT area measurement should be selected at this location.","The study is investigating whether a single‑slice CT measurement of visceral adipose tissue (VAT) area can serve as a proxy for total VAT volume. Its purpose is to identify the CT slice location where the VAT area “best reflects changes in VAT volume and body weight,” which implies that, with the appropriate slice selection, a single‑level VAT area measurement can indeed represent overall VAT volume.",hcpc_v1,0.679,False,0.4057,False,-1.0,4.14,pubmedqa,gpt-oss-120b
Visceral adipose tissue area measurement at a single level: can it represent visceral adipose tissue volume?,"VAT area measurement at a single level 3 cm above the lower margin of the L3 vertebra is feasible and can reflect changes in VAT volume and body weight. Advances in knowledge: As VAT area at a CT slice 3cm above the lower margin of L3 can best reflect interval changes in VAT volume and body weight, VAT area measurement should be selected at this location.","Yes. In the study, the visceral adipose tissue (VAT) area measured on a single CT slice taken 3 cm above the lower margin of L3 showed a very strong correlation with total VAT volume (r = 0.853). This indicates that a single‑level VAT area measurement can reliably represent overall VAT volume.",hcpc_v2,0.5978,False,0.3739,True,0.2226,5.65,pubmedqa,gpt-oss-120b
