dataset,query_index,question,ground_truth,faithfulness_score,is_hallucination,retrieval_latency_ms,generation_latency_ms,total_latency_ms,n_leaves_returned,n_summaries_returned
hotpotqa,80,What religion is the composer for India's first science fiction film series?,Hindi,0.6951,False,12.756,1881.516,1894.272,2,1
hotpotqa,81,Which battle took place first out of the Battle of the Ch'ongch'on River and the Battle of Tarawa?,The Battle of Tarawa,0.5897,False,11.46,4796.827,4808.287,2,1
hotpotqa,82,What year was the brother of this first round draft pick by the Washington Redskins drafted?,2003,0.6071,False,12.857,1918.078,1930.935,2,1
hotpotqa,83,Which them park is host to both the Back to the Future Rid and The Simpsons Ride?,Universal Studios Florida,0.4992,True,13.768,2263.168,2276.937,2,1
hotpotqa,84,"When was the band who composited ""Discipline"" formed?",1968,0.4757,True,14.369,2068.377,2082.746,2,1
hotpotqa,85,Did the Sandy and Beaver Canal remain operational until a later date than the Los Angeles Aqueduct?,no,0.612,False,11.781,2065.477,2077.258,2,1
hotpotqa,86,Who directed the 1940 film in which John Arledge appeared?,John Ford,0.7314,False,13.397,2064.21,2077.607,2,1
hotpotqa,87,Are Mirpur University of Science and Technology and University of Debrecen both Universities located outside of the United States?,yes,0.9271,False,13.282,1808.341,1821.623,2,1
hotpotqa,88,"which American actress, singer, and songwriter too the tour of  I Stand tour ",Idina Kim Menzel,0.5367,False,22.195,722.459,744.654,2,1
hotpotqa,89,Grounded Vindaloop is an episode from an animated television series that had this many episodes in its eighteenth season?,ten episodes,0.5851,False,11.772,2839.299,2851.071,2,1
hotpotqa,90,How many consecutive years had the Serie A been comprised of 18 teams when Hernan Crespo got injured?,15th consecutive,0.3472,True,12.11,2577.248,2589.358,2,1
hotpotqa,91,What British made dance competition television series franchise did Claudia Albertario appear on?,"""Dancing on Ice"" around the world",0.6338,False,15.125,1827.97,1843.095,2,1
hotpotqa,92,How many Grammy awards were won by an album named after the Joni Mitchell song from Love Actually?,two Grammy awards,0.5771,False,17.016,1787.205,1804.221,2,1
hotpotqa,93,"What award does Crystal Palace F.C. present, first won by John McCormick and most recently by Wilfried Zaha?",Player of the Year,0.7761,False,13.719,1759.815,1773.534,2,1
hotpotqa,94,"Which was published more frequently, Popular Science or Girlfriends?",Girlfriends,0.4661,True,13.334,2177.87,2191.205,2,1
hotpotqa,95,"In what year did the actor who starred in the TV Land original series ""The Soul Man"" host the Black Movie Awards?",2005,0.7411,False,11.333,2035.947,2047.279,2,1
hotpotqa,96,The Robey-Peters Gun-Carrier was built at a commuter village with at population of what at the 2001 census?,"4,530",0.7004,False,11.695,2680.98,2692.675,2,1
hotpotqa,97,"This American is best known for his work on such Disney animated films as ""Beauty and the Beast"" and a 1996 American animated musical drama film whose plot centers on who?",Quasimodo,0.6943,False,11.639,1732.582,1744.221,2,1
hotpotqa,98,In what part of England is John Folwes' country house located?,"West Dorset, South West England.",0.6004,False,14.821,1569.248,1584.069,2,1
hotpotqa,99,Richard Münch portrayed the German general who served in what capacity during WWII in the 1970 movie Patton?,Oberkommando der Wehrmacht,0.3406,True,10.639,2491.705,2502.344,2,1
