dataset,tau,condition,question,ground_truth,faithfulness_score,is_hallucination,gate_fired,ccs_pre
pubmedqa,0.4,baseline,Amblyopia: is visual loss permanent?,Older people with a history of amblyopia who develop visual loss in the previously normal eye can experience recovery of visual function in the amblyopic eye over a period of time. This recovery in visual function occurs in the wake of visual loss in the fellow eye and the improvement appears to be sustained.,0.3645,True,False,-1.0
pubmedqa,0.4,hcpc_v1,Amblyopia: is visual loss permanent?,Older people with a history of amblyopia who develop visual loss in the previously normal eye can experience recovery of visual function in the amblyopic eye over a period of time. This recovery in visual function occurs in the wake of visual loss in the fellow eye and the improvement appears to be sustained.,0.3902,True,False,-1.0
pubmedqa,0.4,ccs_gate,Amblyopia: is visual loss permanent?,Older people with a history of amblyopia who develop visual loss in the previously normal eye can experience recovery of visual function in the amblyopic eye over a period of time. This recovery in visual function occurs in the wake of visual loss in the fellow eye and the improvement appears to be sustained.,0.3645,True,False,0.6825
pubmedqa,0.4,baseline,"Body perception: do parents, their children, and their children's physicians perceive body image differently?",Many children underestimated their degree of overweight. Their parents and even their attending physicians shared this misperception. This study demonstrates the need to further educate physicians to recognize obesity and overweight so that they can counsel children and their families.,0.4388,True,False,-1.0
pubmedqa,0.4,hcpc_v1,"Body perception: do parents, their children, and their children's physicians perceive body image differently?",Many children underestimated their degree of overweight. Their parents and even their attending physicians shared this misperception. This study demonstrates the need to further educate physicians to recognize obesity and overweight so that they can counsel children and their families.,0.6181,False,False,-1.0
pubmedqa,0.4,ccs_gate,"Body perception: do parents, their children, and their children's physicians perceive body image differently?",Many children underestimated their degree of overweight. Their parents and even their attending physicians shared this misperception. This study demonstrates the need to further educate physicians to recognize obesity and overweight so that they can counsel children and their families.,0.6099,False,True,0.3169
pubmedqa,0.4,baseline,Do Surrogates of Injury Severity Influence the Occurrence of Heterotopic Ossification in Fractures of the Acetabulum?,"Surrogates of injury severity, including days in the ICU and non-ICU hospital LOS>10 days, were associated with the development of HO in our cohort of acetabular fracture patients. Prophylaxis with XRT was significantly protective against the development of HO, and the ability to provide prophylaxis is very likely related to the severity of injury.",0.7988,False,False,-1.0
pubmedqa,0.4,hcpc_v1,Do Surrogates of Injury Severity Influence the Occurrence of Heterotopic Ossification in Fractures of the Acetabulum?,"Surrogates of injury severity, including days in the ICU and non-ICU hospital LOS>10 days, were associated with the development of HO in our cohort of acetabular fracture patients. Prophylaxis with XRT was significantly protective against the development of HO, and the ability to provide prophylaxis is very likely related to the severity of injury.",0.5583,False,False,-1.0
pubmedqa,0.4,ccs_gate,Do Surrogates of Injury Severity Influence the Occurrence of Heterotopic Ossification in Fractures of the Acetabulum?,"Surrogates of injury severity, including days in the ICU and non-ICU hospital LOS>10 days, were associated with the development of HO in our cohort of acetabular fracture patients. Prophylaxis with XRT was significantly protective against the development of HO, and the ability to provide prophylaxis is very likely related to the severity of injury.",0.5583,False,True,0.3154
pubmedqa,0.4,baseline,"Syncope during bathing in infants, a pediatric form of water-induced urticaria?","""Aquagenic maladies"" could be a pediatric form of the aquagenic urticaria.",0.5029,False,False,-1.0
pubmedqa,0.4,hcpc_v1,"Syncope during bathing in infants, a pediatric form of water-induced urticaria?","""Aquagenic maladies"" could be a pediatric form of the aquagenic urticaria.",0.5074,False,False,-1.0
pubmedqa,0.4,ccs_gate,"Syncope during bathing in infants, a pediatric form of water-induced urticaria?","""Aquagenic maladies"" could be a pediatric form of the aquagenic urticaria.",0.3906,True,True,0.2859
pubmedqa,0.4,baseline,Does pretreatment with statins improve clinical outcome after stroke?,"The statistical power of this case-referent study was such that only large beneficial effects of statins in acute stroke could be confirmed. However, the observed trend, together with experimental observations, is interesting enough to warrant a more detailed analysis of the relationship between statins and stroke outcome.",0.5845,False,False,-1.0
pubmedqa,0.4,hcpc_v1,Does pretreatment with statins improve clinical outcome after stroke?,"The statistical power of this case-referent study was such that only large beneficial effects of statins in acute stroke could be confirmed. However, the observed trend, together with experimental observations, is interesting enough to warrant a more detailed analysis of the relationship between statins and stroke outcome.",0.3915,True,False,-1.0
pubmedqa,0.4,ccs_gate,Does pretreatment with statins improve clinical outcome after stroke?,"The statistical power of this case-referent study was such that only large beneficial effects of statins in acute stroke could be confirmed. However, the observed trend, together with experimental observations, is interesting enough to warrant a more detailed analysis of the relationship between statins and stroke outcome.",0.3915,True,True,0.3595
pubmedqa,0.4,baseline,Do emergency ultrasound fellowship programs impact emergency medicine residents' ultrasound education?,Emergency US fellowship programs had a positive impact on residents' US educational experiences. Emergency medicine residents performed more scans overall and also used bedside US for more advanced applications in programs with EUS fellowships.,0.6974,False,False,-1.0
pubmedqa,0.4,hcpc_v1,Do emergency ultrasound fellowship programs impact emergency medicine residents' ultrasound education?,Emergency US fellowship programs had a positive impact on residents' US educational experiences. Emergency medicine residents performed more scans overall and also used bedside US for more advanced applications in programs with EUS fellowships.,0.4139,True,False,-1.0
pubmedqa,0.4,ccs_gate,Do emergency ultrasound fellowship programs impact emergency medicine residents' ultrasound education?,Emergency US fellowship programs had a positive impact on residents' US educational experiences. Emergency medicine residents performed more scans overall and also used bedside US for more advanced applications in programs with EUS fellowships.,0.4209,True,True,0.319
pubmedqa,0.4,baseline,Could different follow-up modalities play a role in the diagnosis of asymptomatic endometrial cancer relapses?,"Follow-up after endometrial cancer treatment varies in Italy. In this retrospective study, women with asymptomatic recurrence have shown a better clinical outcome compared with those with symptomatic relapse. The optimal approach is actually unknown, and guidelines comparing follow-up protocols have not been established. Prospective cost-effectiveness studies are needed.",0.5784,False,False,-1.0
pubmedqa,0.4,hcpc_v1,Could different follow-up modalities play a role in the diagnosis of asymptomatic endometrial cancer relapses?,"Follow-up after endometrial cancer treatment varies in Italy. In this retrospective study, women with asymptomatic recurrence have shown a better clinical outcome compared with those with symptomatic relapse. The optimal approach is actually unknown, and guidelines comparing follow-up protocols have not been established. Prospective cost-effectiveness studies are needed.",0.5308,False,False,-1.0
pubmedqa,0.4,ccs_gate,Could different follow-up modalities play a role in the diagnosis of asymptomatic endometrial cancer relapses?,"Follow-up after endometrial cancer treatment varies in Italy. In this retrospective study, women with asymptomatic recurrence have shown a better clinical outcome compared with those with symptomatic relapse. The optimal approach is actually unknown, and guidelines comparing follow-up protocols have not been established. Prospective cost-effectiveness studies are needed.",0.5784,False,False,0.55
pubmedqa,0.4,baseline,Does radiotherapy of the primary rectal cancer affect prognosis after pelvic exenteration for recurrent rectal cancer?,Patients who previously received radiotherapy for primary rectal cancer treatment have worse oncologic outcomes than those who had not received radiotherapy after pelvic exenteration for locally recurrent rectal cancer.,0.7394,False,False,-1.0
pubmedqa,0.4,hcpc_v1,Does radiotherapy of the primary rectal cancer affect prognosis after pelvic exenteration for recurrent rectal cancer?,Patients who previously received radiotherapy for primary rectal cancer treatment have worse oncologic outcomes than those who had not received radiotherapy after pelvic exenteration for locally recurrent rectal cancer.,0.7036,False,False,-1.0
pubmedqa,0.4,ccs_gate,Does radiotherapy of the primary rectal cancer affect prognosis after pelvic exenteration for recurrent rectal cancer?,Patients who previously received radiotherapy for primary rectal cancer treatment have worse oncologic outcomes than those who had not received radiotherapy after pelvic exenteration for locally recurrent rectal cancer.,0.7394,False,False,0.6071
pubmedqa,0.4,baseline,Can normal knee kinematics be restored with unicompartmental knee replacement?,"In this in vitro cadaver study, the tricompartmental replacement significantly changed knee kinematics while the unicompartmental replacement preserved normal knee kinematics.",0.4082,True,False,-1.0
pubmedqa,0.4,hcpc_v1,Can normal knee kinematics be restored with unicompartmental knee replacement?,"In this in vitro cadaver study, the tricompartmental replacement significantly changed knee kinematics while the unicompartmental replacement preserved normal knee kinematics.",0.4801,True,False,-1.0
pubmedqa,0.4,ccs_gate,Can normal knee kinematics be restored with unicompartmental knee replacement?,"In this in vitro cadaver study, the tricompartmental replacement significantly changed knee kinematics while the unicompartmental replacement preserved normal knee kinematics.",0.45,True,False,0.6208
pubmedqa,0.4,baseline,Does the type of tibial component affect mechanical alignment in unicompartmental knee replacement?,"Patients who received a metal-backed Onlay tibial component obtained better postoperative mechanical alignment compared to those who received all-polyethylene Inlay prostheses. The thicker overall construct of Onlay prostheses appears to be an important determinant of postoperative alignment. Considering their higher survivorship rates and improved postoperative mechanical alignment, Onlay prostheses should be the first option when performing medial UKR.",0.4984,True,False,-1.0
pubmedqa,0.4,hcpc_v1,Does the type of tibial component affect mechanical alignment in unicompartmental knee replacement?,"Patients who received a metal-backed Onlay tibial component obtained better postoperative mechanical alignment compared to those who received all-polyethylene Inlay prostheses. The thicker overall construct of Onlay prostheses appears to be an important determinant of postoperative alignment. Considering their higher survivorship rates and improved postoperative mechanical alignment, Onlay prostheses should be the first option when performing medial UKR.",0.5969,False,False,-1.0
pubmedqa,0.4,ccs_gate,Does the type of tibial component affect mechanical alignment in unicompartmental knee replacement?,"Patients who received a metal-backed Onlay tibial component obtained better postoperative mechanical alignment compared to those who received all-polyethylene Inlay prostheses. The thicker overall construct of Onlay prostheses appears to be an important determinant of postoperative alignment. Considering their higher survivorship rates and improved postoperative mechanical alignment, Onlay prostheses should be the first option when performing medial UKR.",0.5754,False,False,0.6208
pubmedqa,0.4,baseline,Immune suppression by lysosomotropic amines and cyclosporine on T-cell responses to minor and major histocompatibility antigens: does synergy exist?,Lysosomotropic amines in combination with cyclosporine appear to be synergistic in the suppression of T-cell proliferation to MiHC and MHC. Use of chloroquine in combination with cyclosporine may result in improved control of GVHD.,0.6885,False,False,-1.0
pubmedqa,0.4,hcpc_v1,Immune suppression by lysosomotropic amines and cyclosporine on T-cell responses to minor and major histocompatibility antigens: does synergy exist?,Lysosomotropic amines in combination with cyclosporine appear to be synergistic in the suppression of T-cell proliferation to MiHC and MHC. Use of chloroquine in combination with cyclosporine may result in improved control of GVHD.,0.5069,False,False,-1.0
pubmedqa,0.4,ccs_gate,Immune suppression by lysosomotropic amines and cyclosporine on T-cell responses to minor and major histocompatibility antigens: does synergy exist?,Lysosomotropic amines in combination with cyclosporine appear to be synergistic in the suppression of T-cell proliferation to MiHC and MHC. Use of chloroquine in combination with cyclosporine may result in improved control of GVHD.,0.5069,False,True,0.2648
pubmedqa,0.4,baseline,Does the leukocyte count correlate with the severity of injury?,The leukocyte count at presentation can be used as an adjunct in the evaluation of the severity of injury in blunt trauma patients.,0.5592,False,False,-1.0
pubmedqa,0.4,hcpc_v1,Does the leukocyte count correlate with the severity of injury?,The leukocyte count at presentation can be used as an adjunct in the evaluation of the severity of injury in blunt trauma patients.,0.7605,False,False,-1.0
pubmedqa,0.4,ccs_gate,Does the leukocyte count correlate with the severity of injury?,The leukocyte count at presentation can be used as an adjunct in the evaluation of the severity of injury in blunt trauma patients.,0.7605,False,True,0.2619
pubmedqa,0.4,baseline,Does either obesity or OSA severity influence the response of autotitrating CPAP machines in very obese subjects?,"In this population, neither BMI nor neck circumference nor waist circumference is predictive of autoCPAP pressure. Therefore, the previously derived algorithm does not adequately predict the fixed CPAP pressure for subsequent clinical use in these obese individuals. In addition, some subjects without OSA generated high autoCPAP pressures, and thus, the correlation between OSA severity and autoCPAP pressure was only moderate.",0.438,True,False,-1.0
pubmedqa,0.4,hcpc_v1,Does either obesity or OSA severity influence the response of autotitrating CPAP machines in very obese subjects?,"In this population, neither BMI nor neck circumference nor waist circumference is predictive of autoCPAP pressure. Therefore, the previously derived algorithm does not adequately predict the fixed CPAP pressure for subsequent clinical use in these obese individuals. In addition, some subjects without OSA generated high autoCPAP pressures, and thus, the correlation between OSA severity and autoCPAP pressure was only moderate.",0.6537,False,False,-1.0
pubmedqa,0.4,ccs_gate,Does either obesity or OSA severity influence the response of autotitrating CPAP machines in very obese subjects?,"In this population, neither BMI nor neck circumference nor waist circumference is predictive of autoCPAP pressure. Therefore, the previously derived algorithm does not adequately predict the fixed CPAP pressure for subsequent clinical use in these obese individuals. In addition, some subjects without OSA generated high autoCPAP pressures, and thus, the correlation between OSA severity and autoCPAP pressure was only moderate.",0.6537,False,True,0.3165
pubmedqa,0.4,baseline,Is the Hawkins sign able to predict necrosis in fractures of the neck of the astragalus?,"A positive Hawkins sign rules out that the fractured talus has developed avascular necrosis, but its absence does not confirm it.",0.4831,True,False,-1.0
pubmedqa,0.4,hcpc_v1,Is the Hawkins sign able to predict necrosis in fractures of the neck of the astragalus?,"A positive Hawkins sign rules out that the fractured talus has developed avascular necrosis, but its absence does not confirm it.",0.3812,True,False,-1.0
pubmedqa,0.4,ccs_gate,Is the Hawkins sign able to predict necrosis in fractures of the neck of the astragalus?,"A positive Hawkins sign rules out that the fractured talus has developed avascular necrosis, but its absence does not confirm it.",0.3812,True,True,0.2547
pubmedqa,0.4,baseline,Assessment of appropriate antimicrobial prescribing: do experts agree?,"Doctors specialized in infectious diseases and clinical microbiology assess the appropriateness of antimicrobials prescribed for a broad spectrum of indications with acceptable agreement and validity, regardless of their experience or hospital of employment. However, there is room for improvement, which merits attention in multidisciplinary discussions and education.",0.6031,False,False,-1.0
pubmedqa,0.4,hcpc_v1,Assessment of appropriate antimicrobial prescribing: do experts agree?,"Doctors specialized in infectious diseases and clinical microbiology assess the appropriateness of antimicrobials prescribed for a broad spectrum of indications with acceptable agreement and validity, regardless of their experience or hospital of employment. However, there is room for improvement, which merits attention in multidisciplinary discussions and education.",0.6321,False,False,-1.0
pubmedqa,0.4,ccs_gate,Assessment of appropriate antimicrobial prescribing: do experts agree?,"Doctors specialized in infectious diseases and clinical microbiology assess the appropriateness of antimicrobials prescribed for a broad spectrum of indications with acceptable agreement and validity, regardless of their experience or hospital of employment. However, there is room for improvement, which merits attention in multidisciplinary discussions and education.",0.5947,False,True,0.3179
pubmedqa,0.4,baseline,Acute respiratory distress syndrome in children with malignancy--can we predict outcome?,"Peak inspiratory pressure, PEEP, and ventilation index values could distinguish survivors from nonsurvivors by day 3. This may assist in early application of supportive nonconventional therapies in children with malignancy and ARDS.",0.5329,False,False,-1.0
pubmedqa,0.4,hcpc_v1,Acute respiratory distress syndrome in children with malignancy--can we predict outcome?,"Peak inspiratory pressure, PEEP, and ventilation index values could distinguish survivors from nonsurvivors by day 3. This may assist in early application of supportive nonconventional therapies in children with malignancy and ARDS.",0.4917,True,False,-1.0
pubmedqa,0.4,ccs_gate,Acute respiratory distress syndrome in children with malignancy--can we predict outcome?,"Peak inspiratory pressure, PEEP, and ventilation index values could distinguish survivors from nonsurvivors by day 3. This may assist in early application of supportive nonconventional therapies in children with malignancy and ARDS.",0.6118,False,False,0.4453
pubmedqa,0.4,baseline,A short stay or 23-hour ward in a general and academic children's hospital: are they effective?,This data demonstrates the robust nature of the short stay ward. At these two very different institutions we have shown improved bed efficient and patient care in a cost-effective way. We have also reported on greater parental satisfaction and early return of the child with their family to the community.,0.5823,False,False,-1.0
pubmedqa,0.4,hcpc_v1,A short stay or 23-hour ward in a general and academic children's hospital: are they effective?,This data demonstrates the robust nature of the short stay ward. At these two very different institutions we have shown improved bed efficient and patient care in a cost-effective way. We have also reported on greater parental satisfaction and early return of the child with their family to the community.,0.5539,False,False,-1.0
pubmedqa,0.4,ccs_gate,A short stay or 23-hour ward in a general and academic children's hospital: are they effective?,This data demonstrates the robust nature of the short stay ward. At these two very different institutions we have shown improved bed efficient and patient care in a cost-effective way. We have also reported on greater parental satisfaction and early return of the child with their family to the community.,0.6476,False,False,0.7455
pubmedqa,0.4,baseline,Is aneurysm repair justified for the patients aged 80 or older after aneurysmal subarachnoid hemorrhage?,"Better prognosis was obtained when ruptured aneurysm was repaired in the elderly than it was treated conservatively. From the results of this study, we should not hesitate to offer the definitive surgery for the elderly with aSAH.",0.6719,False,False,-1.0
pubmedqa,0.4,hcpc_v1,Is aneurysm repair justified for the patients aged 80 or older after aneurysmal subarachnoid hemorrhage?,"Better prognosis was obtained when ruptured aneurysm was repaired in the elderly than it was treated conservatively. From the results of this study, we should not hesitate to offer the definitive surgery for the elderly with aSAH.",0.5779,False,False,-1.0
pubmedqa,0.4,ccs_gate,Is aneurysm repair justified for the patients aged 80 or older after aneurysmal subarachnoid hemorrhage?,"Better prognosis was obtained when ruptured aneurysm was repaired in the elderly than it was treated conservatively. From the results of this study, we should not hesitate to offer the definitive surgery for the elderly with aSAH.",0.5855,False,True,0.3882
pubmedqa,0.4,baseline,Serovar specific immunity to Neisseria gonorrhoeae: does it exist?,We found no evidence of serovar specific immunity in our population. It remains possible that populations with a higher prevalence of gonorrhoea and more frequent infections may have a quantitatively greater immune response.,0.3598,True,False,-1.0
pubmedqa,0.4,hcpc_v1,Serovar specific immunity to Neisseria gonorrhoeae: does it exist?,We found no evidence of serovar specific immunity in our population. It remains possible that populations with a higher prevalence of gonorrhoea and more frequent infections may have a quantitatively greater immune response.,0.3505,True,False,-1.0
pubmedqa,0.4,ccs_gate,Serovar specific immunity to Neisseria gonorrhoeae: does it exist?,We found no evidence of serovar specific immunity in our population. It remains possible that populations with a higher prevalence of gonorrhoea and more frequent infections may have a quantitatively greater immune response.,0.3687,True,True,0.326
pubmedqa,0.4,baseline,Does microbial contamination influence the success of the hematopoietic cell transplantation outcomes?,"The use of contaminated products with antibiotic prophylaxis may be safe in terms of the first day of fever, duration of fever, neutrophil, platelet engraftment and duration of hospitalization.",0.6373,False,False,-1.0
pubmedqa,0.4,hcpc_v1,Does microbial contamination influence the success of the hematopoietic cell transplantation outcomes?,"The use of contaminated products with antibiotic prophylaxis may be safe in terms of the first day of fever, duration of fever, neutrophil, platelet engraftment and duration of hospitalization.",0.629,False,False,-1.0
pubmedqa,0.4,ccs_gate,Does microbial contamination influence the success of the hematopoietic cell transplantation outcomes?,"The use of contaminated products with antibiotic prophylaxis may be safe in terms of the first day of fever, duration of fever, neutrophil, platelet engraftment and duration of hospitalization.",0.4152,True,False,0.4009
pubmedqa,0.4,baseline,Is it appropriate to implant kidneys from elderly donors in young recipients?,"We conclude that patient and graft survival on transplanting kidneys from elderly donors to young recipients is superimposable on that obtained with young donors. However, renal function is better in the group of young donors.",0.5621,False,False,-1.0
pubmedqa,0.4,hcpc_v1,Is it appropriate to implant kidneys from elderly donors in young recipients?,"We conclude that patient and graft survival on transplanting kidneys from elderly donors to young recipients is superimposable on that obtained with young donors. However, renal function is better in the group of young donors.",0.54,False,False,-1.0
pubmedqa,0.4,ccs_gate,Is it appropriate to implant kidneys from elderly donors in young recipients?,"We conclude that patient and graft survival on transplanting kidneys from elderly donors to young recipients is superimposable on that obtained with young donors. However, renal function is better in the group of young donors.",0.6384,False,True,0.3381
pubmedqa,0.4,baseline,Transient tachypnea of the newborn (TTN): a role for polymorphisms in the beta-adrenergic receptor (ADRB) encoding genes?,"We conclude that beta1Gly49 homozygosity and TACC haplotype of ADRB2 gene, both loss-of-function genetic variations, may predispose to TTN.",0.5013,False,False,-1.0
pubmedqa,0.4,hcpc_v1,Transient tachypnea of the newborn (TTN): a role for polymorphisms in the beta-adrenergic receptor (ADRB) encoding genes?,"We conclude that beta1Gly49 homozygosity and TACC haplotype of ADRB2 gene, both loss-of-function genetic variations, may predispose to TTN.",0.4885,True,False,-1.0
pubmedqa,0.4,ccs_gate,Transient tachypnea of the newborn (TTN): a role for polymorphisms in the beta-adrenergic receptor (ADRB) encoding genes?,"We conclude that beta1Gly49 homozygosity and TACC haplotype of ADRB2 gene, both loss-of-function genetic variations, may predispose to TTN.",0.4885,True,True,0.0552
pubmedqa,0.4,baseline,Can you deliver accurate tidal volume by manual resuscitator?,"The tidal volume delivered by a manual resuscitator shows large variations. There were significant differences in the volume delivered by compression methods, but physical characteristics are not a predictor of tidal volume delivery. The manual resuscitator is not a suitable device for accurate ventilation.",0.5045,False,False,-1.0
pubmedqa,0.4,hcpc_v1,Can you deliver accurate tidal volume by manual resuscitator?,"The tidal volume delivered by a manual resuscitator shows large variations. There were significant differences in the volume delivered by compression methods, but physical characteristics are not a predictor of tidal volume delivery. The manual resuscitator is not a suitable device for accurate ventilation.",0.5867,False,False,-1.0
pubmedqa,0.4,ccs_gate,Can you deliver accurate tidal volume by manual resuscitator?,"The tidal volume delivered by a manual resuscitator shows large variations. There were significant differences in the volume delivered by compression methods, but physical characteristics are not a predictor of tidal volume delivery. The manual resuscitator is not a suitable device for accurate ventilation.",0.587,False,True,0.3351
pubmedqa,0.4,baseline,"""Would a man smell a rose then throw it away?","Jordanian men perceive themselves as having a vital role in supporting, guiding and encouraging their wives to follow breast cancer early detection recommendations. Breast health awareness campaigns could involve husbands to capitalize on family support.",0.7441,False,False,-1.0
pubmedqa,0.4,hcpc_v1,"""Would a man smell a rose then throw it away?","Jordanian men perceive themselves as having a vital role in supporting, guiding and encouraging their wives to follow breast cancer early detection recommendations. Breast health awareness campaigns could involve husbands to capitalize on family support.",0.7441,False,False,-1.0
pubmedqa,0.4,ccs_gate,"""Would a man smell a rose then throw it away?","Jordanian men perceive themselves as having a vital role in supporting, guiding and encouraging their wives to follow breast cancer early detection recommendations. Breast health awareness campaigns could involve husbands to capitalize on family support.",0.7441,False,True,-0.0994
pubmedqa,0.4,baseline,Do patients with rheumatoid arthritis established on methotrexate and folic acid 5 mg daily need to continue folic acid supplements long term?,"It is important to continue FA supplementation over the long term in patients on methotrexate and FA in order to prevent them discontinuing treatment because of mouth ulcers or nausea and vomiting. Our data suggest that FA supplementation is also helpful in preventing neutropenia, with very little loss of efficacy of methotrexate.",0.6038,False,False,-1.0
pubmedqa,0.4,hcpc_v1,Do patients with rheumatoid arthritis established on methotrexate and folic acid 5 mg daily need to continue folic acid supplements long term?,"It is important to continue FA supplementation over the long term in patients on methotrexate and FA in order to prevent them discontinuing treatment because of mouth ulcers or nausea and vomiting. Our data suggest that FA supplementation is also helpful in preventing neutropenia, with very little loss of efficacy of methotrexate.",0.5029,False,False,-1.0
pubmedqa,0.4,ccs_gate,Do patients with rheumatoid arthritis established on methotrexate and folic acid 5 mg daily need to continue folic acid supplements long term?,"It is important to continue FA supplementation over the long term in patients on methotrexate and FA in order to prevent them discontinuing treatment because of mouth ulcers or nausea and vomiting. Our data suggest that FA supplementation is also helpful in preventing neutropenia, with very little loss of efficacy of methotrexate.",0.5029,False,True,0.3003
pubmedqa,0.4,baseline,Mammographic screening in Sami speaking municipalities and a control group. Are early outcome measures influenced by ethnicity?,"Despite a lower risk of breast cancer, the Sami attended the NBCSP more frequently than the control group. The recall and cancer detection rate was lower among the Sami compared with the non-Sami group.",0.4429,True,False,-1.0
pubmedqa,0.4,hcpc_v1,Mammographic screening in Sami speaking municipalities and a control group. Are early outcome measures influenced by ethnicity?,"Despite a lower risk of breast cancer, the Sami attended the NBCSP more frequently than the control group. The recall and cancer detection rate was lower among the Sami compared with the non-Sami group.",0.5066,False,False,-1.0
pubmedqa,0.4,ccs_gate,Mammographic screening in Sami speaking municipalities and a control group. Are early outcome measures influenced by ethnicity?,"Despite a lower risk of breast cancer, the Sami attended the NBCSP more frequently than the control group. The recall and cancer detection rate was lower among the Sami compared with the non-Sami group.",0.5066,False,True,0.3001
pubmedqa,0.4,baseline,Very high serum CA 19-9 levels: a contraindication to pancreaticoduodenectomy?,Patients who normalized their CA19-9 levels postoperatively had equivalent survival to patients with normal preoperative CA 19-9 levels. Preoperative serum CA 19-9 level by itself should not preclude surgery in patients who have undergone careful preoperative staging.,0.4985,True,False,-1.0
pubmedqa,0.4,hcpc_v1,Very high serum CA 19-9 levels: a contraindication to pancreaticoduodenectomy?,Patients who normalized their CA19-9 levels postoperatively had equivalent survival to patients with normal preoperative CA 19-9 levels. Preoperative serum CA 19-9 level by itself should not preclude surgery in patients who have undergone careful preoperative staging.,0.3482,True,False,-1.0
pubmedqa,0.4,ccs_gate,Very high serum CA 19-9 levels: a contraindication to pancreaticoduodenectomy?,Patients who normalized their CA19-9 levels postoperatively had equivalent survival to patients with normal preoperative CA 19-9 levels. Preoperative serum CA 19-9 level by itself should not preclude surgery in patients who have undergone careful preoperative staging.,0.3482,True,True,0.3897
pubmedqa,0.4,baseline,Is Chaalia/Pan Masala harmful for health?,"The frequency of habits of Chaalia and Pan Masala chewing, by school children in lower socio-economic areas is extremely high. The probable reasons for this high frequency are taste, the widespread use of these substances by family members and friends, low cost and easy availability.",0.6623,False,False,-1.0
pubmedqa,0.4,hcpc_v1,Is Chaalia/Pan Masala harmful for health?,"The frequency of habits of Chaalia and Pan Masala chewing, by school children in lower socio-economic areas is extremely high. The probable reasons for this high frequency are taste, the widespread use of these substances by family members and friends, low cost and easy availability.",0.7361,False,False,-1.0
pubmedqa,0.4,ccs_gate,Is Chaalia/Pan Masala harmful for health?,"The frequency of habits of Chaalia and Pan Masala chewing, by school children in lower socio-economic areas is extremely high. The probable reasons for this high frequency are taste, the widespread use of these substances by family members and friends, low cost and easy availability.",0.7361,False,True,0.077
pubmedqa,0.4,baseline,Is dexamethasone an effective alternative to oral prednisone in the treatment of pediatric asthma exacerbations?,"The current literature suggests that dexamethasone can be used as an effective alternative to prednisone in the treatment of mild to moderate acute asthma exacerbations in children, with the added benefits of improved compliance, palatability, and cost. However, more research is needed to examine the role of dexamethasone in hospitalized children.",0.679,False,False,-1.0
pubmedqa,0.4,hcpc_v1,Is dexamethasone an effective alternative to oral prednisone in the treatment of pediatric asthma exacerbations?,"The current literature suggests that dexamethasone can be used as an effective alternative to prednisone in the treatment of mild to moderate acute asthma exacerbations in children, with the added benefits of improved compliance, palatability, and cost. However, more research is needed to examine the role of dexamethasone in hospitalized children.",0.7464,False,False,-1.0
pubmedqa,0.4,ccs_gate,Is dexamethasone an effective alternative to oral prednisone in the treatment of pediatric asthma exacerbations?,"The current literature suggests that dexamethasone can be used as an effective alternative to prednisone in the treatment of mild to moderate acute asthma exacerbations in children, with the added benefits of improved compliance, palatability, and cost. However, more research is needed to examine the role of dexamethasone in hospitalized children.",0.679,False,False,0.43
pubmedqa,0.4,baseline,Does laparoscopic surgery decrease the risk of atrial fibrillation after foregut surgery?,Laparoscopic surgery is associated with lower risk of atrial fibrillation in foregut surgery. Development of atrial fibrillation is associated with increased length of intensive care stay. We recommend a prospective trial to confirm our findings.,0.6835,False,False,-1.0
pubmedqa,0.4,hcpc_v1,Does laparoscopic surgery decrease the risk of atrial fibrillation after foregut surgery?,Laparoscopic surgery is associated with lower risk of atrial fibrillation in foregut surgery. Development of atrial fibrillation is associated with increased length of intensive care stay. We recommend a prospective trial to confirm our findings.,0.7001,False,False,-1.0
pubmedqa,0.4,ccs_gate,Does laparoscopic surgery decrease the risk of atrial fibrillation after foregut surgery?,Laparoscopic surgery is associated with lower risk of atrial fibrillation in foregut surgery. Development of atrial fibrillation is associated with increased length of intensive care stay. We recommend a prospective trial to confirm our findings.,0.7001,False,True,0.2909
pubmedqa,0.4,baseline,Visceral adipose tissue area measurement at a single level: can it represent visceral adipose tissue volume?,"VAT area measurement at a single level 3 cm above the lower margin of the L3 vertebra is feasible and can reflect changes in VAT volume and body weight. Advances in knowledge: As VAT area at a CT slice 3cm above the lower margin of L3 can best reflect interval changes in VAT volume and body weight, VAT area measurement should be selected at this location.",0.5182,False,False,-1.0
pubmedqa,0.4,hcpc_v1,Visceral adipose tissue area measurement at a single level: can it represent visceral adipose tissue volume?,"VAT area measurement at a single level 3 cm above the lower margin of the L3 vertebra is feasible and can reflect changes in VAT volume and body weight. Advances in knowledge: As VAT area at a CT slice 3cm above the lower margin of L3 can best reflect interval changes in VAT volume and body weight, VAT area measurement should be selected at this location.",0.5158,False,False,-1.0
pubmedqa,0.4,ccs_gate,Visceral adipose tissue area measurement at a single level: can it represent visceral adipose tissue volume?,"VAT area measurement at a single level 3 cm above the lower margin of the L3 vertebra is feasible and can reflect changes in VAT volume and body weight. Advances in knowledge: As VAT area at a CT slice 3cm above the lower margin of L3 can best reflect interval changes in VAT volume and body weight, VAT area measurement should be selected at this location.",0.5206,False,True,0.1868
