question,answer_256,faithfulness_score_256,chunk_size_256,answer_1024,faithfulness_score_1024,chunk_size_1024,improvement
What stadium did Super Bowl 50 take place in?," Levi's Stadium, which is located in the San Francisco Bay Area.",0.7354,256, The Super Bowl 50 took place at Levi's Stadium.,0.8198,1024,0.08439999999999992
What stadium did Super Bowl 50 take place in?," Levi's Stadium, which is located in the San Francisco Bay Area.",0.7354,256, Levi's Stadium,0.5799,1024,-0.15550000000000008
What was the final score of Super Bowl 50? ," The context does not provide the final score of Super Bowl 50. However, it mentions that the Denver Broncos won Super Bowl 50, but the exact score is not specified in the provided context.",0.8829,256," The final score of Super Bowl 50 was 24–10, with the American Football Conference (AFC) champion Denver Broncos defeating the National Football Conference (NFC) champion Carolina Panthers.",0.8695,1024,-0.013399999999999967
What was the final score of Super Bowl 50? ," The context does not provide the final score of Super Bowl 50. However, it mentions that the Denver Broncos won Super Bowl 50, but the exact score is not specified in the provided context.",0.8829,256," The final score of Super Bowl 50 was 24–10, with the American Football Conference (AFC) champion Denver Broncos defeating the National Football Conference (NFC) champion Carolina Panthers.",0.8695,1024,-0.013399999999999967
What was the final score of Super Bowl 50? ," The context does not provide the final score of Super Bowl 50. However, it mentions that the Denver Broncos won Super Bowl 50, but the exact score is not specified in the provided context.",0.8829,256," The final score of Super Bowl 50 was 24–10, with the American Football Conference (AFC) champion Denver Broncos defeating the National Football Conference (NFC) champion Carolina Panthers.",0.8695,1024,-0.013399999999999967
What was the final score of Super Bowl 50? ," The context does not provide the final score of Super Bowl 50. However, it mentions that the Denver Broncos won Super Bowl 50, but the exact score is not specified in the provided context.",0.8829,256, The final score of Super Bowl 50 was 24–10 (Denver Broncos vs Carolina Panthers).,0.8873,1024,0.0043999999999999595
"What month, day and year did Super Bowl 50 take place? "," The Super Bowl 50 took place on February 1, 2016.",0.9364,256," The Super Bowl 50 took place on February 7, 2016.",0.945,1024,0.008599999999999941
"What month, day and year did Super Bowl 50 take place? "," The Super Bowl 50 took place on February 1, 2016.",0.9364,256," The Super Bowl 50 took place on February 7, 2016.",0.945,1024,0.008599999999999941
"What month, day and year did Super Bowl 50 take place? "," The Super Bowl 50 took place on February 1, 2016.",0.9364,256," The Super Bowl 50 took place on February 7, 2016.",0.945,1024,0.008599999999999941
"What month, day and year did Super Bowl 50 take place? "," The Super Bowl 50 took place on February 1, 2016.",0.9364,256," The Super Bowl 50 took place on February 7, 2016.",0.945,1024,0.008599999999999941
What year was Super Bowl 50?," The year Super Bowl 50 took place is not explicitly stated in the provided context. However, since it was the 50th Super Bowl and the first one held in the San Francisco Bay Area since Super Bowl XIX in 1985, we can infer that Super Bowl 50 occurred after 1985. To find the exact year, you would nee",0.5623,256," The provided context states that Super Bowl 50 was played on February 7, 2016.",0.9731,1024,0.41079999999999994
What year was Super Bowl 50?," The year Super Bowl 50 took place is not explicitly stated in the provided context. However, since it was the 50th Super Bowl and the first one held in the San Francisco Bay Area since Super Bowl XIX in 1985, we can infer that Super Bowl 50 occurred after 1985. To find the exact year, you would nee",0.5623,256, The Super Bowl 50 was played in the year 2016.,0.7056,1024,0.14329999999999998
What year was Super Bowl 50?," The year Super Bowl 50 took place is not explicitly stated in the provided context. However, since it was the 50th Super Bowl and the first one held in the San Francisco Bay Area since Super Bowl XIX in 1985, we can infer that Super Bowl 50 occurred after 1985. To find the exact year, you would nee",0.5623,256," The provided context states that Super Bowl 50 was played on February 7, 2016.",0.9731,1024,0.41079999999999994
What year was Super Bowl 50?," The year Super Bowl 50 took place is not explicitly stated in the provided context. However, since it was the 50th Super Bowl and the first one held in the San Francisco Bay Area since Super Bowl XIX in 1985, we can infer that Super Bowl 50 occurred after 1985. To find the exact year, you would nee",0.5623,256, The Super Bowl 50 was played in the year 2016.,0.7056,1024,0.14329999999999998
What team was the AFC champion?, The AFC champion was the Denver Broncos.,0.7995,256, The AFC champion was the Denver Broncos.,0.7995,1024,0.0
What team was the AFC champion?, The AFC champion was the Denver Broncos.,0.7995,256, The Denver Broncos were the AFC champion.,0.6101,1024,-0.1894
What team was the AFC champion?, The AFC champion was the Denver Broncos.,0.7995,256, The AFC champion was the Denver Broncos.,0.7995,1024,0.0
What team was the AFC champion?, The AFC champion was the Denver Broncos.,0.7995,256, The Denver Broncos were the AFC champion.,0.6101,1024,-0.1894
What team was the NFC champion?, The NFC champion was the Carolina Panthers.,0.806,256, The NFC champion was the Carolina Panthers.,0.806,1024,0.0
What team was the NFC champion?, The NFC champion was the Carolina Panthers.,0.806,256, The NFC champion was the Carolina Panthers.,0.806,1024,0.0
What team was the NFC champion?, The NFC champion was the Carolina Panthers.,0.806,256, The NFC champion was the Carolina Panthers.,0.806,1024,0.0
What team was the NFC champion?, The NFC champion was the Carolina Panthers.,0.806,256, The NFC champion was the Carolina Panthers.,0.806,1024,0.0
Who won Super Bowl 50?, The Denver Broncos won Super Bowl 50.,0.9247,256, The Denver Broncos won Super Bowl 50.,0.9247,1024,0.0
Who won Super Bowl 50?, The Denver Broncos won Super Bowl 50.,0.9247,256, The Denver Broncos won Super Bowl 50.,0.9247,1024,0.0
Who won Super Bowl 50?, The Denver Broncos won Super Bowl 50.,0.9247,256, The Denver Broncos won Super Bowl 50.,0.9247,1024,0.0
Who won Super Bowl 50?, The Denver Broncos won Super Bowl 50.,0.9247,256, The Denver Broncos won Super Bowl 50.,0.9247,1024,0.0
Who won Super Bowl 50?, The Denver Broncos won Super Bowl 50.,0.9247,256, The Denver Broncos won Super Bowl 50.,0.9247,1024,0.0
Who won Super Bowl 50?, The Denver Broncos won Super Bowl 50.,0.9247,256, The Denver Broncos won Super Bowl 50.,0.9247,1024,0.0
Who won Super Bowl 50?, The Denver Broncos won Super Bowl 50.,0.9247,256, The Denver Broncos won Super Bowl 50.,0.9247,1024,0.0
Who won Super Bowl 50?, The Denver Broncos won Super Bowl 50.,0.9247,256, The Denver Broncos won Super Bowl 50.,0.9247,1024,0.0
Super Bowl 50 determined the NFL champion for what season?, The Super Bowl 50 determined the NFL champion for the 2015 season.,0.6757,256, The Super Bowl 50 determined the NFL champion for the 2015 season.,0.6757,1024,0.0
Super Bowl 50 determined the NFL champion for what season?, The Super Bowl 50 determined the NFL champion for the 2015 season.,0.6757,256, The Super Bowl 50 determined the NFL champion for the 2015 season.,0.6757,1024,0.0
Super Bowl 50 determined the NFL champion for what season?, The Super Bowl 50 determined the NFL champion for the 2015 season.,0.6757,256, The Super Bowl 50 determined the NFL champion for the 2015 season.,0.6757,1024,0.0
Super Bowl 50 determined the NFL champion for what season?, The Super Bowl 50 determined the NFL champion for the 2015 season.,0.6757,256, The Super Bowl 50 determined the NFL champion for the 2015 season.,0.6757,1024,0.0
Which team won Super Bowl 50.," I cannot find this information in the provided context. The context only mentions that the team playing Super Bowl 50 joined a group of four teams that have made eight appearances, and it was an AFC championship game. However, it does not specify who won the game.",0.5929,256, The Denver Broncos won Super Bowl 50.,0.9247,1024,0.3318
Which team won Super Bowl 50.," I cannot find this information in the provided context. The context only mentions that the team playing Super Bowl 50 joined a group of four teams that have made eight appearances, and it was an AFC championship game. However, it does not specify who won the game.",0.5929,256, The Denver Broncos won Super Bowl 50.,0.9247,1024,0.3318
Which team won Super Bowl 50.," I cannot find this information in the provided context. The context only mentions that the team playing Super Bowl 50 joined a group of four teams that have made eight appearances, and it was an AFC championship game. However, it does not specify who won the game.",0.5929,256, The Denver Broncos won Super Bowl 50.,0.9247,1024,0.3318
Which team won Super Bowl 50.," I cannot find this information in the provided context. The context only mentions that the team playing Super Bowl 50 joined a group of four teams that have made eight appearances, and it was an AFC championship game. However, it does not specify who won the game.",0.5929,256, The Denver Broncos won Super Bowl 50.,0.9247,1024,0.3318
Where was Super Bowl 50 held?," The provided context does not specify the exact location of Super Bowl 50, but it is mentioned that it was held in the San Francisco Bay Area. However, we know from another piece of information that Super Bowl XIX (which took place in 1985) was held at Stanford Stadium in Stanford, California, and ",0.5513,256," Super Bowl 50 was held at Levi's Stadium in Santa Clara, California.",0.9411,1024,0.38980000000000004
Where was Super Bowl 50 held?," The provided context does not specify the exact location of Super Bowl 50, but it is mentioned that it was held in the San Francisco Bay Area. However, we know from another piece of information that Super Bowl XIX (which took place in 1985) was held at Stanford Stadium in Stanford, California, and ",0.5513,256," Super Bowl 50 was held at Levi's Stadium in Santa Clara, California.",0.9411,1024,0.38980000000000004
Where was Super Bowl 50 held?," The provided context does not specify the exact location of Super Bowl 50, but it is mentioned that it was held in the San Francisco Bay Area. However, we know from another piece of information that Super Bowl XIX (which took place in 1985) was held at Stanford Stadium in Stanford, California, and ",0.5513,256," Super Bowl 50 was held at Levi's Stadium in Santa Clara, California.",0.9411,1024,0.38980000000000004
Where was Super Bowl 50 held?," The provided context does not specify the exact location of Super Bowl 50, but it is mentioned that it was held in the San Francisco Bay Area. However, we know from another piece of information that Super Bowl XIX (which took place in 1985) was held at Stanford Stadium in Stanford, California, and ",0.5513,256," Super Bowl 50 was held at Levi's Stadium in Santa Clara, California.",0.9411,1024,0.38980000000000004
The name of the NFL championship game is?," The name of the NFL championship game, as mentioned in the context, is Super Bowl 50.",0.6863,256, Super Bowl 50,0.6293,1024,-0.05700000000000005
The name of the NFL championship game is?," The name of the NFL championship game, as mentioned in the context, is Super Bowl 50.",0.6863,256, Super Bowl 50,0.6293,1024,-0.05700000000000005
The name of the NFL championship game is?," The name of the NFL championship game, as mentioned in the context, is Super Bowl 50.",0.6863,256, Super Bowl 50,0.6293,1024,-0.05700000000000005
The name of the NFL championship game is?," The name of the NFL championship game, as mentioned in the context, is Super Bowl 50.",0.6863,256, Super Bowl 50,0.6293,1024,-0.05700000000000005
What 2015 NFL team one the AFC playoff?, The 2015 NFL team that won the AFC playoffs is the Denver Broncos.,0.876,256, The Denver Broncos won the AFC playoffs in 2015.,0.9074,1024,0.031399999999999983
What 2015 NFL team one the AFC playoff?, The 2015 NFL team that won the AFC playoffs is the Denver Broncos.,0.876,256, The Denver Broncos,0.6985,1024,-0.1775
What 2015 NFL team one the AFC playoff?, The 2015 NFL team that won the AFC playoffs is the Denver Broncos.,0.876,256, The Denver Broncos won the AFC playoffs in 2015.,0.9074,1024,0.031399999999999983
What 2015 NFL team one the AFC playoff?, The 2015 NFL team that won the AFC playoffs is the Denver Broncos.,0.876,256, The Denver Broncos,0.6985,1024,-0.1775
,,,256,,,1024,
,,,256,,,1024,
,,,256,,,1024,
,,,256,,,1024,
,,,256,,,1024,
,,,256,,,1024,
,,,256,,,1024,
,,,256,,,1024,
,,,256,,,1024,
,,,256,,,1024,
,,,256,,,1024,
,,,256,,,1024,
Which NFL team represented the AFC at Super Bowl 50?," The context does not provide information about which NFL team represented the AFC at Super Bowl 50. However, we know that the Pittsburgh Steelers were an AFC champion team that wore white as the designated home team in a previous Super Bowl (Super Bowl XL). But this doesn't necessarily mean they re",0.6523,256, The NFL team that represented the AFC at Super Bowl 50 was the Denver Broncos.,0.8579,1024,0.2056
Which NFL team represented the AFC at Super Bowl 50?," The context does not provide information about which NFL team represented the AFC at Super Bowl 50. However, we know that the Pittsburgh Steelers were an AFC champion team that wore white as the designated home team in a previous Super Bowl (Super Bowl XL). But this doesn't necessarily mean they re",0.6523,256, The Denver Broncos represented the AFC at Super Bowl 50.,0.7354,1024,0.08310000000000006
Which NFL team represented the AFC at Super Bowl 50?," The context does not provide information about which NFL team represented the AFC at Super Bowl 50. However, we know that the Pittsburgh Steelers were an AFC champion team that wore white as the designated home team in a previous Super Bowl (Super Bowl XL). But this doesn't necessarily mean they re",0.6523,256, The Denver Broncos represented the AFC at Super Bowl 50.,0.7354,1024,0.08310000000000006
Which NFL team represented the AFC at Super Bowl 50?," The context does not provide information about which NFL team represented the AFC at Super Bowl 50. However, we know that the Pittsburgh Steelers were an AFC champion team that wore white as the designated home team in a previous Super Bowl (Super Bowl XL). But this doesn't necessarily mean they re",0.6523,256, The Denver Broncos represented the AFC at Super Bowl 50.,0.7354,1024,0.08310000000000006
Which NFL team represented the NFC at Super Bowl 50?, I cannot find this information in the provided context. The context does not specify which NFL team represented the NFC at Super Bowl 50.,0.6785,256, The Carolina Panthers represented the NFC at Super Bowl 50.,0.813,1024,0.13449999999999995
Which NFL team represented the NFC at Super Bowl 50?, I cannot find this information in the provided context. The context does not specify which NFL team represented the NFC at Super Bowl 50.,0.6785,256, The NFL team that represented the NFC at Super Bowl 50 was the Carolina Panthers.,0.8891,1024,0.2106
Which NFL team represented the NFC at Super Bowl 50?, I cannot find this information in the provided context. The context does not specify which NFL team represented the NFC at Super Bowl 50.,0.6785,256, The Carolina Panthers represented the NFC at Super Bowl 50.,0.813,1024,0.13449999999999995
Which NFL team represented the NFC at Super Bowl 50?, I cannot find this information in the provided context. The context does not specify which NFL team represented the NFC at Super Bowl 50.,0.6785,256, The NFL team that represented the NFC at Super Bowl 50 was the Carolina Panthers.,0.8891,1024,0.2106
Where did Super Bowl 50 take place?," I cannot find this information in the provided context. The context only mentions that San Francisco Bay Area last hosted a Super Bowl in 1985 (Super Bowl XIX), but it does not specify where Super Bowl 50 took place.",0.6055,256," The Super Bowl 50 took place at Levi's Stadium in Santa Clara, California.",0.9533,1024,0.3478
Where did Super Bowl 50 take place?," I cannot find this information in the provided context. The context only mentions that San Francisco Bay Area last hosted a Super Bowl in 1985 (Super Bowl XIX), but it does not specify where Super Bowl 50 took place.",0.6055,256," The Super Bowl 50 took place at Levi's Stadium in Santa Clara, California.",0.9533,1024,0.3478
Where did Super Bowl 50 take place?," I cannot find this information in the provided context. The context only mentions that San Francisco Bay Area last hosted a Super Bowl in 1985 (Super Bowl XIX), but it does not specify where Super Bowl 50 took place.",0.6055,256," The provided context states that Super Bowl 50 took place at Levi's Stadium in Santa Clara, California.",0.9928,1024,0.3873
Where did Super Bowl 50 take place?," I cannot find this information in the provided context. The context only mentions that San Francisco Bay Area last hosted a Super Bowl in 1985 (Super Bowl XIX), but it does not specify where Super Bowl 50 took place.",0.6055,256," The Super Bowl 50 took place at Levi's Stadium in Santa Clara, California.",0.9533,1024,0.3478
Which NFL team won Super Bowl 50?," I cannot find this information in the provided context. The context only mentions that the Denver Broncos have made eight appearances in the Super Bowl, but it does not specify which of those appearances resulted in a win for them, or which specific Super Bowl they won.",0.7534,256, The Denver Broncos won Super Bowl 50.,0.9247,1024,0.1713
Which NFL team won Super Bowl 50?," I cannot find this information in the provided context. The context only mentions that the Denver Broncos have made eight appearances in the Super Bowl, but it does not specify which of those appearances resulted in a win for them, or which specific Super Bowl they won.",0.7534,256, The Denver Broncos won Super Bowl 50.,0.9247,1024,0.1713
Which NFL team won Super Bowl 50?," I cannot find this information in the provided context. The context only mentions that the Denver Broncos have made eight appearances in the Super Bowl, but it does not specify which of those appearances resulted in a win for them, or which specific Super Bowl they won.",0.7534,256, The Denver Broncos won Super Bowl 50.,0.9247,1024,0.1713
Which NFL team won Super Bowl 50?," I cannot find this information in the provided context. The context only mentions that the Denver Broncos have made eight appearances in the Super Bowl, but it does not specify which of those appearances resulted in a win for them, or which specific Super Bowl they won.",0.7534,256, The Denver Broncos won Super Bowl 50.,0.9247,1024,0.1713
What color was used to emphasize the 50th anniversary of the Super Bowl?," The provided context does not specify the exact color that was used to emphasize the 50th anniversary of the Super Bowl. However, it mentions various gold-themed initiatives, suggesting that gold might have been the color used for this purpose.",0.8436,256, Gold was used to emphasize the 50th anniversary of the Super Bowl.,0.6905,1024,-0.1531
What color was used to emphasize the 50th anniversary of the Super Bowl?," The provided context does not specify the exact color that was used to emphasize the 50th anniversary of the Super Bowl. However, it mentions various gold-themed initiatives, suggesting that gold might have been the color used for this purpose.",0.8436,256, Gold,1.0,1024,0.15639999999999998
What color was used to emphasize the 50th anniversary of the Super Bowl?," The provided context does not specify the exact color that was used to emphasize the 50th anniversary of the Super Bowl. However, it mentions various gold-themed initiatives, suggesting that gold might have been the color used for this purpose.",0.8436,256, Gold was used to emphasize the 50th anniversary of the Super Bowl.,0.6905,1024,-0.1531
What color was used to emphasize the 50th anniversary of the Super Bowl?," The provided context does not specify the exact color that was used to emphasize the 50th anniversary of the Super Bowl. However, it mentions various gold-themed initiatives, suggesting that gold might have been the color used for this purpose.",0.8436,256, Gold,1.0,1024,0.15639999999999998
What was the theme of Super Bowl 50?," I cannot find this information in the provided context. The context only mentions that Super Bowl 50 was used instead of Super Bowl L, and why it was done so for the logo. It does not provide any details about the theme of Super Bowl 50.",0.5846,256," The theme of Super Bowl 50 was the ""Golden Anniversary"".",0.872,1024,0.2874
What was the theme of Super Bowl 50?," I cannot find this information in the provided context. The context only mentions that Super Bowl 50 was used instead of Super Bowl L, and why it was done so for the logo. It does not provide any details about the theme of Super Bowl 50.",0.5846,256," The theme of Super Bowl 50 was the ""Golden Anniversary"".",0.872,1024,0.2874
What was the theme of Super Bowl 50?," I cannot find this information in the provided context. The context only mentions that Super Bowl 50 was used instead of Super Bowl L, and why it was done so for the logo. It does not provide any details about the theme of Super Bowl 50.",0.5846,256," The provided context does not specify a particular theme for Super Bowl 50, but it mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives.",0.5107,1024,-0.07389999999999997
What was the theme of Super Bowl 50?," I cannot find this information in the provided context. The context only mentions that Super Bowl 50 was used instead of Super Bowl L, and why it was done so for the logo. It does not provide any details about the theme of Super Bowl 50.",0.5846,256," The provided context does not specify a particular theme for Super Bowl 50, but it mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives. However, it doesn't explicitly state that this was the official theme of the game.",0.5429,1024,-0.04169999999999996
What was the theme of Super Bowl 50?," I cannot find this information in the provided context. The context only mentions that Super Bowl 50 was used instead of Super Bowl L, and why it was done so for the logo. It does not provide any details about the theme of Super Bowl 50.",0.5846,256," The theme of Super Bowl 50 was the ""Golden Anniversary"".",0.872,1024,0.2874
What was the theme of Super Bowl 50?," I cannot find this information in the provided context. The context only mentions that Super Bowl 50 was used instead of Super Bowl L, and why it was done so for the logo. It does not provide any details about the theme of Super Bowl 50.",0.5846,256," The theme of Super Bowl 50 was the ""Golden Anniversary"".",0.872,1024,0.2874
What was the theme of Super Bowl 50?," I cannot find this information in the provided context. The context only mentions that Super Bowl 50 was used instead of Super Bowl L, and why it was done so for the logo. It does not provide any details about the theme of Super Bowl 50.",0.5846,256," The context does not provide information about the specific theme of Super Bowl 50, but it mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives.",0.486,1024,-0.09860000000000002
What was the theme of Super Bowl 50?," I cannot find this information in the provided context. The context only mentions that Super Bowl 50 was used instead of Super Bowl L, and why it was done so for the logo. It does not provide any details about the theme of Super Bowl 50.",0.5846,256," The provided context does not specify a particular theme for Super Bowl 50 other than the ""golden anniversary"" emphasis, as mentioned in the context. However, it doesn't provide details about a specific theme for the event itself.",0.758,1024,0.1734
What day was the game played on?," The game was played on February 7, 2016.",0.8967,256," The Super Bowl was played on February 7, 2016.",0.8567,1024,-0.040000000000000036
What day was the game played on?," The game was played on February 7, 2016.",0.8967,256," The game was played on February 7, 2016.",0.8967,1024,0.0
What day was the game played on?," The game was played on February 7, 2016.",0.8967,256," The Super Bowl was played on February 7, 2016.",0.8567,1024,-0.040000000000000036
What day was the game played on?," The game was played on February 7, 2016.",0.8967,256," The game was played on February 7, 2016.",0.8967,1024,0.0
What is the AFC short for?," The context does not provide information about what AFC stands for. However, it refers to the American Football Conference.",0.654,256," The context does not provide information about what AFC stands for. However, it is commonly known that AFC stands for American Football Conference.",0.697,1024,0.04299999999999993
What is the AFC short for?," The context does not provide information about what AFC stands for. However, it refers to the American Football Conference.",0.654,256," The provided context does not explicitly state what AFC stands for. However, it can be inferred that AFC refers to the American Football Conference as it is mentioned multiple times throughout the context.",0.6383,1024,-0.015700000000000047
What is the AFC short for?," The context does not provide information about what AFC stands for. However, it refers to the American Football Conference.",0.654,256," The provided context does not explicitly state what AFC stands for. However, it is commonly known that AFC stands for American Football Conference.",0.7715,1024,0.11749999999999994
What is the AFC short for?," The context does not provide information about what AFC stands for. However, it refers to the American Football Conference.",0.654,256," The context does not provide information about what AFC stands for. However, it is commonly known that AFC stands for American Football Conference.",0.697,1024,0.04299999999999993
What was the theme of Super Bowl 50?," I cannot find this information in the provided context. The context only mentions that Super Bowl 50 was used instead of Super Bowl L, and why the Arabic numerals 50 were preferred for the logo. It does not provide any details about the theme of Super Bowl 50.",0.6417,256," The theme of Super Bowl 50 was the ""Golden Anniversary"".",0.872,1024,0.23029999999999995
What was the theme of Super Bowl 50?," I cannot find this information in the provided context. The context only mentions that Super Bowl 50 was used instead of Super Bowl L, and why the Arabic numerals 50 were preferred for the logo. It does not provide any details about the theme of Super Bowl 50.",0.6417,256," The theme of Super Bowl 50 was the ""Golden Anniversary"".",0.872,1024,0.23029999999999995
What was the theme of Super Bowl 50?," I cannot find this information in the provided context. The context only mentions that Super Bowl 50 was used instead of Super Bowl L, and why the Arabic numerals 50 were preferred for the logo. It does not provide any details about the theme of Super Bowl 50.",0.6417,256," The provided context does not specify a particular theme for Super Bowl 50, but it mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives.",0.5107,1024,-0.131
What was the theme of Super Bowl 50?," I cannot find this information in the provided context. The context only mentions that Super Bowl 50 was used instead of Super Bowl L, and why the Arabic numerals 50 were preferred for the logo. It does not provide any details about the theme of Super Bowl 50.",0.6417,256," The provided context does not specify a particular theme for Super Bowl 50, but it mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives. However, it doesn't explicitly state that this was the official theme of the game.",0.5429,1024,-0.0988
What was the theme of Super Bowl 50?," I cannot find this information in the provided context. The context only mentions that Super Bowl 50 was used instead of Super Bowl L, and why the Arabic numerals 50 were preferred for the logo. It does not provide any details about the theme of Super Bowl 50.",0.6417,256," The theme of Super Bowl 50 was the ""Golden Anniversary"".",0.872,1024,0.23029999999999995
What was the theme of Super Bowl 50?," I cannot find this information in the provided context. The context only mentions that Super Bowl 50 was used instead of Super Bowl L, and why the Arabic numerals 50 were preferred for the logo. It does not provide any details about the theme of Super Bowl 50.",0.6417,256," The theme of Super Bowl 50 was the ""Golden Anniversary"".",0.872,1024,0.23029999999999995
What was the theme of Super Bowl 50?," I cannot find this information in the provided context. The context only mentions that Super Bowl 50 was used instead of Super Bowl L, and why the Arabic numerals 50 were preferred for the logo. It does not provide any details about the theme of Super Bowl 50.",0.6417,256," The context does not provide information about the specific theme of Super Bowl 50, but it mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives.",0.486,1024,-0.15570000000000006
What was the theme of Super Bowl 50?," I cannot find this information in the provided context. The context only mentions that Super Bowl 50 was used instead of Super Bowl L, and why the Arabic numerals 50 were preferred for the logo. It does not provide any details about the theme of Super Bowl 50.",0.6417,256," The provided context does not specify a particular theme for Super Bowl 50 other than the ""golden anniversary"" emphasis, as mentioned in the context. However, it doesn't provide details about a specific theme for the event itself.",0.758,1024,0.11629999999999996
What does AFC stand for?," The context does not provide information about what AFC stands for. However, in American football, AFC typically stands for the American Football Conference.",0.6381,256," The context does not provide information about what AFC stands for. However, it is known that AFC refers to the American Football Conference in the National Football League (NFL).",0.5982,1024,-0.03990000000000005
What does AFC stand for?," The context does not provide information about what AFC stands for. However, in American football, AFC typically stands for the American Football Conference.",0.6381,256, AFC stands for American Football Conference.,0.982,1024,0.3439
What does AFC stand for?," The context does not provide information about what AFC stands for. However, in American football, AFC typically stands for the American Football Conference.",0.6381,256," The context does not provide information about what AFC stands for. However, it is known that AFC refers to the American Football Conference in the National Football League (NFL).",0.5982,1024,-0.03990000000000005
What does AFC stand for?," The context does not provide information about what AFC stands for. However, in American football, AFC typically stands for the American Football Conference.",0.6381,256, AFC stands for American Football Conference.,0.982,1024,0.3439
What day was the Super Bowl played on?," I cannot find this information in the provided context. The context only mentions that the Super Bowl Opening Night was held on February 1, 2016, but it does not specify the date of the actual Super Bowl game itself.",0.7515,256," The Super Bowl was played on February 7, 2016.",0.8567,1024,0.10520000000000007
What day was the Super Bowl played on?," I cannot find this information in the provided context. The context only mentions that the Super Bowl Opening Night was held on February 1, 2016, but it does not specify the date of the actual Super Bowl game itself.",0.7515,256," The Super Bowl was played on February 7, 2016.",0.8567,1024,0.10520000000000007
What day was the Super Bowl played on?," I cannot find this information in the provided context. The context only mentions that the Super Bowl Opening Night was held on February 1, 2016, but it does not specify the date of the actual Super Bowl game itself.",0.7515,256," The Super Bowl was played on February 7, 2016.",0.8567,1024,0.10520000000000007
What day was the Super Bowl played on?," I cannot find this information in the provided context. The context only mentions that the Super Bowl Opening Night was held on February 1, 2016, but it does not specify the date of the actual Super Bowl game itself.",0.7515,256," The Super Bowl was played on February 7, 2016.",0.8567,1024,0.10520000000000007
Who won Super Bowl 50?," I cannot find this information in the provided context. The context only states that Super Bowl 50 was the game to determine the champion for the 2015 NFL season, but it does not specify who the winner was.",0.6712,256, The Denver Broncos won Super Bowl 50.,0.9247,1024,0.25349999999999995
Who won Super Bowl 50?," I cannot find this information in the provided context. The context only states that Super Bowl 50 was the game to determine the champion for the 2015 NFL season, but it does not specify who the winner was.",0.6712,256, The Denver Broncos won Super Bowl 50.,0.9247,1024,0.25349999999999995
Who won Super Bowl 50?," I cannot find this information in the provided context. The context only states that Super Bowl 50 was the game to determine the champion for the 2015 NFL season, but it does not specify who the winner was.",0.6712,256, The Denver Broncos won Super Bowl 50.,0.9247,1024,0.25349999999999995
Who won Super Bowl 50?," I cannot find this information in the provided context. The context only states that Super Bowl 50 was the game to determine the champion for the 2015 NFL season, but it does not specify who the winner was.",0.6712,256, The Denver Broncos won Super Bowl 50.,0.9247,1024,0.25349999999999995
Who won Super Bowl 50?," I cannot find this information in the provided context. The context only states that Super Bowl 50 was the game to determine the champion for the 2015 NFL season, but it does not specify who the winner was.",0.6712,256, The Denver Broncos won Super Bowl 50.,0.9247,1024,0.25349999999999995
Who won Super Bowl 50?," I cannot find this information in the provided context. The context only states that Super Bowl 50 was the game to determine the champion for the 2015 NFL season, but it does not specify who the winner was.",0.6712,256, The Denver Broncos won Super Bowl 50.,0.9247,1024,0.25349999999999995
Who won Super Bowl 50?," I cannot find this information in the provided context. The context only states that Super Bowl 50 was the game to determine the champion for the 2015 NFL season, but it does not specify who the winner was.",0.6712,256, The Denver Broncos won Super Bowl 50.,0.9247,1024,0.25349999999999995
Who won Super Bowl 50?," I cannot find this information in the provided context. The context only states that Super Bowl 50 was the game to determine the champion for the 2015 NFL season, but it does not specify who the winner was.",0.6712,256, The Denver Broncos won Super Bowl 50.,0.9247,1024,0.25349999999999995
What venue did Super Bowl 50 take place in?," I cannot find this information in the provided context. The context only mentions that San Francisco Bay Area last hosted Super Bowl XIX in 1985, but it does not specify where Super Bowl 50 took place.",0.6429,256," The Super Bowl 50 took place at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",0.9459,1024,0.30299999999999994
What venue did Super Bowl 50 take place in?," I cannot find this information in the provided context. The context only mentions that San Francisco Bay Area last hosted Super Bowl XIX in 1985, but it does not specify where Super Bowl 50 took place.",0.6429,256," Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",0.6918,1024,0.048899999999999944
What venue did Super Bowl 50 take place in?," I cannot find this information in the provided context. The context only mentions that San Francisco Bay Area last hosted Super Bowl XIX in 1985, but it does not specify where Super Bowl 50 took place.",0.6429,256, The Super Bowl 50 took place at Levi's Stadium in the San Francisco Bay Area.,0.8931,1024,0.2502
What venue did Super Bowl 50 take place in?," I cannot find this information in the provided context. The context only mentions that San Francisco Bay Area last hosted Super Bowl XIX in 1985, but it does not specify where Super Bowl 50 took place.",0.6429,256," Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",0.6918,1024,0.048899999999999944
What city did Super Bowl 50 take place in?, San Francisco Bay Area,0.4784,256," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",0.9421,1024,0.46370000000000006
