question,ground_truth,condition,answer,context,faithfulness_score,is_hallucination,mean_retrieval_similarity,refined,ccs,latency_s,dataset,seed,model,backend
"In organizing a new church, what did Luther find to be unworkable for congregations?",choosing their own ministers,hcpc_v1," According to the provided context, Luther found his Biblical ideal of congregations choosing their own ministers to be unworkable.","By 1526, Luther found himself increasingly occupied in organising a new church. His Biblical ideal of congregations' choosing their own ministers had proved unworkable. According to Bainton: ""Luther's dilemma was that he wanted both a confessional church based on personal faith and experience and a territorial church including all in a given locality. If he were forced to choose, he would take his stand with the masses, and this was the direction in which he moved."" From 1525 to 1529, he established a supervisory church body, laid down a new form of worship service, and wrote a clear summary of the new faith in the form of two catechisms. Luther's thought is revolutionary to the extent that it is a theology of the cross, the negation of every affirmation: as long as the cross is at the center, the system building tendency of reason is held in check, and system building does not degenerate into System.

---

. ""Merciful God, what misery I have seen,"" Luther wrote, ""the common people knowing nothing at all of Christian doctrine ... and unfortunately many pastors are well-nigh unskilled and incapable of teaching.""

---

Luther's rediscovery of ""Christ and His salvation"" was the first of two points that became the foundation for the Reformation. His railing against the sale of indulgences was based on it.",0.6014,False,0.6486,False,-1.0,1.156,squad,45,mistral,ollama
"In organizing a new church, what did Luther find to be unworkable for congregations?",choosing their own ministers,hcpc_v2," According to the provided context, Luther found his Biblical ideal of congregations choosing their own ministers to be unworkable.","By 1526, Luther found himself increasingly occupied in organising a new church. His Biblical ideal of congregations' choosing their own ministers had proved unworkable. According to Bainton: ""Luther's dilemma was that he wanted both a confessional church based on personal faith and experience and a territorial church including all in a given locality. If he were forced to choose, he would take his stand with the masses, and this was the direction in which he moved."" From 1525 to 1529, he established a supervisory church body, laid down a new form of worship service, and wrote a clear summary of the new faith in the form of two catechisms. Luther's thought is revolutionary to the extent that it is a theology of the cross, the negation of every affirmation: as long as the cross is at the center, the system building tendency of reason is held in check, and system building does not degenerate into System.

---

Luther and his colleagues introduced the new order of worship during their visitation of the Electorate of Saxony, which began in 1527. They also assessed the standard of pastoral care and Christian education in the territory. ""Merciful God, what misery I have seen,"" Luther wrote, ""the common people knowing nothing at all of Christian doctrine ... and unfortunately many pastors are well-nigh unskilled and incapable of teaching.""

---

Luther's rediscovery of ""Christ and His salvation"" was the first of two points that became the foundation for the Reformation. His railing against the sale of indulgences was based on it.",0.6014,False,0.6726,True,0.5993,1.199,squad,45,mistral,ollama
What was Luther's Disputation of Martin Luther on the Power and Efficacy of Indulgences later called?,The Ninety-Five Theses,baseline, The Ninety-Five Theses,"Luther's rediscovery of ""Christ and His salvation"" was the first of two points that became the foundation for the Reformation. His railing against the sale of indulgences was based on it.

---

Martin Luther (/ˈluːθər/ or /ˈluːðər/; German: [ˈmaɐ̯tiːn ˈlʊtɐ] ( listen); 10 November 1483 – 18 February 1546) was a German professor of theology, composer, priest, former monk and a seminal figure in the Protestant Reformation. Luther came to reject several teachings and practices of the Late Medieval Catholic Church. He strongly disputed the claim that freedom from God's punishment for sin could be purchased with money. He proposed an academic discussion of the power and usefulness of indulgences in his Ninety-Five Theses of 1517. His refusal to retract all of his writings at the demand of Pope Leo X in 1520 and the Holy Roman Emperor Charles V at the Diet of Worms in 1521 resulted in his excommunication by the Pope and condemnation as an outlaw by the Emperor.

---

On 31 October 1517, Luther wrote to his bishop, Albert of Mainz, protesting the sale of indulgences. He enclosed in his letter a copy of his ""Disputation of Martin Luther on the Power and Efficacy of Indulgences"", which came to be known as The Ninety-Five Theses. Hans Hillerbrand writes that Luther had no intention of confronting the church, but saw his disputation as a scholarly objection to church practices, and the tone of the writing is accordingly ""searching, rather than doctrinaire."" Hillerbrand writes that there is nevertheless an undercurrent of challenge in several of the theses, particularly in Thesis 86, which asks: ""Why does the pope, whose wealth today is greater than the wealth of the richest Crassus, build the basilica of St. Peter with the money of poor believers rather than with his own money?""",0.6652,False,0.6847,False,-1.0,0.881,squad,45,mistral,ollama
What was Luther's Disputation of Martin Luther on the Power and Efficacy of Indulgences later called?,The Ninety-Five Theses,hcpc_v1, The Ninety-Five Theses,"Luther's rediscovery of ""Christ and His salvation"" was the first of two points that became the foundation for the Reformation. His railing against the sale of indulgences was based on it.

---

. Luther came to reject several teachings and practices of the Late Medieval Catholic Church. He strongly disputed the claim that freedom from God's punishment for sin could be purchased with money

---

. He enclosed in his letter a copy of his ""Disputation of Martin Luther on the Power and Efficacy of Indulgences"", which came to be known as The Ninety-Five Theses",0.6652,False,0.7148,False,-1.0,0.49,squad,45,mistral,ollama
What was Luther's Disputation of Martin Luther on the Power and Efficacy of Indulgences later called?,The Ninety-Five Theses,hcpc_v2, The Ninety-Five Theses,"Luther's rediscovery of ""Christ and His salvation"" was the first of two points that became the foundation for the Reformation. His railing against the sale of indulgences was based on it.

---

Martin Luther (/ˈluːθər/ or /ˈluːðər/; German: [ˈmaɐ̯tiːn ˈlʊtɐ] ( listen); 10 November 1483 – 18 February 1546) was a German professor of theology, composer, priest, former monk and a seminal figure in the Protestant Reformation. Luther came to reject several teachings and practices of the Late Medieval Catholic Church. He strongly disputed the claim that freedom from God's punishment for sin could be purchased with money. He proposed an academic discussion of the power and usefulness of indulgences in his Ninety-Five Theses of 1517. His refusal to retract all of his writings at the demand of Pope Leo X in 1520 and the Holy Roman Emperor Charles V at the Diet of Worms in 1521 resulted in his excommunication by the Pope and condemnation as an outlaw by the Emperor.

---

On 31 October 1517, Luther wrote to his bishop, Albert of Mainz, protesting the sale of indulgences. He enclosed in his letter a copy of his ""Disputation of Martin Luther on the Power and Efficacy of Indulgences"", which came to be known as The Ninety-Five Theses. Hans Hillerbrand writes that Luther had no intention of confronting the church, but saw his disputation as a scholarly objection to church practices, and the tone of the writing is accordingly ""searching, rather than doctrinaire."" Hillerbrand writes that there is nevertheless an undercurrent of challenge in several of the theses, particularly in Thesis 86, which asks: ""Why does the pope, whose wealth today is greater than the wealth of the richest Crassus, build the basilica of St. Peter with the money of poor believers rather than with his own money?""",0.6652,False,0.6847,False,0.5765,0.835,squad,45,mistral,ollama
Which player played even though he broke his arm two weeks prior to the Super Bowl?,Thomas Davis,baseline, Thomas Davis,"Carolina suffered a major setback when Thomas Davis, an 11-year veteran who had already overcome three ACL tears in his career, went down with a broken arm in the NFC Championship Game. Despite this, he insisted he would still find a way to play in the Super Bowl. His prediction turned out to be accurate.

---

After each team punted, Panthers quarterback Cam Newton appeared to complete a 24-yard pass Jerricho Cotchery, but the call was ruled an incompletion and upheld after a replay challenge. CBS analyst and retired referee Mike Carey stated he disagreed with the call and felt the review clearly showed the pass was complete. A few plays later, on 3rd-and-10 from the 15-yard line, linebacker Von Miller knocked the ball out of Newton's hands while sacking him, and Malik Jackson recovered it in the end zone for a Broncos touchdown, giving the team a 10–0 lead. This was the first fumble return touchdown in a Super Bowl since Super Bowl XXVIII at the end of the 1993 season.

---

In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of the 43 previous Super Bowl Most Valuable Players. Bart Starr (MVP of Super Bowls I and II) and Chuck Howley (MVP of Super Bowl V) appeared via video, while Peyton Manning (MVP of Super Bowl XLI and current Broncos quarterback) was shown in the locker room preparing for the game. No plans were announced regarding the recognition of Harvey Martin, co-MVP of Super Bowl XII, who died in 2001.",0.4623,True,0.5447,False,-1.0,0.553,squad,45,mistral,ollama
Which player played even though he broke his arm two weeks prior to the Super Bowl?,Thomas Davis,hcpc_v1," I cannot find this information in the provided context. The context only mentions Carolina's player Thomas Davis suffering a major setback with a broken arm, but it does not specify that he played in the Super Bowl despite his injury.","Carolina suffered a major setback when Thomas Davis, an 11-year veteran who had already overcome three ACL tears in his career, went down with a broken arm in the NFC Championship Game

---

. This was the first fumble return touchdown in a Super Bowl since Super Bowl XXVIII at the end of the 1993 season.

---

. Bart Starr (MVP of Super Bowls I and II) and Chuck Howley (MVP of Super Bowl V) appeared via video, while Peyton Manning (MVP of Super Bowl XLI and current Broncos quarterback) was shown in the locker room preparing for the game",0.486,True,0.535,False,-1.0,1.923,squad,45,mistral,ollama
Which player played even though he broke his arm two weeks prior to the Super Bowl?,Thomas Davis,hcpc_v2, Thomas Davis,"Carolina suffered a major setback when Thomas Davis, an 11-year veteran who had already overcome three ACL tears in his career, went down with a broken arm in the NFC Championship Game. Despite this, he insisted he would still find a way to play in the Super Bowl. His prediction turned out to be accurate.

---

After each team punted, Panthers quarterback Cam Newton appeared to complete a 24-yard pass Jerricho Cotchery, but the call was ruled an incompletion and upheld after a replay challenge. CBS analyst and retired referee Mike Carey stated he disagreed with the call and felt the review clearly showed the pass was complete. A few plays later, on 3rd-and-10 from the 15-yard line, linebacker Von Miller knocked the ball out of Newton's hands while sacking him, and Malik Jackson recovered it in the end zone for a Broncos touchdown, giving the team a 10–0 lead. This was the first fumble return touchdown in a Super Bowl since Super Bowl XXVIII at the end of the 1993 season.

---

In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of the 43 previous Super Bowl Most Valuable Players . Bart Starr (MVP of Super Bowls I and II) and Chuck Howley (MVP of Super Bowl V) appeared via video, while Peyton Manning (MVP of Super Bowl XLI and current Broncos quarterback) was shown in the locker room preparing for the game . No plans were announced regarding the recognition of Harvey Martin, co-MVP of Super Bowl XII, who died in 2001.",0.4623,True,0.5447,True,0.4079,0.485,squad,45,mistral,ollama
How many Panthers players were selected to the Pro Bowl?,Ten,baseline, Six Panthers players were selected to the Pro Bowl.,". The Panthers backfield featured Pro Bowl running back Jonathan Stewart, who led the team with 989 rushing yards and six touchdowns in 13 games, along with Pro Bowl fullback Mike Tolbert, who rushed for 256 yards and caught 18 passes for another 154 yards. Carolina's offensive line also featured two Pro Bowl selections: center Ryan Kalil and guard Trai Turner.

---

The Panthers offense, which led the NFL in scoring (500 points), was loaded with talent, boasting six Pro Bowl selections. Pro Bowl quarterback Cam Newton had one of his best seasons, throwing for 3,837 yards and rushing for 636, while recording a career-high and league-leading 45 total touchdowns (35 passing, 10 rushing), a career-low 10 interceptions, and a career-best quarterback rating of 99.4. Newton's leading receivers were tight end Greg Olsen, who caught a career-high 77 passes for 1,104 yards and seven touchdowns, and wide receiver Ted Ginn, Jr., who caught 44 passes for 739 yards and 10 touchdowns; Ginn also rushed for 60 yards and returned 27 punts for 277 yards. Other key receivers included veteran Jerricho Cotchery (39 receptions for 485 yards), rookie Devin Funchess (31 receptions for 473 yards and five touchdowns), and second-year receiver Corey Brown (31 receptions for 447 yards)

---

The Panthers defense gave up just 308 points, ranking sixth in the league, while also leading the NFL in interceptions with 24 and boasting four Pro Bowl selections. Pro Bowl defensive tackle Kawann Short led the team in sacks with 11, while also forcing three fumbles and recovering two. Fellow lineman Mario Addison added 6½ sacks. The Panthers line also featured veteran defensive end Jared Allen, a 5-time pro bowler who was the NFL's active career sack leader with 136, along with defensive end Kony Ealy, who had 5 sacks in just 9 starts. Behind them, two of the Panthers three starting linebackers were also selected to play in the Pro Bowl: Thomas Davis and Luke Kuechly. Davis compiled 5½ sacks, four forced fumbles, and four interceptions, while Kuechly led the team in tackles (118) forced two fumbles, and intercepted four passes of his own",0.8158,False,0.6362,False,-1.0,1.063,squad,45,mistral,ollama
How many Panthers players were selected to the Pro Bowl?,Ten,hcpc_v1, Six Panthers players were selected to the Pro Bowl.,". The Panthers backfield featured Pro Bowl running back Jonathan Stewart, who led the team with 989 rushing yards and six touchdowns in 13 games, along with Pro Bowl fullback Mike Tolbert, who rushed for 256 yards and caught 18 passes for another 154 yards

---

The Panthers offense, which led the NFL in scoring (500 points), was loaded with talent, boasting six Pro Bowl selections

---

. Behind them, two of the Panthers three starting linebackers were also selected to play in the Pro Bowl: Thomas Davis and Luke Kuechly",0.8158,False,0.6893,False,-1.0,0.531,squad,45,mistral,ollama
How many Panthers players were selected to the Pro Bowl?,Ten,hcpc_v2, Six Panthers players were selected to the Pro Bowl.,". The Panthers backfield featured Pro Bowl running back Jonathan Stewart, who led the team with 989 rushing yards and six touchdowns in 13 games, along with Pro Bowl fullback Mike Tolbert, who rushed for 256 yards and caught 18 passes for another 154 yards. Carolina's offensive line also featured two Pro Bowl selections: center Ryan Kalil and guard Trai Turner.

---

The Panthers offense, which led the NFL in scoring (500 points), was loaded with talent, boasting six Pro Bowl selections. Pro Bowl quarterback Cam Newton had one of his best seasons, throwing for 3,837 yards and rushing for 636, while recording a career-high and league-leading 45 total touchdowns (35 passing, 10 rushing), a career-low 10 interceptions, and a career-best quarterback rating of 99.4. Newton's leading receivers were tight end Greg Olsen, who caught a career-high 77 passes for 1,104 yards and seven touchdowns, and wide receiver Ted Ginn, Jr., who caught 44 passes for 739 yards and 10 touchdowns; Ginn also rushed for 60 yards and returned 27 punts for 277 yards. Other key receivers included veteran Jerricho Cotchery (39 receptions for 485 yards), rookie Devin Funchess (31 receptions for 473 yards and five touchdowns), and second-year receiver Corey Brown (31 receptions for 447 yards)

---

The Panthers defense gave up just 308 points, ranking sixth in the league, while also leading the NFL in interceptions with 24 and boasting four Pro Bowl selections. Pro Bowl defensive tackle Kawann Short led the team in sacks with 11, while also forcing three fumbles and recovering two. Fellow lineman Mario Addison added 6½ sacks. The Panthers line also featured veteran defensive end Jared Allen, a 5-time pro bowler who was the NFL's active career sack leader with 136, along with defensive end Kony Ealy, who had 5 sacks in just 9 starts. Behind them, two of the Panthers three starting linebackers were also selected to play in the Pro Bowl: Thomas Davis and Luke Kuechly. Davis compiled 5½ sacks, four forced fumbles, and four interceptions, while Kuechly led the team in tackles (118) forced two fumbles, and intercepted four passes of his own",0.8158,False,0.6362,False,0.6673,1.014,squad,45,mistral,ollama
What event did Storch and Muntzer help instigate?,German Peasants' War,baseline, The German Peasants' War of 1524–25,"Despite his victory in Wittenberg, Luther was unable to stifle radicalism further afield. Preachers such as Zwickau prophet Nicholas Storch and Thomas Müntzer helped instigate the German Peasants' War of 1524–25, during which many atrocities were committed, often in Luther's name. There had been revolts by the peasantry on a smaller scale since the 15th century. Luther's pamphlets against the Church and the hierarchy, often worded with ""liberal"" phraseology, now led many peasants to believe he would support an attack on the upper classes in general. Revolts broke out in Franconia, Swabia, and Thuringia in 1524, even drawing support from disaffected nobles, many of whom were in debt. Gaining momentum under the leadership of radicals such as Müntzer in Thuringia and Michael Gaismair in Tyrol, the revolts turned into war.

---

Without Luther's backing for the uprising, many rebels laid down their weapons; others felt betrayed. Their defeat by the Swabian League at the Battle of Frankenhausen on 15 May 1525, followed by Müntzer's execution, brought the revolutionary stage of the Reformation to a close. Thereafter, radicalism found a refuge in the anabaptist movement and other religious movements, while Luther's Reformation flourished under the wing of the secular powers.

---

. Cajetan's original instructions had been to arrest Luther if he failed to recant, but the legate desisted from doing so. Luther slipped out of the city at night, unbeknownst to Cajetan.",0.7126,False,0.3367,False,-1.0,1.076,squad,45,mistral,ollama
What event did Storch and Muntzer help instigate?,German Peasants' War,hcpc_v1, The German Peasants' War of 1524–25,". Preachers such as Zwickau prophet Nicholas Storch and Thomas Müntzer helped instigate the German Peasants' War of 1524–25, during which many atrocities were committed, often in Luther's name

---

. Their defeat by the Swabian League at the Battle of Frankenhausen on 15 May 1525, followed by Müntzer's execution, brought the revolutionary stage of the Reformation to a close

---

. Cajetan's original instructions had been to arrest Luther if he failed to recant, but the legate desisted from doing so. Luther slipped out of the city at night, unbeknownst to Cajetan.",0.7126,False,0.3823,False,-1.0,0.849,squad,45,mistral,ollama
What event did Storch and Muntzer help instigate?,German Peasants' War,hcpc_v2, The German Peasants' War of 1524–25,"Despite his victory in Wittenberg, Luther was unable to stifle radicalism further afield. Preachers such as Zwickau prophet Nicholas Storch and Thomas Müntzer helped instigate the German Peasants' War of 1524–25, during which many atrocities were committed, often in Luther's name. There had been revolts by the peasantry on a smaller scale since the 15th century. Luther's pamphlets against the Church and the hierarchy, often worded with ""liberal"" phraseology, now led many peasants to believe he would support an attack on the upper classes in general. Revolts broke out in Franconia, Swabia, and Thuringia in 1524, even drawing support from disaffected nobles, many of whom were in debt. Gaining momentum under the leadership of radicals such as Müntzer in Thuringia and Michael Gaismair in Tyrol, the revolts turned into war.

---

Without Luther's backing for the uprising, many rebels laid down their weapons; others felt betrayed. Their defeat by the Swabian League at the Battle of Frankenhausen on 15 May 1525, followed by Müntzer's execution, brought the revolutionary stage of the Reformation to a close. Thereafter, radicalism found a refuge in the anabaptist movement and other religious movements, while Luther's Reformation flourished under the wing of the secular powers.

---

. Cajetan's original instructions had been to arrest Luther if he failed to recant, but the legate desisted from doing so. Luther slipped out of the city at night, unbeknownst to Cajetan.",0.7126,False,0.3367,True,0.3048,1.074,squad,45,mistral,ollama
In what unit is the size of the input measured?,bits,baseline, The size of the input is measured in bits.,"To measure the difficulty of solving a computational problem, one may wish to see how much time the best algorithm requires to solve the problem. However, the running time may, in general, depend on the instance. In particular, larger instances will require more time to solve. Thus the time required to solve a problem (or the space required, or any measure of complexity) is calculated as a function of the size of the instance. This is usually taken to be the size of the input in bits. Complexity theory is interested in how algorithms scale with an increase in the input size. For instance, in the problem of finding whether a graph is connected, how much more time does it take to solve a problem for a graph with 2n vertices compared to the time taken for a graph with n vertices?

---

If the input size is n, the time taken can be expressed as a function of n. Since the time taken on different inputs of the same size can be different, the worst-case time complexity T(n) is defined to be the maximum time taken over all inputs of size n. If T(n) is a polynomial in n, then the algorithm is said to be a polynomial time algorithm. Cobham's thesis says that a problem can be solved with a feasible amount of resources if it admits a polynomial time algorithm.

---

The best, worst and average case complexity refer to three different ways of measuring the time complexity (or any other complexity measure) of different inputs of the same size. Since some inputs of size n may be faster to solve than others, we define the following complexities:",0.7855,False,0.3091,False,-1.0,0.769,squad,45,mistral,ollama
In what unit is the size of the input measured?,bits,hcpc_v1, The size of the input is measured in bits.,". This is usually taken to be the size of the input in bits. Complexity theory is interested in how algorithms scale with an increase in the input size

---

If the input size is n, the time taken can be expressed as a function of n. Since the time taken on different inputs of the same size can be different, the worst-case time complexity T(n) is defined to be the maximum time taken over all inputs of size n

---

. Since some inputs of size n may be faster to solve than others, we define the following complexities:",0.7855,False,0.4188,False,-1.0,0.57,squad,45,mistral,ollama
In what unit is the size of the input measured?,bits,hcpc_v2, The size of the input is measured in bits.,"To measure the difficulty of solving a computational problem, one may wish to see how much time the best algorithm requires to solve the problem. However, the running time may, in general, depend on the instance. In particular, larger instances will require more time to solve. Thus the time required to solve a problem (or the space required, or any measure of complexity) is calculated as a function of the size of the instance. This is usually taken to be the size of the input in bits. Complexity theory is interested in how algorithms scale with an increase in the input size. For instance, in the problem of finding whether a graph is connected, how much more time does it take to solve a problem for a graph with 2n vertices compared to the time taken for a graph with n vertices?

---

If the input size is n, the time taken can be expressed as a function of n. Since the time taken on different inputs of the same size can be different, the worst-case time complexity T(n) is defined to be the maximum time taken over all inputs of size n. If T(n) is a polynomial in n, then the algorithm is said to be a polynomial time algorithm. Cobham's thesis says that a problem can be solved with a feasible amount of resources if it admits a polynomial time algorithm.

---

The best, worst and average case complexity refer to three different ways of measuring the time complexity (or any other complexity measure) of different inputs of the same size . Since some inputs of size n may be faster to solve than others, we define the following complexities:",0.7855,False,0.3091,True,0.6161,0.77,squad,45,mistral,ollama
"Teacher's colleges certify, govern and enforce what for teachers?",standards of practice,baseline, Standards of practice for the teaching profession.,"The functions of the teacher's colleges may include setting out clear standards of practice, providing for the ongoing education of teachers, investigating complaints involving members, conducting hearings into allegations of professional misconduct and taking appropriate disciplinary action and accrediting teacher education programs. In many situations teachers in publicly funded schools must be members in good standing with the college, and private schools may also require their teachers to be college peoples. In other areas these roles may belong to the State Board of Education, the Superintendent of Public Instruction, the State Education Agency or other governmental bodies. In still other areas Teaching Unions may be responsible for some or all of these duties.

---

There are a variety of bodies designed to instill, preserve and update the knowledge and professional standing of teachers. Around the world many governments operate teacher's colleges, which are generally established to serve and protect the public interest through certifying, governing and enforcing the standards of practice for the teaching profession.

---

There are many similarities and differences among teachers around the world. In almost all countries teachers are educated in a university or college. Governments may require certification by a recognized body before they can teach in a school. In many countries, elementary school education certificate is earned after completion of high school. The high school student follows an education specialty track, obtain the prerequisite ""student-teaching"" time, and receive a special diploma to begin teaching after graduation. In addition to certification, many educational institutions especially within the US, require that prospective teachers pass a background check and psychiatric evaluation to be able to teach in classroom. This is not always the case with adult further learning institutions but is fast becoming the norm in many countries as security concerns grow.",0.8553,False,0.6679,False,-1.0,0.813,squad,45,mistral,ollama
"Teacher's colleges certify, govern and enforce what for teachers?",standards of practice,hcpc_v1, Standards of practice for the teaching profession.,"The functions of the teacher's colleges may include setting out clear standards of practice, providing for the ongoing education of teachers, investigating complaints involving members, conducting hearings into allegations of professional misconduct and

---

. Around the world many governments operate teacher's colleges, which are generally established to serve and protect the public interest through certifying, governing and enforcing the standards of practice for the teaching profession.

---

There are many similarities and differences among teachers around the world. In almost all countries teachers are educated in a university or college. Governments may require certification by a recognized body before they can teach in a school",0.8553,False,0.6814,False,-1.0,0.475,squad,45,mistral,ollama
"Teacher's colleges certify, govern and enforce what for teachers?",standards of practice,hcpc_v2, Standards of practice for the teaching profession.,"The functions of the teacher's colleges may include setting out clear standards of practice, providing for the ongoing education of teachers, investigating complaints involving members, conducting hearings into allegations of professional misconduct and taking appropriate disciplinary action and accrediting teacher education programs. In many situations teachers in publicly funded schools must be members in good standing with the college, and private schools may also require their teachers to be college peoples. In other areas these roles may belong to the State Board of Education, the Superintendent of Public Instruction, the State Education Agency or other governmental bodies. In still other areas Teaching Unions may be responsible for some or all of these duties.

---

There are a variety of bodies designed to instill, preserve and update the knowledge and professional standing of teachers. Around the world many governments operate teacher's colleges, which are generally established to serve and protect the public interest through certifying, governing and enforcing the standards of practice for the teaching profession.

---

There are many similarities and differences among teachers around the world. In almost all countries teachers are educated in a university or college. Governments may require certification by a recognized body before they can teach in a school . In many countries, elementary school education certificate is earned after completion of high school . The high school student follows an education specialty track, obtain the prerequisite ""student-teaching"" time, and receive a special diploma to begin teaching after graduation . In addition to certification, many educational institutions especially within the US, require that prospective teachers pass a background check and psychiatric evaluation to be able to teach in classroom . This is not always the case with adult further learning institutions but is fast becoming the norm in many countries as security concerns grow.",0.8553,False,0.6697,True,0.5734,0.738,squad,45,mistral,ollama
What are upper-level secondary schools called?,Gymnasium,baseline," Based solely on the provided context, the information about upper-level secondary schools is not explicitly stated. However, inferred from the context, these could be referred to as ""secondary schools"" or ""government selective schools"" (Melbourne High School for boys, MacRobertson Girls' High School for girls, John Monash Science School, Nossal High School, Suzanne Cory High School, and The Victorian College of the Arts Secondary School) since they are mentioned as distinct from primary schools.","Victorian schools are either publicly or privately funded. Public schools, also known as state or government schools, are funded and run directly by the Victoria Department of Education . Students do not pay tuition fees, but some extra costs are levied. Private fee-paying schools include parish schools run by the Roman Catholic Church and independent schools similar to British public schools. Independent schools are usually affiliated with Protestant churches. Victoria also has several private Jewish and Islamic primary and secondary schools. Private schools also receive some public funding. All schools must comply with government-set curriculum standards. In addition, Victoria has four government selective schools, Melbourne High School for boys, MacRobertson Girls' High School for girls, the coeducational schools John Monash Science School, Nossal High School and Suzanne Cory High School, and The Victorian College of the Arts Secondary School

---

This is true throughout most of the United States as well. However, alternative approaches for primary education do exist. One of these, sometimes referred to as a ""platoon"" system, involves placing a group of students together in one class that moves from one specialist to another for every subject. The advantage here is that students learn from teachers who specialize in one subject and who tend to be more knowledgeable in that one area than a teacher who teaches many subjects. Students still derive a strong sense of security by staying with the same group of peers for all classes.

---

Perhaps the most significant difference between primary school and secondary school teaching is the relationship between teachers and children. In primary schools each class has a teacher who stays with them for most of the week and will teach them the whole curriculum. In secondary schools they will be taught by different subject specialists each session during the week and may have ten or more different teachers. The relationship between children and their teachers tends to be closer in the primary school where they act as form tutor, specialist teacher and surrogate parent during the course of the day.",0.7312,False,0.4026,False,-1.0,4.455,squad,45,mistral,ollama
What are upper-level secondary schools called?,Gymnasium,hcpc_v1," I cannot find this information in the provided context as it only discusses secondary schools in Victoria, Australia without specifying their level (upper or lower). The context does not provide details about the names of upper-level secondary schools.",". In addition, Victoria has four government selective schools, Melbourne High School for boys, MacRobertson Girls' High School for girls, the coeducational schools John Monash Science School, Nossal High School and Suzanne Cory High School, and The

---

This is true throughout most of the United States as well. However, alternative approaches for primary education do exist

---

. In primary schools each class has a teacher who stays with them for most of the week and will teach them the whole curriculum",0.5826,False,0.499,False,-1.0,1.905,squad,45,mistral,ollama
What are upper-level secondary schools called?,Gymnasium,hcpc_v2," Based solely on the provided context, the names of upper-level secondary schools in Victoria, Australia are not explicitly mentioned. However, they can be inferred to be the four government selective schools mentioned: Melbourne High School for boys, MacRobertson Girls' High School for girls, the coeducational schools John Monash Science School, Nossal High School and Suzanne Cory High School, and The Victorian College of the Arts Secondary School.","Victorian schools are either publicly or privately funded. Public schools, also known as state or government schools, are funded and run directly by the Victoria Department of Education . Students do not pay tuition fees, but some extra costs are levied. Private fee-paying schools include parish schools run by the Roman Catholic Church and independent schools similar to British public schools. Independent schools are usually affiliated with Protestant churches. Victoria also has several private Jewish and Islamic primary and secondary schools. Private schools also receive some public funding. All schools must comply with government-set curriculum standards. In addition, Victoria has four government selective schools, Melbourne High School for boys, MacRobertson Girls' High School for girls, the coeducational schools John Monash Science School, Nossal High School and Suzanne Cory High School, and The Victorian College of the Arts Secondary School

---

This is true throughout most of the United States as well. However, alternative approaches for primary education do exist. One of these, sometimes referred to as a ""platoon"" system, involves placing a group of students together in one class that moves from one specialist to another for every subject. The advantage here is that students learn from teachers who specialize in one subject and who tend to be more knowledgeable in that one area than a teacher who teaches many subjects. Students still derive a strong sense of security by staying with the same group of peers for all classes.

---

Perhaps the most significant difference between primary school and secondary school teaching is the relationship between teachers and children . In primary schools each class has a teacher who stays with them for most of the week and will teach them the whole curriculum . In secondary schools they will be taught by different subject specialists each session during the week and may have ten or more different teachers . The relationship between children and their teachers tends to be closer in the primary school where they act as form tutor, specialist teacher and surrogate parent during the course of the day.",0.682,False,0.4126,True,0.3232,3.989,squad,45,mistral,ollama
How is lap provided by overlapping the admission side port?,lengthening rubbing surfaces of the valve,baseline," The context does not explicitly state how the lap is provided by overlapping the admission side port. However, it can be inferred that by lengthening the rubbing surfaces of the valve and making them overlap the port on the admission side, the exhaust side remains open for a longer period after cut-off on the admission side has occurred. This means that the steam continues to flow out from the cylinder even after the admission side has been closed, thus providing lap or overlap in the cycle of the reciprocating piston engine.","In the 1840s and 50s, there were attempts to overcome this problem by means of various patent valve gears with a separate, variable cutoff expansion valve riding on the back of the main slide valve; the latter usually had fixed or limited cutoff. The combined setup gave a fair approximation of the ideal events, at the expense of increased friction and wear, and the mechanism tended to be complicated. The usual compromise solution has been to provide lap by lengthening rubbing surfaces of the valve in such a way as to overlap the port on the admission side, with the effect that the exhaust side remains open for a longer period after cut-off on the admission side has occurred. This expedient has since been generally considered satisfactory for most purposes and makes possible the use of the simpler Stephenson, Joy and Walschaerts motions

---

Southern California is also home to the Port of Los Angeles, the United States' busiest commercial port; the adjacent Port of Long Beach, the United States' second busiest container port; and the Port of San Diego.

---

In most reciprocating piston engines, the steam reverses its direction of flow at each stroke (counterflow), entering and exhausting from the cylinder by the same port. The complete engine cycle occupies one rotation of the crank and two piston strokes; the cycle also comprises four events – admission, expansion, exhaust, compression. These events are controlled by valves often working inside a steam chest adjacent to the cylinder; the valves distribute the steam by opening and closing steam ports communicating with the cylinder end(s) and are driven by valve gear, of which there are many types.[citation needed]",0.5696,False,0.2455,False,-1.0,4.578,squad,45,mistral,ollama
