pair_id,dataset,query_index,question,ground_truth,model,backend,seed,set_type,passage_idxs,mean_query_sim,ccs,sim_gap,ccs_gap,overlap,answer,faithfulness_score,is_hallucination,nli_label,latency_s,error
fix01_ad3f7665f9ce,squad,1564,In what city is the Nikola Tesla Museum?,Belgrade,mistral,ollama,42,low_ccs,"[16, 17, 18]",0.485077,0.064644,0.011409,0.607595,0, I cannot find this information in the provided context. The context does not mention any location related to the Nikola Tesla Museum.,0.7236,False,faithful,13.294,
fix01_ab51ba6881bf,squad,1555,What was another use for the weapon?,anti-aircraft purposes,mistral,ollama,42,high_ccs,"[10, 14, 18]",0.187225,0.794691,0.00445,1.032677,0," I cannot find any information in the provided context about another use for the weapon (the wooden paddle used for corporal punishment). The context only discusses its use for disciplining students in schools, both in the United States and other countries.",0.7511,False,faithful,12.856,
fix01_ab51ba6881bf,squad,1555,What was another use for the weapon?,anti-aircraft purposes,mistral,ollama,42,low_ccs,"[4, 16, 17]",0.191675,-0.237986,0.00445,1.032677,0," I cannot find information about another use for the weapon in the provided context. The context only mentions that Tesla built a device based on a narrow stream of small tungsten pellets accelerated via high voltage, and that he intended to give it to the world soon after his statement in 1937. There is no information about other uses for this device.",0.5802,False,faithful,21.338,
fix01_d80597aabed1,squad,1059,From which countries did the Norse originate?,"Denmark, Iceland and Norway",mistral,ollama,42,high_ccs,"[1, 9, 11]",0.381645,0.711246,0.01663,0.622031,0," Denmark, Iceland, and Norway.",0.6831,False,faithful,11.104,
fix01_d80597aabed1,squad,1059,From which countries did the Norse originate?,"Denmark, Iceland and Norway",mistral,ollama,42,low_ccs,"[3, 6, 8]",0.398275,0.089214,0.01663,0.622031,0," The context does not provide information about the country of origin of the Norse. However, it is stated that the word ""Norseman"" or ""Nordmannus"" comes from Old Norse Norðmaðr, which suggests that the Norse originated from Norway.",0.6096,False,faithful,16.928,
fix01_797cc4e3329a,squad,126,How many sites did the NFL narrow down Super Bowl 50's location to?,three,mistral,ollama,42,high_ccs,"[7, 14, 17]",0.457243,0.647915,0.012204,0.509431,0, I cannot find this information in the provided context. The context does not mention the locations that were considered for Super Bowl 50.,0.6991,False,faithful,13.563,
fix01_797cc4e3329a,squad,126,How many sites did the NFL narrow down Super Bowl 50's location to?,three,mistral,ollama,42,low_ccs,"[11, 13, 18]",0.445039,0.138484,0.012204,0.509431,0, I cannot find this information in the provided context. The context does not mention the number of sites that were considered for Super Bowl 50's location.,0.6929,False,faithful,11.218,
fix01_e84a58ccecde,squad,49,Who was the Most Valuable Player for the 2015 NFL season?,Cam Newton,mistral,ollama,42,high_ccs,"[14, 15, 16]",0.408614,0.775318,0.005787,0.580171,1," I cannot find this information in the provided context as it does not pertain to the MVP of the 2015 NFL season. The context only discusses events from a specific football game between the Denver Broncos and Carolina Panthers, and no mention of the MVP award is made.",0.4618,True,hallucinated,20.72,
fix01_e84a58ccecde,squad,49,Who was the Most Valuable Player for the 2015 NFL season?,Cam Newton,mistral,ollama,42,low_ccs,"[6, 16, 17]",0.414401,0.195147,0.005787,0.580171,1," I cannot find this information in the provided context as it does not mention who the MVP of the 2015 NFL season was. The context only discusses individual performances during a specific Super Bowl game and promotions related to the ""Golden Super Bowl.""",0.6059,False,faithful,20.081,
fix01_ea7b7ceb5aca,squad,9,What does AFC stand for?,American Football Conference,mistral,ollama,42,high_ccs,"[2, 17, 18]",0.278629,0.549728,0.014842,0.522984,1," The context provided does not mention what AFC stands for. However, in American football, AFC often refers to the American Football Conference.",0.7352,False,faithful,13.768,
fix01_ea7b7ceb5aca,squad,9,What does AFC stand for?,American Football Conference,mistral,ollama,42,low_ccs,"[11, 15, 18]",0.263788,0.026745,0.014842,0.522984,1, I cannot find this information in the provided context. The context does not mention anything about AFC (American Football Conference).,0.6149,False,faithful,12.565,
fix01_3100dc1299cd,squad,1174,What is Tesla's home country?,Serbian,mistral,ollama,42,high_ccs,"[1, 8, 16]",0.446376,0.728652,0.005693,0.53404,0, I cannot find this information in the provided context. The context does not specify Tesla's home country before he emigrated to the United States in 1884.,0.5568,False,faithful,12.141,
fix01_3100dc1299cd,squad,1174,What is Tesla's home country?,Serbian,mistral,ollama,42,low_ccs,"[3, 6, 11]",0.452069,0.194612,0.005693,0.53404,0, Tesla was born in the Austrian Empire (modern-day Croatia).,0.7014,False,faithful,9.425,
fix01_6e92b0d99a31,squad,2366,What was the Black Cloister?,former monastery,mistral,ollama,42,high_ccs,"[3, 8, 12]",0.274207,0.596874,0.004019,0.726523,1," The Black Cloister refers to the former monastery that Luther and his wife moved into, which was a wedding present from the new elector John the Steadfast (1525–32).",0.5639,False,faithful,16.364,
fix01_6e92b0d99a31,squad,2366,What was the Black Cloister?,former monastery,mistral,ollama,42,low_ccs,"[3, 5, 16]",0.278226,-0.129649,0.004019,0.726523,1," The Black Cloister refers to a former monastery that Luther and his wife moved into, which was a wedding present from the new elector John the Steadfast (1525–32).",0.5406,False,faithful,12.055,
fix01_b32f876e6167,squad,364,When was Newton the first selection in the NFL Draft?,2011,mistral,ollama,42,high_ccs,"[4, 6, 7]",0.419428,0.775318,0.014596,0.526179,1, I cannot find this information in the provided context. The context does not mention when Cam Newton was drafted in the NFL.,0.5743,False,faithful,14.199,
fix01_b32f876e6167,squad,364,When was Newton the first selection in the NFL Draft?,2011,mistral,ollama,42,low_ccs,"[4, 5, 18]",0.404832,0.249139,0.014596,0.526179,1, I cannot find this information in the provided context. The context does not provide any details about when Newton was drafted in the NFL.,0.5448,False,faithful,10.289,
fix01_1a4dd99401b8,squad,2218,What story has little foundation in truth?,the posting on the door,mistral,ollama,42,high_ccs,"[2, 15, 19]",0.235233,0.589798,0.001623,0.704096,1, The provided context does not contain any information about a specific story having little foundation in truth.,0.9417,False,faithful,13.492,
fix01_1a4dd99401b8,squad,2218,What story has little foundation in truth?,the posting on the door,mistral,ollama,42,low_ccs,"[6, 7, 19]",0.23361,-0.114298,0.001623,0.704096,1," I cannot find any information in the provided context about a specific story having little foundation in truth. The context primarily discusses religious teachings and historical events related to Martin Luther's work, but it does not provide details about stories with questionable accuracy.",0.5905,False,faithful,14.369,
fix01_e37880646976,squad,2225,Who translated and printed Luther's 95 These?,friends of Luther,mistral,ollama,42,high_ccs,"[1, 4, 5]",0.564081,0.594375,0.004278,0.360402,0, I cannot find this information in the provided context.,0.5531,False,faithful,11.032,
fix01_e37880646976,squad,2225,Who translated and printed Luther's 95 These?,friends of Luther,mistral,ollama,42,low_ccs,"[0, 15, 17]",0.568359,0.233973,0.004278,0.360402,0, I cannot find this information in the provided context regarding who translated and printed Luther's 95 Theses.,0.6893,False,faithful,9.813,
fix01_8aefd84cc5a6,squad,1899,"Who is generally considered on the same level as physicians, lawyers, engineers, and accountants (Chartered or CPA)?",paid professionals.,mistral,ollama,42,high_ccs,"[11, 18, 19]",0.233414,0.724078,0.003909,0.750267,1," I cannot find this information in the provided context about who is generally considered on the same level as physicians, lawyers, engineers, and accountants. The context only discusses the role of a teacher and their professional duties, but it does not compare them to other professions such as those mentioned.",0.6254,False,faithful,13.455,
fix01_8aefd84cc5a6,squad,1899,"Who is generally considered on the same level as physicians, lawyers, engineers, and accountants (Chartered or CPA)?",paid professionals.,mistral,ollama,42,low_ccs,"[14, 15, 19]",0.237323,-0.026189,0.003909,0.750267,1," I cannot find this information in the provided context. The context does not provide any comparison between teachers and professions such as physicians, lawyers, engineers, and accountants (Chartered or CPA).",0.5835,False,faithful,11.991,
fix01_ed68fc6016b1,squad,206,When did the Packers arrive at a record of 13-0?,2011,mistral,ollama,42,high_ccs,"[6, 9, 13]",0.415317,0.754897,0.012649,0.512572,0, I cannot find this information in the provided context as it does not pertain to the Green Bay Packers or their record.,0.6537,False,faithful,13.333,
fix01_ed68fc6016b1,squad,206,When did the Packers arrive at a record of 13-0?,2011,mistral,ollama,42,low_ccs,"[1, 15, 18]",0.402667,0.242325,0.012649,0.512572,0," I cannot find this information in the provided context as it does not pertain to the Green Bay Packers. The context only discusses the Carolina Panthers and Denver Broncos, with no mention of the Packers or their record.",0.799,False,faithful,16.424,
fix01_3b9ef124729f,squad,99,Who headlined the halftime show for Super Bowl 50?,Coldplay,mistral,ollama,42,high_ccs,"[7, 11, 18]",0.427661,0.649185,0.00267,0.524293,0, I cannot find this information in the provided context. The context does not mention who headlined the halftime show for Super Bowl 50.,0.7281,False,faithful,11.31,
fix01_3b9ef124729f,squad,99,Who headlined the halftime show for Super Bowl 50?,Coldplay,mistral,ollama,42,low_ccs,"[6, 14, 19]",0.430331,0.124893,0.00267,0.524293,0," I cannot find this information in the provided context. The context does not mention who headlined the halftime show for Super Bowl 50, which was held in 2016, not in 2013 or 2014 as mentioned in the text.",0.731,False,faithful,15.144,
fix01_e162d13f1f7b,squad,504,What is the name of the program that provides contracting work to local companies?,Business Connect,mistral,ollama,42,high_ccs,"[5, 8, 9]",0.15769,0.552073,0.001249,0.78237,0, I cannot find this information in the provided context. The context does not mention any program that provides contracting work to local companies.,0.7172,False,faithful,10.042,
fix01_e162d13f1f7b,squad,504,What is the name of the program that provides contracting work to local companies?,Business Connect,mistral,ollama,42,low_ccs,"[2, 7, 16]",0.156441,-0.230297,0.001249,0.78237,0, I cannot find this information in the provided context. The context does not mention any program that provides contracting work to local companies.,0.7172,False,faithful,10.595,
fix01_480790b8b26c,squad,1823,What is a particular problem in biology that would benefit from determining that P = NP?,protein structure prediction,mistral,ollama,42,high_ccs,"[7, 13, 15]",0.389468,0.666561,0.009882,0.417136,0," I cannot find this information in the provided context. The context does not specify any particular biological problem that would benefit from determining that P = NP, as it focuses on explaining computational problems and their instances in theoretical computer science.",0.5418,False,faithful,12.673,
fix01_480790b8b26c,squad,1823,What is a particular problem in biology that would benefit from determining that P = NP?,protein structure prediction,mistral,ollama,42,low_ccs,"[6, 12, 17]",0.399349,0.249425,0.009882,0.417136,0," I cannot find information about a specific problem in biology that would benefit from determining that P = NP, as the provided context does not contain any biological examples or connections to computational complexity classes.",0.4229,True,hallucinated,10.3,
fix01_c4f6695029a8,squad,1648,How old was Tesla when he wrote that he'd completed his dynamic theory of gravity?,81,mistral,ollama,42,high_ccs,"[14, 15, 19]",0.504278,0.713976,0.001917,0.361221,0, I cannot find this information in the provided context. The context does not mention any details about when or at what age Tesla wrote about his dynamic theory of gravity.,0.5608,False,faithful,11.356,
fix01_c4f6695029a8,squad,1648,How old was Tesla when he wrote that he'd completed his dynamic theory of gravity?,81,mistral,ollama,42,low_ccs,"[12, 16, 17]",0.506195,0.352755,0.001917,0.361221,0, I cannot find this information in the provided context. The context does not mention any details about when Tesla wrote about his dynamic theory of gravity.,0.5309,False,faithful,9.416,
fix01_47ed64b06bf7,squad,2066,Where are teachers recruited from?,Lehramtstudien (Teaching Education Studies),mistral,ollama,42,high_ccs,"[2, 3, 12]",0.509756,0.724078,0.000988,0.446464,1, Teachers are typically recruited from individuals who have obtained specified professional qualifications or credentials from a university or college.,0.7242,False,faithful,7.017,
fix01_47ed64b06bf7,squad,2066,Where are teachers recruited from?,Lehramtstudien (Teaching Education Studies),mistral,ollama,42,low_ccs,"[0, 3, 16]",0.508768,0.277614,0.000988,0.446464,1," Teachers, according to the provided context, are typically recruited after they obtain specified professional qualifications or credentials from a university or college.",0.6802,False,faithful,7.064,
fix01_4f96c9bbf515,squad,1900,What could a teacher help in organizing?,school functions,mistral,ollama,42,high_ccs,"[8, 17, 18]",0.389674,0.631815,0.007892,0.469276,1," Based on the provided context, a teacher can help in organizing a classroom atmosphere that fosters energy, interest, and excitement in learning the subject matter. However, the text does not explicitly state that a teacher helps in organizing specific materials or resources.",0.6825,False,faithful,14.463,
fix01_4f96c9bbf515,squad,1900,What could a teacher help in organizing?,school functions,mistral,ollama,42,low_ccs,"[12, 17, 19]",0.381782,0.162539,0.007892,0.469276,1," A teacher can help in organizing effective learning environments, beneficial relationships with students, aligning personal goals with academic goals, and fostering student achievement.",0.7594,False,faithful,9.903,
fix01_044ec3830a9e,squad,426,Where did the Broncos practice for the Super Bowl?,Stanford University,mistral,ollama,42,high_ccs,"[9, 16, 18]",0.48681,0.743158,0.000555,0.594866,0, I cannot find this information in the provided context. The context does not mention where the Broncos practiced for the Super Bowl.,0.7015,False,faithful,12.391,
fix01_044ec3830a9e,squad,426,Where did the Broncos practice for the Super Bowl?,Stanford University,mistral,ollama,42,low_ccs,"[11, 14, 19]",0.487365,0.148293,0.000555,0.594866,0, I cannot find this information in the provided context. The context does not mention where the Broncos practiced for the Super Bowl.,0.7015,False,faithful,10.385,
fix01_089fc5771958,squad,1468,What was the recorded length of the first spark?,five inches,mistral,ollama,42,high_ccs,"[6, 7, 14]",0.27533,0.701827,0.002674,0.505692,0, I cannot find this information in the provided context. The context does not mention any details about the length of the first spark.,0.6489,False,faithful,10.034,
fix01_089fc5771958,squad,1468,What was the recorded length of the first spark?,five inches,mistral,ollama,42,low_ccs,"[5, 9, 13]",0.272656,0.196135,0.002674,0.505692,0, I cannot find this information in the provided context. The context does not mention any details about the length or duration of the first spark related to Tesla's work.,0.5765,False,faithful,9.124,
fix01_0534b1f1e06e,squad,640,Who handled the color commentary for Denver's radio stations?,Ed McCaffrey,mistral,ollama,42,high_ccs,"[3, 4, 11]",0.322794,0.534467,0.000203,0.634223,1," I cannot find this information in the provided context. The context only discusses CBS's television coverage of Super Bowl 50, not the radio broadcast for any specific team like Denver.",0.6404,False,faithful,9.366,
fix01_0534b1f1e06e,squad,640,Who handled the color commentary for Denver's radio stations?,Ed McCaffrey,mistral,ollama,42,low_ccs,"[2, 3, 19]",0.322592,-0.099756,0.000203,0.634223,1," I cannot find this information in the provided context. The context only discusses the broadcasting of the Super Bowl in the United States, but does not mention any radio stations or their commentators for Denver.",0.6169,False,faithful,10.261,
fix01_60bdc8abacda,squad,2165,Where did Martin Luther go to school?,University of Erfurt,mistral,ollama,42,high_ccs,"[6, 10, 12]",0.515941,0.607853,0.009995,0.308795,0, I cannot find information about where Martin Luther went to school in the provided context.,0.7169,False,faithful,8.624,
fix01_60bdc8abacda,squad,2165,Where did Martin Luther go to school?,University of Erfurt,mistral,ollama,42,low_ccs,"[4, 15, 19]",0.505946,0.299058,0.009995,0.308795,0, The provided context does not specify where Martin Luther went to school.,0.4534,True,hallucinated,4.957,
fix01_0508ae60dc60,squad,2379,What unintended development did the relationship with the elector have on church government?,under the temporal sovereign,mistral,ollama,42,high_ccs,"[4, 6, 10]",0.296365,0.595379,0.015382,0.722402,1," I cannot find this information in the provided context regarding the unintended development that the relationship with the elector had on church government. The context primarily discusses Luther's efforts to reach the common people and young, his concerns about Christian education, and his work towards organizing a new church. There is no mention of any specific impact on church government due to his relationship with the elector.",0.6656,False,faithful,15.213,
fix01_0508ae60dc60,squad,2379,What unintended development did the relationship with the elector have on church government?,under the temporal sovereign,mistral,ollama,42,low_ccs,"[4, 12, 15]",0.280983,-0.127024,0.015382,0.722402,1," I cannot find this information in the provided context as it does not pertain to the relationship between Luther and the church government, or any other religious figure mentioned in the context. The context only discusses the Normans' influence on Sicily and Malta, Martin Luther's approach to religious instruction, and the general characteristics of Protestant denominations.",0.6833,False,faithful,12.897,
fix01_6ae4a4de7315,squad,1,Which NFL team represented the NFC at Super Bowl 50?,Carolina Panthers,mistral,ollama,42,high_ccs,"[9, 10, 16]",0.494994,0.61332,0.000205,0.438878,0," The NFL team that represented the NFC at Super Bowl 50 was not explicitly mentioned in the provided context, but based on the information about Cam Newton and the Carolina Panthers, it can be inferred that the Carolina Panthers represented the NFC.",0.7989,False,faithful,13.085,
fix01_6ae4a4de7315,squad,1,Which NFL team represented the NFC at Super Bowl 50?,Carolina Panthers,mistral,ollama,42,low_ccs,"[4, 13, 19]",0.49479,0.174442,0.000205,0.438878,0," The NFL team that represented the NFC at Super Bowl 50 is not explicitly stated in the provided context. However, given that the Panthers are mentioned as having won both the divisional round and the NFC Championship Game, it can be inferred that they likely represented the NFC at Super Bowl 50.",0.6211,False,faithful,12.384,
fix01_46a5aff751de,squad,1323,which years did tesla refer to as a time of terrible headaches and bitter tears?,1886/1887,mistral,ollama,42,high_ccs,"[1, 5, 19]",0.523602,0.664691,0.010377,0.305594,1, I cannot find any information in the provided context about Tesla referring to specific years as a time of terrible headaches and bitter tears.,0.7087,False,faithful,9.836,
fix01_46a5aff751de,squad,1323,which years did tesla refer to as a time of terrible headaches and bitter tears?,1886/1887,mistral,ollama,42,low_ccs,"[1, 2, 13]",0.533979,0.359097,0.010377,0.305594,1, The context does not provide information about any specific years when Tesla referred to having terrible headaches and bitter tears.,0.8659,False,faithful,7.518,
fix01_16955e5c8de2,squad,765,How many of the following three fourth quarter drives after the field goal makng the score 16-10 ended in punts?,three,mistral,ollama,42,high_ccs,"[8, 12, 17]",0.369721,0.68216,0.001961,0.491393,1," I cannot find this specific information about fourth quarter drives and their outcomes (scoring touchdowns, field goals, or ending in punts) in the provided context.",0.6531,False,faithful,14.327,
fix01_16955e5c8de2,squad,765,How many of the following three fourth quarter drives after the field goal makng the score 16-10 ended in punts?,three,mistral,ollama,42,low_ccs,"[8, 10, 19]",0.367761,0.190767,0.001961,0.491393,1," The context does not provide information about the outcome of any specific fourth quarter drives during the game, so I cannot find this information in the provided context.",0.5953,False,faithful,9.23,
fix01_3baede53283c,squad,496,What new name was given to the media day?,Super Bowl Opening Night.,mistral,ollama,42,high_ccs,"[4, 8, 16]",0.188547,0.604488,0.002022,0.822598,0, The context does not provide information about a new name being given to any specific media day.,0.7941,False,faithful,8.694,
fix01_3baede53283c,squad,496,What new name was given to the media day?,Super Bowl Opening Night.,mistral,ollama,42,low_ccs,"[5, 12, 14]",0.186525,-0.218109,0.002022,0.822598,0," The context does not provide information about a ""media day"" or any new name associated with it.",0.8681,False,faithful,8.179,
fix01_4da77b0fbf50,squad,769,What player punched the ball in from the 2?,Anderson,mistral,ollama,42,high_ccs,"[3, 5, 6]",0.37622,0.745215,0.005428,0.610455,1," The player who punched the ball in from the 2 is not mentioned in the provided context. However, it's Jonathan Stewart who finished a drive with a 1-yard touchdown run later in the game, but that was not the drive described in the question.",0.4689,True,hallucinated,14.616,
fix01_4da77b0fbf50,squad,769,What player punched the ball in from the 2?,Anderson,mistral,ollama,42,low_ccs,"[2, 3, 16]",0.370792,0.13476,0.005428,0.610455,1, I cannot find this information in the provided context. The context does not mention any player punching the ball in from the 2-yard line.,0.7594,False,faithful,9.509,
fix01_25fb379408e4,squad,1183,Where did Tesla work with Edison?,New York City,mistral,ollama,42,high_ccs,"[6, 8, 14]",0.626185,0.662178,0.002502,0.317156,0, I cannot find this information in the provided context about where Tesla worked with Edison.,0.6989,False,faithful,8.332,
fix01_25fb379408e4,squad,1183,Where did Tesla work with Edison?,New York City,mistral,ollama,42,low_ccs,"[1, 12, 17]",0.628687,0.345022,0.002502,0.317156,0, The provided context does not mention where Tesla worked with Edison.,0.534,False,faithful,6.926,
fix01_91ec3af05880,squad,1041,Whose former headquarters was the WSE located in until 2000?,Polish United Workers' Party,mistral,ollama,42,high_ccs,"[5, 12, 15]",0.196299,0.760069,0.002225,0.910752,1, I cannot find this information in the provided context. The context does not mention any details about Westinghouse Electric & Manufacturing Company's (WSE) former headquarters.,0.5728,False,faithful,11.133,
fix01_91ec3af05880,squad,1041,Whose former headquarters was the WSE located in until 2000?,Polish United Workers' Party,mistral,ollama,42,low_ccs,"[4, 15, 18]",0.194074,-0.150683,0.002225,0.910752,1, I cannot find this information in the provided context. The context does not mention any company named WSE or its headquarters.,0.7569,False,faithful,8.676,
fix01_5dead70602ee,squad,2383,What parts of the original Catholic mass did Luther leave out of  his new mass?,sacrifice,mistral,ollama,42,high_ccs,"[6, 9, 13]",0.476139,0.61661,0.010293,0.297016,0, The context does not provide information about what parts of the original Catholic mass Luther left out of his new mass.,0.6577,False,faithful,10.282,
fix01_5dead70602ee,squad,2383,What parts of the original Catholic mass did Luther leave out of  his new mass?,sacrifice,mistral,ollama,42,low_ccs,"[7, 11, 15]",0.465846,0.319594,0.010293,0.297016,0," I cannot find this information in the provided context regarding what parts of the original Catholic mass Luther left out of his new mass. The context only discusses Luther's methods for teaching Christianity, such as the catechism and simplified versions of baptism and marriage services, but it does not mention any changes he made to the Mass itself.",0.6174,False,faithful,12.863,
fix01_2e070ca86987,squad,431,Where did the Broncos stay at for Super Bowl 50?,Santa Clara Marriott.,mistral,ollama,42,high_ccs,"[2, 6, 19]",0.539728,0.649185,0.007157,0.490034,0, The context does not provide information about where the Broncos stayed during Super Bowl 50.,0.725,False,faithful,7.993,
fix01_2e070ca86987,squad,431,Where did the Broncos stay at for Super Bowl 50?,Santa Clara Marriott.,mistral,ollama,42,low_ccs,"[4, 8, 13]",0.532571,0.159152,0.007157,0.490034,0, The Santa Clara Marriott,0.6551,False,faithful,6.465,
fix01_8cb88f176528,squad,1342,Why was AC electricity gaining popularity?,"because of its advantages in long-distance, high-voltage transmission",mistral,ollama,42,high_ccs,"[4, 9, 12]",0.41882,0.760069,0.014497,0.665166,0," The context does not explicitly state why AC electricity was gaining popularity, but it implies that the competition between Thomas Edison and George Westinghouse played a significant role. Westinghouse's use of AC (Alternating Current) system in powering arc lights and incandescent lamps, as well as Tesla's development of an AC induction motor, provided advantages over Edison's DC (Direct Current) system. The acquisition of a feasible AC motor by Westinghouse gave him a key patent in building a completely integrated AC system, which might have contributed to its growing popularity. However, the context does not provide specific reasons for why AC electricity was considered superior or more advantageous than DC electricity.",0.5426,False,faithful,23.362,
fix01_8cb88f176528,squad,1342,Why was AC electricity gaining popularity?,"because of its advantages in long-distance, high-voltage transmission",mistral,ollama,42,low_ccs,"[3, 13, 15]",0.404323,0.094903,0.014497,0.665166,0," I cannot find information in the provided context about why AC electricity was gaining popularity. The context only discusses Tesla's theories on radio waves, his legacy, and its impact on various forms of media and science fiction.",0.5123,False,faithful,6.824,
fix01_c30b75b22096,squad,195,"Before Super Bowl 50, what was the coach's name that coached both teams for their last Super Bowl appearances?",John Fox,mistral,ollama,42,high_ccs,"[1, 7, 9]",0.478544,0.745141,0.001168,0.541549,0, I cannot find this information in the provided context. The context does not mention any coach who has coached both teams for their last Super Bowl appearances before Super Bowl 50.,0.7319,False,faithful,8.957,
fix01_c30b75b22096,squad,195,"Before Super Bowl 50, what was the coach's name that coached both teams for their last Super Bowl appearances?",John Fox,mistral,ollama,42,low_ccs,"[0, 17, 18]",0.479711,0.203592,0.001168,0.541549,0, I cannot find this information in the provided context. The context does not mention the names of coaches for any Super Bowls other than Super Bowl XX (Rivera with the Chicago Bears) and it does not specify that these were the last Super Bowl appearances for either team.,0.514,False,faithful,11.686,
fix01_4e091dc07a0b,squad,303,Who lost to the Panthers in the divisional round of the playoffs?,Seattle Seahawks,mistral,ollama,42,high_ccs,"[2, 8, 12]",0.525142,0.761081,0.0127,0.52932,0, The provided context does not mention any information about a team losing to the Panthers in the divisional round of the playoffs.,0.8546,False,faithful,11.696,
fix01_4e091dc07a0b,squad,303,Who lost to the Panthers in the divisional round of the playoffs?,Seattle Seahawks,mistral,ollama,42,low_ccs,"[0, 15, 17]",0.537842,0.231761,0.0127,0.52932,0, Seattle Seahawks,0.6563,False,faithful,3.738,
fix01_8e5405312c3f,squad,872,Where in Warsaw are patriotic and political objects connected with Poland's struggles for Independence found?,Museum of Independence,mistral,ollama,42,high_ccs,"[1, 11, 19]",0.470645,0.676278,0.00063,0.497247,1," The context does not provide specific information about the location of patriotic and political objects connected with Poland's struggles for Independence within Warsaw. However, since the Old Town and Central district are mentioned as areas where the Warsaw Escarpment is high, it could be inferred that such objects might be found there due to their historical significance. But without more specific context or information, this is just an educated guess.",0.6323,False,faithful,18.408,
fix01_8e5405312c3f,squad,872,Where in Warsaw are patriotic and political objects connected with Poland's struggles for Independence found?,Museum of Independence,mistral,ollama,42,low_ccs,"[1, 12, 17]",0.471275,0.17903,0.00063,0.497247,1," The context does not provide specific information about the location of patriotic and political objects connected with Poland's struggles for Independence in Warsaw. However, it is mentioned that John Paul II celebrated Mass in Victory Square in Warsaw, which could potentially be a place where such objects might be found, given the historical significance of the event.",0.5818,False,faithful,11.768,
fix01_4feea804825a,squad,45,Who is the quarterback for the Panthers?,Cam Newton,mistral,ollama,42,high_ccs,"[6, 9, 13]",0.495497,0.738053,0.013634,0.58403,0, The quarterback for the Panthers in the provided context is Cam Newton.,0.9583,False,faithful,8.79,
fix01_4feea804825a,squad,45,Who is the quarterback for the Panthers?,Cam Newton,mistral,ollama,42,low_ccs,"[1, 15, 19]",0.481863,0.154023,0.013634,0.58403,0, The quarterback for the Panthers is Cam Newton.,0.8306,False,faithful,9.115,
fix01_28eb0bb2dbe0,squad,2002,Nonverbal expressions resulted in what kind of levels of motivation to learn?,higher,mistral,ollama,42,high_ccs,"[6, 8, 16]",0.286732,0.610659,0.00154,0.657001,1, I cannot find this information in the provided context as it does not discuss nonverbal expressions and their impact on motivation to learn.,0.6841,False,faithful,6.652,
fix01_28eb0bb2dbe0,squad,2002,Nonverbal expressions resulted in what kind of levels of motivation to learn?,higher,mistral,ollama,42,low_ccs,"[5, 14, 16]",0.288272,-0.046342,0.00154,0.657001,1, I cannot find this information in the provided context. The context does not provide details about nonverbal expressions leading to specific levels of motivation to learn.,0.5998,False,faithful,9.074,
fix01_938c3faba59b,squad,1069,What river originally bounded the Duchy,Seine,mistral,ollama,42,high_ccs,"[10, 16, 19]",0.271958,0.516971,0.002983,0.674729,1, I cannot find information about a Duchy being bounded by a river in the provided context.,0.5085,False,faithful,8.152,
fix01_938c3faba59b,squad,1069,What river originally bounded the Duchy,Seine,mistral,ollama,42,low_ccs,"[14, 17, 19]",0.268976,-0.157758,0.002983,0.674729,1," I cannot find this information in the provided context regarding the Duchy of Warsaw. The context only mentions that Warsaw was made the capital of the Duchy of Warsaw, but it does not provide any details about the river that originally bounded it.",0.5402,False,faithful,13.458,
fix01_90aa08c1b098,squad,1304,How much did Edison offer Tesla to redesign a motor and generators?,fifty thousand dollars,mistral,ollama,42,high_ccs,"[2, 10, 14]",0.595341,0.760069,0.013477,0.432307,0, I cannot find this information in the provided context.,0.5531,False,faithful,7.364,
fix01_90aa08c1b098,squad,1304,How much did Edison offer Tesla to redesign a motor and generators?,fifty thousand dollars,mistral,ollama,42,low_ccs,"[3, 15, 18]",0.581864,0.327762,0.013477,0.432307,0, The provided context does not mention any offer from Edison to Tesla regarding the redesign of a motor or generators.,0.6219,False,faithful,7.042,
fix01_853aaf4754e1,squad,2284,What manner of words does Mullet think Luther would choose?,more dramatic form,mistral,ollama,42,high_ccs,"[1, 8, 9]",0.497446,0.600165,0.007059,0.354518,0," Given his nature, according to Mullett, Luther would tend to select the more dramatic form of words.",0.4873,True,hallucinated,9.069,
fix01_853aaf4754e1,squad,2284,What manner of words does Mullet think Luther would choose?,more dramatic form,mistral,ollama,42,low_ccs,"[0, 10, 11]",0.490387,0.245647,0.007059,0.354518,0," I cannot find this specific question (""What manner of words does Mullett think Luther would choose?"") directly answered in the provided context. However, it can be inferred that Michael Mullett considers Luther's speech as a ""world classic of epoch-making oratory,"" which suggests that he might appreciate powerful and impactful language. The context also shows that Luther wrote about faith, justification, and the righteousness of God in a profound way. Therefore, it is likely that Mullett would appreciate words that reflect these themes and their significance to Luther's teachings.",0.748,False,faithful,17.42,
fix01_dd89736748eb,squad,1690,What field of computer science analyzes all possible algorithms in aggregate to determine the resource requirements needed to solve to a given problem?  ,computational complexity theory,mistral,ollama,42,high_ccs,"[10, 13, 16]",0.415073,0.665128,0.002513,0.444605,0, The field of computer science that analyzes all possible algorithms in aggregate to determine the resource requirements needed to solve a given problem is called Complexity Theory.,0.6733,False,faithful,9.69,
