embedder,pair_id,set_type,question,ground_truth,faithfulness_score,is_hallucination,answer_span_present,reencoded_mean_query_sim,reencoded_ccs,n_passages
bge-large,fix01_8aefd84cc5a6,low_ccs,"Who is generally considered on the same level as physicians, lawyers, engineers, and accountants (Chartered or CPA)?",paid professionals.,0.5835,False,False,0.4317126848993218,0.42352933082829863,3
bge-large,fix01_ed68fc6016b1,high_ccs,When did the Packers arrive at a record of 13-0?,2011,0.6537,False,False,0.46775472916732524,0.8415906781928895,3
bge-large,fix01_ed68fc6016b1,low_ccs,When did the Packers arrive at a record of 13-0?,2011,0.799,False,False,0.5279572536180359,0.620310561960299,3
bge-large,fix01_3b9ef124729f,high_ccs,Who headlined the halftime show for Super Bowl 50?,Coldplay,0.7281,False,False,0.5001295283630531,0.7740304610253249,3
bge-large,fix01_3b9ef124729f,low_ccs,Who headlined the halftime show for Super Bowl 50?,Coldplay,0.731,False,False,0.4410104644061636,0.44440769224394083,3
bge-large,fix01_e162d13f1f7b,high_ccs,What is the name of the program that provides contracting work to local companies?,Business Connect,0.7172,False,False,0.3951931275333063,0.6083441109099889,3
bge-large,fix01_e162d13f1f7b,low_ccs,What is the name of the program that provides contracting work to local companies?,Business Connect,0.7172,False,False,0.42365788583605557,0.3095806477100983,3
bge-large,fix01_480790b8b26c,high_ccs,What is a particular problem in biology that would benefit from determining that P = NP?,protein structure prediction,0.5418,False,False,0.63134764147699,0.7386254298035765,3
bge-large,fix01_480790b8b26c,low_ccs,What is a particular problem in biology that would benefit from determining that P = NP?,protein structure prediction,0.4229,True,False,0.6387436752128234,0.6768673930526659,3
bge-large,fix01_c4f6695029a8,high_ccs,How old was Tesla when he wrote that he'd completed his dynamic theory of gravity?,81,0.5608,False,False,0.5566872720066377,0.7619553663674907,3
bge-large,fix01_c4f6695029a8,low_ccs,How old was Tesla when he wrote that he'd completed his dynamic theory of gravity?,81,0.5309,False,False,0.5627031537712831,0.6021768104624892,3
bge-large,fix01_47ed64b06bf7,high_ccs,Where are teachers recruited from?,Lehramtstudien (Teaching Education Studies),0.7242,False,False,0.5495057232082061,0.7115666544223267,3
bge-large,fix01_47ed64b06bf7,low_ccs,Where are teachers recruited from?,Lehramtstudien (Teaching Education Studies),0.6802,False,False,0.5675755303955934,0.5328310835863218,3
bge-large,fix01_4f96c9bbf515,high_ccs,What could a teacher help in organizing?,school functions,0.6825,False,False,0.5401571035124751,0.7882312957694673,3
bge-large,fix01_4f96c9bbf515,low_ccs,What could a teacher help in organizing?,school functions,0.7594,False,False,0.5603333159153981,0.5437987402393324,3
bge-large,fix01_044ec3830a9e,high_ccs,Where did the Broncos practice for the Super Bowl?,Stanford University,0.7015,False,False,0.5444993056499463,0.7798118962733613,3
bge-large,fix01_044ec3830a9e,low_ccs,Where did the Broncos practice for the Super Bowl?,Stanford University,0.7015,False,False,0.5925730853577805,0.4920508959332782,3
bge-large,fix01_089fc5771958,high_ccs,What was the recorded length of the first spark?,five inches,0.6489,False,False,0.578870498106832,0.710473617274815,3
bge-large,fix01_089fc5771958,low_ccs,What was the recorded length of the first spark?,five inches,0.5765,False,False,0.5168093263779989,0.5179086985635617,3
bge-large,fix01_0534b1f1e06e,high_ccs,Who handled the color commentary for Denver's radio stations?,Ed McCaffrey,0.6404,False,False,0.4761928424071981,0.679193854434739,3
bge-large,fix01_0534b1f1e06e,low_ccs,Who handled the color commentary for Denver's radio stations?,Ed McCaffrey,0.6169,False,False,0.45548450733778134,0.2878632403238117,3
bge-large,fix01_60bdc8abacda,high_ccs,Where did Martin Luther go to school?,University of Erfurt,0.7169,False,False,0.5917133657451544,0.6991836416368176,3
bge-large,fix01_60bdc8abacda,low_ccs,Where did Martin Luther go to school?,University of Erfurt,0.4534,True,False,0.5362007606159361,0.5708674805539712,3
bge-large,fix01_0508ae60dc60,high_ccs,What unintended development did the relationship with the elector have on church government?,under the temporal sovereign,0.6656,False,False,0.5632357026477188,0.6929511788083549,3
bge-large,fix01_0508ae60dc60,low_ccs,What unintended development did the relationship with the elector have on church government?,under the temporal sovereign,0.6833,False,False,0.4820164537629183,0.3447668234002746,3
bge-large,fix01_6ae4a4de7315,high_ccs,Which NFL team represented the NFC at Super Bowl 50?,Carolina Panthers,0.7989,False,False,0.6049272269393389,0.7033813408571407,3
bge-large,fix01_6ae4a4de7315,low_ccs,Which NFL team represented the NFC at Super Bowl 50?,Carolina Panthers,0.6211,False,False,0.5665816164269862,0.507636375758143,3
bge-large,fix01_46a5aff751de,high_ccs,which years did tesla refer to as a time of terrible headaches and bitter tears?,1886/1887,0.7087,False,False,0.6045424588263838,0.7109995821937984,3
bge-large,fix01_46a5aff751de,low_ccs,which years did tesla refer to as a time of terrible headaches and bitter tears?,1886/1887,0.8659,False,False,0.5953469943902403,0.5785511834497475,3
bge-large,fix01_16955e5c8de2,high_ccs,How many of the following three fourth quarter drives after the field goal makng the score 16-10 ended in punts?,three,0.6531,False,True,0.5471405040244708,0.7519750534329828,3
bge-large,fix01_16955e5c8de2,low_ccs,How many of the following three fourth quarter drives after the field goal makng the score 16-10 ended in punts?,three,0.5953,False,True,0.5538897121618646,0.6142638655471224,3
bge-large,fix01_3baede53283c,high_ccs,What new name was given to the media day?,Super Bowl Opening Night.,0.7941,False,False,0.43952819250722897,0.6987052169488239,3
bge-large,fix01_3baede53283c,low_ccs,What new name was given to the media day?,Super Bowl Opening Night.,0.8681,False,False,0.38388706318503557,0.22558348111456622,3
bge-large,fix01_4da77b0fbf50,high_ccs,What player punched the ball in from the 2?,Anderson,0.4689,True,False,0.4975750864924465,0.8242752673950616,3
bge-large,fix01_4da77b0fbf50,low_ccs,What player punched the ball in from the 2?,Anderson,0.7594,False,False,0.47764302964211175,0.3323349628189478,3
bge-large,fix01_25fb379408e4,high_ccs,Where did Tesla work with Edison?,New York City,0.6989,False,False,0.5988757182556683,0.6097423153274236,3
bge-large,fix01_25fb379408e4,low_ccs,Where did Tesla work with Edison?,New York City,0.534,False,True,0.675751057710964,0.6088232126225225,3
bge-large,fix01_91ec3af05880,high_ccs,Whose former headquarters was the WSE located in until 2000?,Polish United Workers' Party,0.5728,False,False,0.41733617510226045,0.8181524427533182,3
bge-large,fix01_91ec3af05880,low_ccs,Whose former headquarters was the WSE located in until 2000?,Polish United Workers' Party,0.7569,False,False,0.384961147803764,0.31543159186980674,3
bge-large,fix01_5dead70602ee,high_ccs,What parts of the original Catholic mass did Luther leave out of  his new mass?,sacrifice,0.6577,False,False,0.6029415455155076,0.6820130892984401,3
bge-large,fix01_5dead70602ee,low_ccs,What parts of the original Catholic mass did Luther leave out of  his new mass?,sacrifice,0.6174,False,False,0.6321925529524489,0.5969091779370175,3
bge-large,fix01_2e070ca86987,high_ccs,Where did the Broncos stay at for Super Bowl 50?,Santa Clara Marriott.,0.725,False,False,0.6260540012649679,0.7740304610253249,3
bge-large,fix01_2e070ca86987,low_ccs,Where did the Broncos stay at for Super Bowl 50?,Santa Clara Marriott.,0.6551,False,True,0.6487654553971343,0.5291970171912563,3
bge-large,fix01_8cb88f176528,high_ccs,Why was AC electricity gaining popularity?,"because of its advantages in long-distance, high-voltage transmission",0.5426,False,False,0.6266823227140752,0.8181524427533182,3
bge-large,fix01_8cb88f176528,low_ccs,Why was AC electricity gaining popularity?,"because of its advantages in long-distance, high-voltage transmission",0.5123,False,False,0.5135699688349176,0.38203317478479937,3
bge-large,fix01_c30b75b22096,high_ccs,"Before Super Bowl 50, what was the coach's name that coached both teams for their last Super Bowl appearances?",John Fox,0.7319,False,False,0.5995498008436421,0.7620326320575571,3
bge-large,fix01_c30b75b22096,low_ccs,"Before Super Bowl 50, what was the coach's name that coached both teams for their last Super Bowl appearances?",John Fox,0.514,False,True,0.6189358147857574,0.5056792045685394,3
bge-large,fix01_4e091dc07a0b,high_ccs,Who lost to the Panthers in the divisional round of the playoffs?,Seattle Seahawks,0.8546,False,False,0.6108109709285555,0.8280807248908706,3
bge-large,fix01_4e091dc07a0b,low_ccs,Who lost to the Panthers in the divisional round of the playoffs?,Seattle Seahawks,0.6563,False,True,0.6037373371293314,0.5156988436006535,3
bge-large,fix01_8e5405312c3f,high_ccs,Where in Warsaw are patriotic and political objects connected with Poland's struggles for Independence found?,Museum of Independence,0.6323,False,False,0.6225306347594918,0.769278863440842,3
bge-large,fix01_8e5405312c3f,low_ccs,Where in Warsaw are patriotic and political objects connected with Poland's struggles for Independence found?,Museum of Independence,0.5818,False,False,0.5640498587680836,0.500136027125462,3
bge-large,fix01_4feea804825a,high_ccs,Who is the quarterback for the Panthers?,Cam Newton,0.9583,False,False,0.5971813011162328,0.8312780358939359,3
bge-large,fix01_4feea804825a,low_ccs,Who is the quarterback for the Panthers?,Cam Newton,0.8306,False,True,0.6189740941942392,0.55953776555795,3
bge-large,fix01_28eb0bb2dbe0,high_ccs,Nonverbal expressions resulted in what kind of levels of motivation to learn?,higher,0.6841,False,False,0.522239508790189,0.7095666697065305,3
bge-large,fix01_28eb0bb2dbe0,low_ccs,Nonverbal expressions resulted in what kind of levels of motivation to learn?,higher,0.5998,False,False,0.5125756015130117,0.4542987554129173,3
bge-large,fix01_938c3faba59b,high_ccs,What river originally bounded the Duchy,Seine,0.5085,False,False,0.48386938983186906,0.6652866920547431,3
bge-large,fix01_938c3faba59b,low_ccs,What river originally bounded the Duchy,Seine,0.5402,False,False,0.4668620428256836,0.3565252158061964,3
bge-large,fix01_90aa08c1b098,high_ccs,How much did Edison offer Tesla to redesign a motor and generators?,fifty thousand dollars,0.5531,False,False,0.6863168876499216,0.8181524427533183,3
bge-large,fix01_90aa08c1b098,low_ccs,How much did Edison offer Tesla to redesign a motor and generators?,fifty thousand dollars,0.6219,False,False,0.7007583038156963,0.6405820762546162,3
bge-large,fix01_853aaf4754e1,high_ccs,What manner of words does Mullet think Luther would choose?,more dramatic form,0.4873,True,True,0.6471321454806502,0.6639788095604223,3
bge-large,fix01_853aaf4754e1,low_ccs,What manner of words does Mullet think Luther would choose?,more dramatic form,0.748,False,False,0.5940322548757525,0.4844650679810244,3
bge-large,fix01_dd89736748eb,high_ccs,What field of computer science analyzes all possible algorithms in aggregate to determine the resource requirements needed to solve to a given problem?  ,computational complexity theory,0.6733,False,False,0.6381364413210701,0.7728321370772325,3
bge-large,fix01_dd89736748eb,low_ccs,What field of computer science analyzes all possible algorithms in aggregate to determine the resource requirements needed to solve to a given problem?  ,computational complexity theory,0.7414,False,True,0.6510698154260856,0.671718145815874,3
bge-large,fix01_37eaaebe5f47,high_ccs,What does co-teaching get the students to focus on?,learning,0.4544,True,True,0.5960873843496076,0.7729788361033689,3
bge-large,fix01_37eaaebe5f47,low_ccs,What does co-teaching get the students to focus on?,learning,0.5837,False,True,0.5748924318705496,0.5439236434896186,3
bge-large,fix01_9a7ed2b2e654,high_ccs,What is the most important type of Norman art preserved in churches?,mosaics,0.6577,False,False,0.5939893261267691,0.7396077005410744,3
bge-large,fix01_9a7ed2b2e654,low_ccs,What is the most important type of Norman art preserved in churches?,mosaics,0.7671,False,False,0.5585494019265984,0.3782752845863281,3
bge-large,fix01_cb00eac21a93,high_ccs,Is a problem instance typically characterized as abstract or concrete?,concrete,0.6726,False,False,0.6026221649496686,0.7455335463758622,3
bge-large,fix01_cb00eac21a93,low_ccs,Is a problem instance typically characterized as abstract or concrete?,concrete,0.5636,False,False,0.5891754850647485,0.6622184237488815,3
bge-large,fix01_4c38e5bfb46e,high_ccs,"What city, raided by clans and dukes, preceded the founding of Warszowa?",Jazdów,0.7044,False,False,0.4807368990634804,0.7072247642137972,3
bge-large,fix01_4c38e5bfb46e,low_ccs,"What city, raided by clans and dukes, preceded the founding of Warszowa?",Jazdów,0.7106,False,False,0.5447735742308971,0.45087262796909533,3
bge-large,fix01_c9aaef2be2cd,high_ccs,What are the Catechisms of Martin Luther written in?,German vernacular,0.531,False,False,0.5923046480957809,0.782184382410475,3
bge-large,fix01_c9aaef2be2cd,low_ccs,What are the Catechisms of Martin Luther written in?,German vernacular,0.7998,False,True,0.6155438400495524,0.6205370316232085,3
bge-large,fix01_162353a08e1e,high_ccs,What BBC radio station will carry the game in the United Kingdom?,BBC Radio 5,0.7714,False,False,0.5257086167806296,0.6332492891006866,3
bge-large,fix01_162353a08e1e,low_ccs,What BBC radio station will carry the game in the United Kingdom?,BBC Radio 5,0.7338,False,False,0.36212358709521303,0.17709443045712175,3
bge-large,fix01_61a4db03062c,high_ccs,How many times has the South Florida/Miami area hosted the Super Bowl?,10,0.7164,False,False,0.5537520182382281,0.7103362293054258,3
bge-large,fix01_61a4db03062c,low_ccs,How many times has the South Florida/Miami area hosted the Super Bowl?,10,0.7017,False,False,0.5405977209172269,0.38853540829964084,3
bge-large,fix01_7875a03f4047,high_ccs,What city is tied with Miami for hosting the Super Bowl?,New Orleans,0.6726,False,False,0.6054573012889061,0.7499283963606131,3
bge-large,fix01_7875a03f4047,low_ccs,What city is tied with Miami for hosting the Super Bowl?,New Orleans,0.5227,False,True,0.5196497988592294,0.39563910680949604,3
bge-large,fix01_89a0f8e46026,high_ccs,What kicker was successful on a 33-yard field goal?,McManus,0.5117,False,True,0.5159304543724952,0.8122398266406562,3
bge-large,fix01_89a0f8e46026,low_ccs,What kicker was successful on a 33-yard field goal?,McManus,0.8308,False,True,0.520828680818607,0.539682135601129,3
bge-large,fix01_ffb5b0bbe122,high_ccs,IP and AM are most commonly defined by what type of proof system?,Interactive,0.516,False,False,0.5310221977530142,0.7987314645640843,3
bge-large,fix01_ffb5b0bbe122,low_ccs,IP and AM are most commonly defined by what type of proof system?,Interactive,0.5714,False,False,0.5491642970011299,0.5810576323131039,3
bge-large,fix01_d5a5a5515bab,high_ccs,In what year did Tesla demonstrate his alternating current system?,1888,1.0,False,True,0.7412114041103876,0.8181524427533183,3
bge-large,fix01_d5a5a5515bab,low_ccs,In what year did Tesla demonstrate his alternating current system?,1888,1.0,False,True,0.6691381334566945,0.5866783462256987,3
bge-large,fix01_6fa1c0ef04ef,high_ccs,A statement made by Chris Keates caused issues with whom?,child protection and parental rights groups,0.7159,False,False,0.40905504656309066,0.708374457771412,3
bge-large,fix01_6fa1c0ef04ef,low_ccs,A statement made by Chris Keates caused issues with whom?,child protection and parental rights groups,0.8469,False,True,0.49299060295795716,0.36470950069173286,3
bge-large,fix01_68c35ebe5fb2,high_ccs,What date was Super Bowl Opening Night held?,"February 1, 2016",0.3771,True,False,0.45597643655576253,0.7724680913759587,3
bge-large,fix01_68c35ebe5fb2,low_ccs,What date was Super Bowl Opening Night held?,"February 1, 2016",0.5898,False,False,0.5187516338439842,0.4226269408935811,3
bge-large,fix01_b05a94846277,high_ccs,What did the new mass allow as regards ceremony?,freedom of ceremony,0.3738,True,False,0.5513244237631917,0.6992026776997803,3
bge-large,fix01_b05a94846277,low_ccs,What did the new mass allow as regards ceremony?,freedom of ceremony,0.5945,False,False,0.5002521341951985,0.28487491437307244,3
bge-large,fix01_31d8a12355f6,high_ccs,Whose shrine did the pilgrims go to in 1016?,Archangel Michael,0.6842,False,False,0.49701879181777203,0.6622471099046083,3
bge-large,fix01_31d8a12355f6,low_ccs,Whose shrine did the pilgrims go to in 1016?,Archangel Michael,0.6522,False,False,0.4799362673156364,0.43964683079473954,3
bge-large,fix01_1e16173be7fb,high_ccs,What is the balance for positive reinforcement?,immediate and fair punishment for misbehavior,0.6869,False,False,0.47733236844168037,0.7729788361033689,3
bge-large,fix01_1e16173be7fb,low_ccs,What is the balance for positive reinforcement?,immediate and fair punishment for misbehavior,0.5231,False,True,0.503475090195221,0.4526117860372668,3
bge-large,fix01_0b4ce7680eeb,high_ccs,How much of Poland's national income does Warsaw produce?,12%,0.9373,False,True,0.6892482582963049,0.7692788634408417,3
bge-large,fix01_0b4ce7680eeb,low_ccs,How much of Poland's national income does Warsaw produce?,12%,0.6918,False,False,0.6252237569651501,0.5305207873390305,3
bge-large,fix01_d57a37338fc3,high_ccs,How long were the fighters of the Warsaw Ghetto Uprising able to hold out?,almost a month,0.5836,False,False,0.4898094781388455,0.7367054501066878,3
bge-large,fix01_d57a37338fc3,low_ccs,How long were the fighters of the Warsaw Ghetto Uprising able to hold out?,almost a month,0.5261,False,False,0.5209543514380389,0.3906489495578646,3
bge-large,fix01_9cdd6f89d600,high_ccs,Who was the head coach of the Broncos in Super Bowl XLVIII?,John Fox,0.3503,True,False,0.55170392951344,0.7798118962733613,3
bge-large,fix01_9cdd6f89d600,low_ccs,Who was the head coach of the Broncos in Super Bowl XLVIII?,John Fox,0.678,False,False,0.5507323593207553,0.5312653376024202,3
bge-large,fix01_06a7978f30d7,high_ccs,What expression is generally used to convey upper or lower bounds?,big O notation,0.8107,False,False,0.5681288079225831,0.7626124624521623,3
bge-large,fix01_06a7978f30d7,low_ccs,What expression is generally used to convey upper or lower bounds?,big O notation,0.5709,False,False,0.5063592507031389,0.40569273026766633,3
bge-large,fix01_a798efb9a8a5,high_ccs,What publication published an article about Tesla in 1912?,World Today,0.6089,False,False,0.6150513472788927,0.7619553663674906,3
bge-large,fix01_a798efb9a8a5,low_ccs,What publication published an article about Tesla in 1912?,World Today,0.6474,False,False,0.6668307775320672,0.5919780514216919,3
bge-large,fix01_f4c161fcabf6,high_ccs,What field type is usually chosen for Super Bowl games?,natural grass,0.6372,False,False,0.5605272973055833,0.7101066784653863,3
bge-large,fix01_f4c161fcabf6,low_ccs,What field type is usually chosen for Super Bowl games?,natural grass,0.5706,False,False,0.5594439926801766,0.41799476058441065,3
bge-large,fix01_25378996f971,high_ccs,Which theory of Einstein's did Tesla speak critically toward?,relativity,0.5159,False,False,0.5662694787856922,0.6194263672179868,3
bge-large,fix01_25378996f971,low_ccs,Which theory of Einstein's did Tesla speak critically toward?,relativity,0.6216,False,False,0.6204650706678027,0.6180898615365642,3
bge-large,fix01_14f22c9a02b3,high_ccs,What one word did the NFL commissioner use to describe what Super Bowl 50 was intended to be?,spectacular,0.6599,False,False,0.5574517360683472,0.7740304610253249,3
bge-large,fix01_14f22c9a02b3,low_ccs,What one word did the NFL commissioner use to describe what Super Bowl 50 was intended to be?,spectacular,0.5692,False,False,0.5375599488927523,0.47902846583205105,3
bge-large,fix01_86f91d2a33e3,high_ccs,When did the NFL announce that it would not use Roman numbers to designate the Super Bowl number?,"June 4, 2014",0.7114,False,False,0.5799280758408655,0.6994473219802887,3
bge-large,fix01_86f91d2a33e3,low_ccs,When did the NFL announce that it would not use Roman numbers to designate the Super Bowl number?,"June 4, 2014",0.5531,False,False,0.5635543029587086,0.5377446937915646,3
bge-large,fix01_644b3811630a,high_ccs,When did he talk about his beliefs in an interview?,1937,0.8486,False,False,0.49190268627950734,0.6717723683266796,3
bge-large,fix01_644b3811630a,low_ccs,When did he talk about his beliefs in an interview?,1937,0.6659,False,False,0.48811239317443467,0.43076901173042487,3
bge-large,fix01_d49dfff0fa73,high_ccs,Which California venue was one of three considered for Super Bowl 50?,San Francisco Bay Area's Levi's Stadium,0.5531,False,False,0.5098284600311963,0.7101066784653863,3
bge-large,fix01_d49dfff0fa73,low_ccs,Which California venue was one of three considered for Super Bowl 50?,San Francisco Bay Area's Levi's Stadium,0.7354,False,True,0.5409481956784695,0.4027231790886435,3
bge-large,fix01_84cf12d2d769,high_ccs,Who set up what became the Second Polish Republic?,underground leader Piłsudski,0.563,False,False,0.4907444076584871,0.6687906876244766,3
bge-large,fix01_84cf12d2d769,low_ccs,Who set up what became the Second Polish Republic?,underground leader Piłsudski,0.6414,False,False,0.5701482776422258,0.5702122796765354,3
bge-large,fix01_7dba98d8cd80,high_ccs,How many cameras did EyeVision 360 utilize?,36,0.4473,True,True,0.363779762368144,0.7519750534329828,3
bge-large,fix01_7dba98d8cd80,low_ccs,How many cameras did EyeVision 360 utilize?,36,0.7181,False,False,0.41296258171229705,0.3327524261375444,3
bge-large,fix01_2a059842409e,high_ccs,Who recovered Tolbert's fumble?,Danny Trevathan,0.5907,False,False,0.5899217906803078,0.8352314189624265,3
bge-large,fix01_2a059842409e,low_ccs,Who recovered Tolbert's fumble?,Danny Trevathan,0.3006,True,True,0.6344693955982535,0.5982330220966202,3
bge-large,fix01_873df9d40fd5,high_ccs,"If a detention asks the student to write, what do they write?",lines or a punishment essay,0.6469,False,False,0.473813221302285,0.7523748705593932,3
bge-large,fix01_873df9d40fd5,low_ccs,"If a detention asks the student to write, what do they write?",lines or a punishment essay,0.665,False,False,0.48492418458646175,0.39988122913333124,3
bge-large,fix01_1645d40277bb,high_ccs,In what expression can one expect to find DTIME(n),DTIME(n2),0.6031,False,False,0.6125947425797235,0.7842442804853329,3
bge-large,fix01_1645d40277bb,low_ccs,In what expression can one expect to find DTIME(n),DTIME(n2),0.6452,False,False,0.5912141937882197,0.6975320510938242,3
bge-large,fix01_ec6352868f24,high_ccs,"After Archbishop Albrecht reviewed the Theses, where did he send them?",Rome,0.7604,False,True,0.5936072417516901,0.6717472485222566,3
bge-large,fix01_ec6352868f24,low_ccs,"After Archbishop Albrecht reviewed the Theses, where did he send them?",Rome,0.5882,False,False,0.4811986589895238,0.3126436072159011,3
bge-large,fix01_02fc34ec7b16,high_ccs,How many games did the Broncos lose during their regular 2015 season?,four,0.4906,True,True,0.6060509793943512,0.8352314189624265,3
bge-large,fix01_02fc34ec7b16,low_ccs,How many games did the Broncos lose during their regular 2015 season?,four,0.5701,False,True,0.6319026964246371,0.5392184537805037,3
bge-large,fix01_8704efd76d09,high_ccs,What was the naval base called?,Dyrrachium,0.8715,False,True,0.46188171266490213,0.7072247642137972,3
bge-large,fix01_8704efd76d09,low_ccs,What was the naval base called?,Dyrrachium,1.0,False,True,0.47560512346307937,0.3067645080754135,3
bge-large,fix01_be52e50ea748,high_ccs,"Who designs both the ""50"" as well as the Trophy?",Tiffany & Co.,0.7213,False,False,0.5224407410363944,0.6453948396860699,3
bge-large,fix01_be52e50ea748,low_ccs,"Who designs both the ""50"" as well as the Trophy?",Tiffany & Co.,0.7006,False,False,0.4646473162573321,0.2985844752027066,3
bge-large,fix01_41285ac2f571,high_ccs,How far is Warsaw from the Baltic Sea?,roughly 260 kilometres,0.5526,False,False,0.5777168197338246,0.7462254342620627,3
bge-large,fix01_41285ac2f571,low_ccs,How far is Warsaw from the Baltic Sea?,roughly 260 kilometres,0.5526,False,False,0.5694816957537564,0.4538412579235248,3
bge-large,fix01_2a116d7e841d,high_ccs,What opened on January 30th at the Justin Herman plaza?,Super Bowl City,0.6116,False,True,0.48433552031414734,0.6994473219802887,3
bge-large,fix01_2a116d7e841d,low_ccs,What opened on January 30th at the Justin Herman plaza?,Super Bowl City,0.6823,False,False,0.4257501845141966,0.4121823876817993,3
bge-large,fix01_ee82671d0c26,high_ccs,Who lost to the Broncos in the AFC Championship?,New England Patriots,0.8718,False,False,0.6098854761059361,0.8195312295267996,3
bge-large,fix01_ee82671d0c26,low_ccs,Who lost to the Broncos in the AFC Championship?,New England Patriots,0.4332,True,False,0.6037737061758174,0.5392184537805037,3
bge-large,fix01_13eda42baaf7,high_ccs,When was the article published?,20 December 1914,0.9251,False,False,0.5606486626207804,0.6883705916688047,3
bge-large,fix01_13eda42baaf7,low_ccs,When was the article published?,20 December 1914,0.683,False,False,0.548969826263573,0.37641065366024773,3
bge-large,fix01_6c6d928f9266,high_ccs,When did Tesla make the induction motor?,1887,0.6951,False,False,0.7155746581070245,0.7752619709717694,3
bge-large,fix01_6c6d928f9266,low_ccs,When did Tesla make the induction motor?,1887,0.533,False,False,0.6862326159259239,0.5940756017056961,3
bge-large,fix01_4c59ae30d388,high_ccs,"In 2011, who was the first player to be chosen in the NFL draft?",Newton,0.7869,False,True,0.5808241273217495,0.762032632057557,3
bge-large,fix01_4c59ae30d388,low_ccs,"In 2011, who was the first player to be chosen in the NFL draft?",Newton,0.7029,False,True,0.5593972364017157,0.45770010467033584,3
bge-large,fix01_0f548413c606,high_ccs,Which Florida venue was one of three considered for Super Bowl 50?,Miami's Sun Life Stadium,0.7532,False,False,0.5368687694829569,0.7180100864023191,3
bge-large,fix01_0f548413c606,low_ccs,Which Florida venue was one of three considered for Super Bowl 50?,Miami's Sun Life Stadium,0.7257,False,False,0.523790490721468,0.4179555662294683,3
bge-large,fix01_1eed5dee00b5,high_ccs,What did Tesla's design not need? ,a commutator,0.3463,True,False,0.602468622239943,0.6770072255437161,3
bge-large,fix01_1eed5dee00b5,low_ccs,What did Tesla's design not need? ,a commutator,0.2036,True,False,0.5737214262780209,0.5355524599529499,3
bge-large,fix01_367b38d6e7cc,high_ccs,Where did Tesla believe his talents came from?,his mother's genetics and influence,0.7588,False,False,0.6615255222599262,0.7752619709717694,3
bge-large,fix01_367b38d6e7cc,low_ccs,Where did Tesla believe his talents came from?,his mother's genetics and influence,0.7871,False,True,0.6649284388061266,0.5862521735440925,3
bge-large,fix01_443828252e04,high_ccs,Who if the commissioner of the NFL?,Roger Goodell,0.666,False,False,0.4657527067414668,0.790763598735078,3
bge-large,fix01_443828252e04,low_ccs,Who if the commissioner of the NFL?,Roger Goodell,0.666,False,False,0.4661513531830261,0.44211441629522785,3
bge-large,fix01_25db13e82adc,high_ccs,What was the occupation of Tesla's father?,priest,0.5247,False,False,0.6633573022704603,0.7752619709717694,3
bge-large,fix01_25db13e82adc,low_ccs,What was the occupation of Tesla's father?,priest,0.5531,False,False,0.6269606749110098,0.6088232126225225,3
bge-large,fix01_3de7c0276b8c,high_ccs,What was the boat called?,teleautomaton,0.4386,True,False,0.4335499867462565,0.7237412902246328,3
bge-large,fix01_3de7c0276b8c,low_ccs,What was the boat called?,teleautomaton,0.6342,False,False,0.4650464384861815,0.3472745446156867,3
bge-large,fix01_dc174e19c195,high_ccs,Who were the Westwood one color analysts?,Boomer Esiason and Dan Fouts,0.5402,False,False,0.3081573254652135,0.6375108427577837,3
bge-large,fix01_dc174e19c195,low_ccs,Who were the Westwood one color analysts?,Boomer Esiason and Dan Fouts,0.5684,False,False,0.3479666218681328,0.2937822996789591,3
bge-large,fix01_4614d28dcbe4,high_ccs,When did the Venetians take total control of Cyprus?,1489,0.7072,False,False,0.4876737515531151,0.7228422811126859,3
bge-large,fix01_4614d28dcbe4,low_ccs,When did the Venetians take total control of Cyprus?,1489,0.6729,False,False,0.46652273044868126,0.4478363220830751,3
bge-large,fix01_55d94ef18e89,high_ccs,With whom are teachers required to register?,the Teaching Council,0.7166,False,False,0.5560797458384837,0.7115666544223267,3
bge-large,fix01_55d94ef18e89,low_ccs,With whom are teachers required to register?,the Teaching Council,0.8407,False,True,0.5489291443152224,0.542641447809805,3
bge-large,fix01_26315f8dbeba,high_ccs,At what university's facility did the Broncos practice?,Stanford University,0.5531,False,False,0.511247860471199,0.8191925057049746,3
bge-large,fix01_26315f8dbeba,low_ccs,At what university's facility did the Broncos practice?,Stanford University,0.7047,False,False,0.546668108691276,0.5119712142686241,3
bge-large,fix01_c515c34fca85,high_ccs,What did the Church claim could be avoided with money?,God's punishment,0.4926,True,False,0.5462041048394538,0.7413552389283649,3
bge-large,fix01_c515c34fca85,low_ccs,What did the Church claim could be avoided with money?,God's punishment,0.5988,False,False,0.5098213579211451,0.429266244467934,3
bge-large,fix01_d295077c8eb1,high_ccs,What did Tesla call his electrical effects in 1893?,Tesla Polyphase System,0.8105,False,False,0.6435047886980824,0.7997861825464526,3
bge-large,fix01_d295077c8eb1,low_ccs,What did Tesla call his electrical effects in 1893?,Tesla Polyphase System,0.8105,False,False,0.6361265374558467,0.5926594403664422,3
bge-large,fix01_b87f8518424c,high_ccs,When did Germany invade Poland and in doing so start World War II?,September 1939,0.6985,False,False,0.551738517965069,0.8136785025858461,3
bge-large,fix01_b87f8518424c,low_ccs,When did Germany invade Poland and in doing so start World War II?,September 1939,0.6294,False,False,0.5396433763819242,0.4932766281754118,3
