source_row,question,ground_truth,condition,answer,context,faithfulness_score,is_hallucination,mean_retrieval_similarity,refined,ccs,latency_s,dataset,seed,model,backend
3395,What type of system takes students from one specialist to another for each subject?,platoon,hcpc_v2," The type of system that takes students from one specialist to another for each subject is referred to as a ""platoon"" system, as mentioned in the provided context.","This is true throughout most of the United States as well. However, alternative approaches for primary education do exist. One of these, sometimes referred to as a ""platoon"" system, involves placing a group of students together in one class that moves from one specialist to another for every subject. The advantage here is that students learn from teachers who specialize in one subject and who tend to be more knowledgeable in that one area than a teacher who teaches many subjects. Students still derive a strong sense of security by staying with the same group of peers for all classes.

---

The objective is typically a course of study, lesson plan, or a practical skill. A teacher may follow standardized curricula as determined by the relevant authority. The teacher may interact with students of different ages, from infants to adults, students with different abilities and students with learning disabilities.

---

Teaching may be carried out informally, within the family, which is called homeschooling, or in the wider community. Formal teaching may be carried out by paid professionals . Such professionals enjoy a status in some societies on a par with physicians, lawyers, engineers, and accountants (Chartered or CPA).",0.6245,False,0.5079,True,0.4374,1.361,squad,43,mistral,ollama
3537,Point Conception is an example of a landmark among what boundary of southern California?,northern,baseline," Point Conception is an example of a landmark among the northern boundary of southern California, according to one definition for southern California in the provided context.","""Southern California"" is not a formal geographic designation, and definitions of what constitutes southern California vary. Geographically, California's north-south midway point lies at exactly 37° 9' 58.23"" latitude, around 11 miles (18 km) south of San Jose; however, this does not coincide with popular use of the term. When the state is divided into two areas (northern and southern California), the term ""southern California"" usually refers to the ten southern-most counties of the state. This definition coincides neatly with the county lines at 35° 47′ 28″ north latitude, which form the northern borders of San Luis Obispo, Kern, and San Bernardino counties. Another definition for southern California uses Point Conception and the Tehachapi Mountains as the northern boundary.

---

Southern California consists of one of the more varied collections of geologic, topographic, and natural ecosystem landscapes in a diversity outnumbering other major regions in the state and country. The region spans from Pacific Ocean islands, shorelines, beaches, and coastal plains, through the Transverse and Peninsular Ranges with their peaks, into the large and small interior valleys, to the vast deserts of California.

---

The state is most commonly divided and promoted by its regional tourism groups as consisting of northern, central, and southern California regions. The two AAA Auto Clubs of the state, the California State Automobile Association and the Automobile Club of Southern California, choose to simplify matters by dividing the state along the lines where their jurisdictions for membership apply, as either northern or southern California, in contrast to the three-region point of view. Another influence is the geographical phrase South of the Tehachapis, which would split the southern region off at the crest of that transverse range, but in that definition, the desert portions of north Los Angeles County and eastern Kern and San Bernardino Counties would be included in the southern California region due to their remoteness from the central valley and interior desert landscape.",0.7756,False,0.532,False,-1.0,1.438,squad,43,mistral,ollama
3538,Point Conception is an example of a landmark among what boundary of southern California?,northern,hcpc_v1, Point Conception is an example of a landmark among the northern boundary of southern California.,". Another definition for southern California uses Point Conception and the Tehachapi Mountains as the northern boundary.

---

. The region spans from Pacific Ocean islands, shorelines, beaches, and coastal plains, through the Transverse and Peninsular Ranges with their peaks, into the large and small interior valleys, to the vast deserts of California.

---

for membership apply, as either northern or southern California, in contrast to the three-region point of view",0.5887,False,0.6517,False,-1.0,0.734,squad,43,mistral,ollama
3539,Point Conception is an example of a landmark among what boundary of southern California?,northern,hcpc_v2," Point Conception is an example of a landmark among the northern boundary of the definition for southern California that uses it as a marker, along with the Tehachapi Mountains.","""Southern California"" is not a formal geographic designation, and definitions of what constitutes southern California vary. Geographically, California's north-south midway point lies at exactly 37° 9' 58.23"" latitude, around 11 miles (18 km) south of San Jose; however, this does not coincide with popular use of the term. When the state is divided into two areas (northern and southern California), the term ""southern California"" usually refers to the ten southern-most counties of the state. This definition coincides neatly with the county lines at 35° 47′ 28″ north latitude, which form the northern borders of San Luis Obispo, Kern, and San Bernardino counties. Another definition for southern California uses Point Conception and the Tehachapi Mountains as the northern boundary.

---

Southern California consists of one of the more varied collections of geologic, topographic, and natural ecosystem landscapes in a diversity outnumbering other major regions in the state and country. The region spans from Pacific Ocean islands, shorelines, beaches, and coastal plains, through the Transverse and Peninsular Ranges with their peaks, into the large and small interior valleys, to the vast deserts of California.

---

The state is most commonly divided and promoted by its regional tourism groups as consisting of northern, central, and southern California regions . The two AAA Auto Clubs of the state, the California State Automobile Association and the Automobile Club of Southern California, choose to simplify matters by dividing the state along the lines where their jurisdictions for membership apply, as either for membership apply, as either northern or southern California, in contrast to the three-region point of view . Another influence is the geographical phrase South of the Tehachapis, which would split the southern region off at the crest of that transverse range, but in that definition, the desert portions of north Los Angeles County and eastern Kern and San County and eastern Kern and San Bernardino Counties would be included in the southern California region due to their remoteness from the central valley and interior desert landscape.",0.6626,False,0.5161,True,0.6419,1.627,squad,43,mistral,ollama
3561,Which fault can produce a magnitude earthquake of 8.0?,San Andreas,baseline," The San Andreas Fault can produce a magnitude 8.0 earthquake, according to the provided context.","Many faults are able to produce a magnitude 6.7+ earthquake, such as the San Andreas Fault, which can produce a magnitude 8.0 event. Other faults include the San Jacinto Fault, the Puente Hills Fault, and the Elsinore Fault Zone. The USGS has released a California Earthquake forecast which models Earthquake occurrence in California.

---

Each year, the southern California area has about 10,000 earthquakes. Nearly all of them are so small that they are not felt. Only several hundred are greater than magnitude 3.0, and only about 15–20 are greater than magnitude 4.0. The magnitude 6.7 1994 Northridge earthquake was particularly destructive, causing a substantial number of deaths, injuries, and structural collapses. It caused the most property damage of any earthquake in U.S. history, estimated at over $20 billion.

---

Tesla invented a steam-powered mechanical oscillator—Tesla's oscillator. While experimenting with mechanical oscillators at his Houston Street lab, Tesla allegedly generated a resonance of several buildings. As the speed grew, it is said that the machine oscillated at the resonance frequency of his own building and, belatedly realizing the danger, he was forced to use a sledge hammer to terminate the experiment, just as the police arrived.:162–164 In February 1912, an article—""Nikola Tesla, Dreamer"" by Allan L. Benson—was published in World Today, in which an artist's illustration appears showing the entire earth cracking in half with the caption, ""Tesla claims that in a few weeks he could set the earth's crust into such a state of vibration that it would rise and fall hundreds of feet and practically destroy civilization. A continuation of this process would, he says, eventually split the earth in two.""",0.4535,True,0.4557,False,-1.0,1.208,squad,43,mistral,ollama
3562,Which fault can produce a magnitude earthquake of 8.0?,San Andreas,hcpc_v1," The San Andreas Fault, according to the provided context, can produce a magnitude 8.0 event.","Many faults are able to produce a magnitude 6.7+ earthquake, such as the San Andreas Fault, which can produce a magnitude 8.0 event. Other faults include the San Jacinto Fault, the Puente Hills Fault, and the Elsinore Fault Zone

---

. The magnitude 6.7 1994 Northridge earthquake was particularly destructive, causing a substantial number of deaths, injuries, and structural collapses. It caused the most property damage of any earthquake in U.S. history, estimated at over $20 billion.

---

of vibration that it would rise and fall hundreds of feet and practically destroy civilization",0.3503,True,0.5479,False,-1.0,0.845,squad,43,mistral,ollama
3563,Which fault can produce a magnitude earthquake of 8.0?,San Andreas,hcpc_v2," The San Andreas Fault can produce a magnitude 8.0 earthquake, according to the provided context.","Many faults are able to produce a magnitude 6.7+ earthquake, such as the San Andreas Fault, which can produce a magnitude 8.0 event. Other faults include the San Jacinto Fault, the Puente Hills Fault, and the Elsinore Fault Zone. The USGS has released a California Earthquake forecast which models Earthquake occurrence in California.

---

Each year, the southern California area has about 10,000 earthquakes. Nearly all of them are so small that they are not felt. Only several hundred are greater than magnitude 3.0, and only about 15–20 are greater than magnitude 4.0. The magnitude 6.7 1994 Northridge earthquake was particularly destructive, causing a substantial number of deaths, injuries, and structural collapses. It caused the most property damage of any earthquake in U.S. history, estimated at over $20 billion.

---

Tesla invented a steam-powered mechanical oscillator—Tesla's oscillator. While experimenting with mechanical oscillators at his Houston Street lab, Tesla allegedly generated a resonance of several buildings . As the speed grew, it is said that the machine oscillated at the resonance frequency of his own building and, belatedly realizing the danger, he was forced to use a sledge hammer to terminate the experiment, just as the police arrived.:162–164 In the police arrived.:162–164 In February 1912, an article—""Nikola Tesla, Dreamer"" by Allan L . Benson—was published in World Today, in which an artist's illustration appears showing the entire earth cracking in half with the caption, ""Tesla claims that in a few weeks he could set the earth's crust into such a state of vibration that it would rise of vibration that it would rise and fall hundreds of feet and practically destroy civilization . A continuation of this process would, he says, eventually split the earth in two.""",0.4535,True,0.4604,True,0.2071,1.171,squad,43,mistral,ollama
3753,Who did Tesla think would run the world of the future?,women,baseline," Women, as Tesla believed they would become the dominant sex in the future.","Tesla made predictions about the relevant issues of a post-World War I environment in a printed article, ""Science and Discovery are the great Forces which will lead to the Consummation of the War"" (20 December 1914). Tesla believed that the League of Nations was not a remedy for the times and issues.[citation needed]

---

Tesla's legacy has endured in books, films, radio, TV, music, live theater, comics and video games. The impact of the technologies invented or envisioned by Tesla is a recurring theme in several types of science fiction.

---

In 1926, Tesla commented on the ills of the social subservience of women and the struggle of women toward gender equality, and indicated that humanity's future would be run by ""Queen Bees."" He believed that women would become the dominant sex in the future.",0.6406,False,0.5921,False,-1.0,0.753,squad,43,mistral,ollama
3754,Who did Tesla think would run the world of the future?,women,hcpc_v1," Women, specifically referred to as ""Queen Bees"" according to the provided context.","Tesla made predictions about the relevant issues of a post-World War I environment in a printed article, ""Science and Discovery are the great Forces which will lead to the Consummation of the War"" (20 December 1914)

---

Tesla's legacy has endured in books, films, radio, TV, music, live theater, comics and video games. The impact of the technologies invented or envisioned by Tesla is a recurring theme in several types of science fiction.

---

In 1926, Tesla commented on the ills of the social subservience of women and the struggle of women toward gender equality, and indicated that humanity's future would be run by ""Queen Bees."" He believed that women would become the dominant sex in the",0.5266,False,0.5591,False,-1.0,0.742,squad,43,mistral,ollama
3755,Who did Tesla think would run the world of the future?,women,hcpc_v2," Women, as Tesla believed they would become the dominant sex in the future, referred to as ""Queen Bees.""","Tesla made predictions about the relevant issues of a post-World War I environment in a printed article, ""Science and Discovery are the great Forces which will lead to the Consummation of the War"" (20 December 1914). Tesla believed that the League of Nations was not a remedy for the times and issues.[citation needed]

---

Tesla's legacy has endured in books, films, radio, TV, music, live theater, comics and video games. The impact of the technologies invented or envisioned by Tesla is a recurring theme in several types of science fiction.

---

In 1926, Tesla commented on the ills of the social subservience of women and the struggle of women toward gender equality, and indicated that humanity's future would be run by ""Queen Bees."" He believed that women would become the dominant sex in the future.",0.5073,False,0.5921,False,0.4939,0.985,squad,43,mistral,ollama
3774,"What is the name of the Bronco's head coach, who was hired after John Fox? ",Gary Kubiak,baseline," The name of the Broncos' head coach, who was hired after John Fox, is Gary Kubiak.","With Rivera having been a linebacker with the Chicago Bears in Super Bowl XX, and Kubiak replacing Elway at the end of the Broncos' defeats in Super Bowls XXI and XXIV, this will be the first Super Bowl in which both head coaches played in the game themselves.

---

Following their loss in the divisional round of the previous season's playoffs, the Denver Broncos underwent numerous coaching changes, including a mutual parting with head coach John Fox (who had won four divisional championships in his four years as Broncos head coach), and the hiring of Gary Kubiak as the new head coach. Under Kubiak, the Broncos planned to install a run-oriented offense with zone blocking to blend in with quarterback Peyton Manning's shotgun passing skills, but struggled with numerous changes and injuries to the offensive line, as well as Manning having his worst statistical season since his rookie year with the Indianapolis Colts in 1998, due to a plantar fasciitis injury in his heel that he had suffered since the summer, and the simple fact that Manning was getting old, as he turned 39 in the 2015 off-season. Although the team had a 7–0 start, Manning led the NFL in interceptions. In week 10, Manning suffered a partial tear of the plantar fasciitis in his left foot

---

On December 28, 2015, ESPN Deportes announced that they had reached an agreement with CBS and the NFL to be the exclusive Spanish-language broadcaster of the game, marking the third dedicated Spanish-language broadcast of the Super Bowl. Unlike NBC and Fox, CBS does not have a Spanish-language outlet of its own that could broadcast the game (though per league policy, a separate Spanish play-by-play call was carried on CBS's second audio program channel for over-the-air viewers). The game was called by ESPN Deportes' Monday Night Football commentary crew of Alvaro Martin and Raul Allegre, and sideline reporter John Sutcliffe. ESPN Deportes broadcast pre-game and post-game coverage, while Martin, Allegre, and Sutcliffe contributed English-language reports for ESPN's SportsCenter and Mike & Mike.",0.7439,False,0.5265,False,-1.0,1.316,squad,43,mistral,ollama
3775,"What is the name of the Bronco's head coach, who was hired after John Fox? ",Gary Kubiak,hcpc_v1, I cannot find this information in the provided context. The context does not mention the name of the head coach who replaced John Fox with the Denver Broncos.,"With Rivera having been a linebacker with the Chicago Bears in Super Bowl XX, and Kubiak replacing Elway at the end of the Broncos' defeats in Super Bowls XXI and XXIV, this will be the first Super Bowl in which both head coaches played in the game

---

Following their loss in the divisional round of the previous season's playoffs, the Denver Broncos underwent numerous coaching changes, including a mutual parting with head coach John Fox (who had won four divisional championships in his four years as

---

On December 28, 2015, ESPN Deportes announced that they had reached an agreement with CBS and the NFL to be the exclusive Spanish-language broadcaster of the game, marking the third dedicated Spanish-language broadcast of the Super Bowl",0.7563,False,0.5244,False,-1.0,1.143,squad,43,mistral,ollama
3776,"What is the name of the Bronco's head coach, who was hired after John Fox? ",Gary Kubiak,hcpc_v2," The name of the Broncos' head coach, who was hired after John Fox, is Gary Kubiak.","With Rivera having been a linebacker with the Chicago Bears in Super Bowl XX, and Kubiak replacing Elway at the end of the Broncos' defeats in Super Bowls XXI and XXIV, this will be the first Super Bowl in which both head coaches played in the game themselves.

---

Following their loss in the divisional round of the previous season's playoffs, the Denver Broncos underwent numerous coaching changes, including a mutual parting with head coach John Fox (who had won four divisional championships in his four years as Broncos head coach), and the hiring of Gary Kubiak as the new head coach. Under Kubiak, the Broncos planned to install a run-oriented offense with zone blocking to blend in with quarterback Peyton Manning's shotgun passing skills, but struggled with numerous changes and injuries to the offensive line, as well as Manning having his worst statistical season since his rookie year with the Indianapolis Colts in 1998, due to a plantar fasciitis injury in his heel that he had suffered since the summer, and the simple fact that Manning was getting old, as he turned 39 in the 2015 off-season. Although the team had a 7–0 start, Manning led the NFL in interceptions. In week 10, Manning suffered a partial tear of the plantar fasciitis in his left foot

---

On December 28, 2015, ESPN Deportes announced that they had reached an agreement with CBS and the NFL to be the exclusive Spanish-language broadcaster of the game, marking the third dedicated Spanish-language broadcast of the Super Bowl . Unlike NBC and Fox, CBS does not have a Spanish-language outlet of its own that could broadcast the game (though per league policy, a separate Spanish play-by-play call was carried on CBS's second audio program channel for over-the-air viewers) . The game was called by ESPN Deportes' Monday Night Football commentary crew of Alvaro Martin and Raul Allegre, and sideline reporter John Sutcliffe . ESPN Deportes broadcast pre-game and post-game coverage, while Martin, Allegre, and Sutcliffe contributed English-language reports for ESPN's SportsCenter and Mike & Mike.",0.7439,False,0.5265,True,0.2486,1.238,squad,43,mistral,ollama
3792,"When did Luther's writings to spread to France, England and Italy?",1519,baseline, As early as 1519.,"Luther's writings circulated widely, reaching France, England, and Italy as early as 1519. Students thronged to Wittenberg to hear Luther speak. He published a short commentary on Galatians and his Work on the Psalms. This early part of Luther's career was one of his most creative and productive. Three of his best-known works were published in 1520: To the Christian Nobility of the German Nation, On the Babylonian Captivity of the Church, and On the Freedom of a Christian.

---

Luther's rediscovery of ""Christ and His salvation"" was the first of two points that became the foundation for the Reformation. His railing against the sale of indulgences was based on it.

---

A piece of paper was later found on which Luther had written his last statement. The statement was in Latin, apart from ""We are beggars,"" which was in German.",0.4494,True,0.658,False,-1.0,0.543,squad,43,mistral,ollama
3793,"When did Luther's writings to spread to France, England and Italy?",1519,hcpc_v1, As early as 1519,"Luther's writings circulated widely, reaching France, England, and Italy as early as 1519. Students thronged to Wittenberg to hear Luther speak. He published a short commentary on Galatians and his Work on the Psalms

---

Luther's rediscovery of ""Christ and His salvation"" was the first of two points that became the foundation for the Reformation. His railing against the sale of indulgences was based on it.

---

A piece of paper was later found on which Luther had written his last statement. The statement was in Latin, apart from ""We are beggars,"" which was in German.",0.4494,True,0.6712,False,-1.0,0.389,squad,43,mistral,ollama
3794,"When did Luther's writings to spread to France, England and Italy?",1519,hcpc_v2, As early as 1519.,"Luther's writings circulated widely, reaching France, England, and Italy as early as 1519. Students thronged to Wittenberg to hear Luther speak. He published a short commentary on Galatians and his Work on the Psalms. This early part of Luther's career was one of his most creative and productive. Three of his best-known works were published in 1520: To the Christian Nobility of the German Nation, On the Babylonian Captivity of the Church, and On the Freedom of a Christian.

---

Luther's rediscovery of ""Christ and His salvation"" was the first of two points that became the foundation for the Reformation. His railing against the sale of indulgences was based on it.

---

A piece of paper was later found on which Luther had written his last statement. The statement was in Latin, apart from ""We are beggars,"" which was in German.",0.4494,True,0.658,True,0.536,0.487,squad,43,mistral,ollama
3798,When did this attempt take place?,1560,baseline," I cannot find information about when the attempt took place in the provided context. The context only discusses that the story of the posting on the door has little foundation in truth, and it mentions Philipp Melanchthon's comments but does not specify a time or date for any event related to this story.","According to scholars Walter Krämer, Götz Trenkler, Gerhard Ritter, and Gerhard Prause, the story of the posting on the door, even though it has settled as one of the pillars of history, has little foundation in truth. The story is based on comments made by Philipp Melanchthon, though it is thought that he was not in Wittenberg at the time.

---

. Cajetan's original instructions had been to arrest Luther if he failed to recant, but the legate desisted from doing so. Luther slipped out of the city at night, unbeknownst to Cajetan.

---

. It was publicly exhibited in a glass case at the Nuremberg rallies and quoted in a 54-page explanation of the Aryan Law by Dr. E.H. Schulz and Dr. R. Frercks.",0.5442,False,0.3481,False,-1.0,2.129,squad,43,mistral,ollama
3799,When did this attempt take place?,1560,hcpc_v1, I cannot find the specific date for this attempt in the provided context.,". The story is based on comments made by Philipp Melanchthon, though it is thought that he was not in Wittenberg at the time.

---

. Cajetan's original instructions had been to arrest Luther if he failed to recant, but the legate desisted from doing so. Luther slipped out of the city at night, unbeknownst to Cajetan.

---

. It was publicly exhibited in a glass case at the Nuremberg rallies and quoted in a 54-page explanation of the Aryan Law by Dr. E.H. Schulz and Dr. R. Frercks.",0.4224,True,0.3461,False,-1.0,0.632,squad,43,mistral,ollama
3800,When did this attempt take place?,1560,hcpc_v2," I cannot find information about when the attempt took place in the provided context. The context only discusses that the story of the posting on the door has little foundation in truth, and it mentions Philipp Melanchthon's comments but does not specify a time or date for any event related to this story.","According to scholars Walter Krämer, Götz Trenkler, Gerhard Ritter, and Gerhard Prause, the story of the posting on the door, even though it has settled as one of the pillars of history, has little foundation in truth. The story is based on comments made by Philipp Melanchthon, though it is thought that he was not in Wittenberg at the time.

---

. Cajetan's original instructions had been to arrest Luther if he failed to recant, but the legate desisted from doing so. Luther slipped out of the city at night, unbeknownst to Cajetan.

---

. It was publicly exhibited in a glass case at the Nuremberg rallies and quoted in a 54-page explanation of the Aryan Law by Dr. E.H. Schulz and Dr. R. Frercks.",0.5442,False,0.3481,True,0.1139,2.131,squad,43,mistral,ollama
3819,What year did Levi's Stadium become fully approved to host Super Bowl 50?,2013,baseline," The context does not provide specific information about when Levi's Stadium was fully approved to host Super Bowl 50, but it was awarded the game in May 21, 2013. However, the final decision was announced by the league on October 16, 2012, making it likely that the approval process was completed around this time or shortly after.","On May 21, 2013, NFL owners at their spring meetings in Boston voted and awarded the game to Levi's Stadium. The $1.2 billion stadium opened in 2014. It is the first Super Bowl held in the San Francisco Bay Area since Super Bowl XIX in 1985, and the first in California since Super Bowl XXXVII took place in San Diego in 2003.

---

Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super Bowl title. The game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. As this was the 50th Super Bowl, the league emphasized the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the Arabic numerals 50.

---

The league announced on October 16, 2012, that the two finalists were Sun Life Stadium and Levi's Stadium. The South Florida/Miami area has previously hosted the event 10 times (tied for most with New Orleans), with the most recent one being Super Bowl XLIV in 2010. The San Francisco Bay Area last hosted in 1985 (Super Bowl XIX), held at Stanford Stadium in Stanford, California, won by the home team 49ers. The Miami bid depended on whether the stadium underwent renovations. However, on May 3, 2013, the Florida legislature refused to approve the funding plan to pay for the renovations, dealing a significant blow to Miami's chances.",0.4032,True,0.6606,False,-1.0,2.994,squad,43,mistral,ollama
3820,What year did Levi's Stadium become fully approved to host Super Bowl 50?,2013,hcpc_v1," The context does not provide information about when exactly Levi's Stadium was fully approved to host Super Bowl 50. However, we know that the game was played on February 7, 2016, at Levi's Stadium, so it can be inferred that the stadium was approved for hosting Super Bowl 50 sometime between the awarding of the game in May 2013 and February 2016.","On May 21, 2013, NFL owners at their spring meetings in Boston voted and awarded the game to Levi's Stadium. The $1.2 billion stadium opened in 2014. It is the first Super Bowl held in the San Francisco Bay Area since Super Bowl XIX in 1985, and the first in California since Super Bowl XXXVII took place in San Diego in 2003.

---

. The game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California

---

. The San Francisco Bay Area last hosted in 1985 (Super Bowl XIX), held at Stanford Stadium in Stanford, California, won by the home team 49ers. The Miami bid depended on whether the stadium underwent renovations",0.5595,False,0.6656,False,-1.0,2.98,squad,43,mistral,ollama
3821,What year did Levi's Stadium become fully approved to host Super Bowl 50?,2013,hcpc_v2," The context does not provide information about when exactly Levi's Stadium was fully approved to host Super Bowl 50, but it was awarded the game in May 21, 2013. However, the final decision was announced by the league on October 16, 2012, making it likely that the approval process was completed before this date.","On May 21, 2013, NFL owners at their spring meetings in Boston voted and awarded the game to Levi's Stadium. The $1.2 billion stadium opened in 2014. It is the first Super Bowl held in the San Francisco Bay Area since Super Bowl XIX in 1985, and the first in California since Super Bowl XXXVII took place in San Diego in 2003.

---

Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super Bowl title. The game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. As this was the 50th Super Bowl, the league emphasized the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the Arabic numerals 50.

---

The league announced on October 16, 2012, that the two finalists were Sun Life Stadium and Levi's Stadium. The South Florida/Miami area has previously hosted the event 10 times (tied for most with New Orleans), with the most recent one being Super Bowl XLIV in 2010. The San Francisco Bay Area last hosted in 1985 (Super Bowl XIX), held at Stanford Stadium in Stanford, California, won by the home team 49ers. The Miami bid depended on whether the stadium underwent renovations. However, on May 3, 2013, the Florida legislature refused to approve the funding plan to pay for the renovations, dealing a significant blow to Miami's chances.",0.4198,True,0.6606,False,0.6083,2.835,squad,43,mistral,ollama
3849,What did Virgin Media concentrate on instead of offering linear channels?,Video On Demand,baseline," Virgin Media concentrated on its Video On Demand service to carry a modest selection of HD content, instead of offering more linear HD channels.","Virgin Media (re-branded in 2007 from NTL:Telewest) started to offer a high-definition television (HDTV) capable set top box, although from 30 November 2006 until 30 July 2009 it only carried one linear HD channel, BBC HD, after the conclusion of the ITV HD trial. Virgin Media has claimed that other HD channels were ""locked up"" or otherwise withheld from their platform, although Virgin Media did in fact have an option to carry Channel 4 HD in the future. Nonetheless, the linear channels were not offered, Virgin Media instead concentrating on its Video On Demand service to carry a modest selection of HD content. Virgin Media has nevertheless made a number of statements over the years, suggesting that more linear HD channels are on the way.

---

In 2007, BSkyB and Virgin Media became involved in a dispute over the carriage of Sky channels on cable TV. The failure to renew the existing carriage agreements negotiated with NTL and Telewest resulted in Virgin Media removing the basic channels from the network on 1 March 2007. Virgin Media claimed that BSkyB had substantially increased the asking price for the channels, a claim which BSkyB denied, on the basis that their new deal offered ""substantially more value"" by including HD channels and Video On Demand content which was not previously carried by cable.

---

The agreements include fixed annual carriage fees of £30m for the channels with both channel suppliers able to secure additional capped payments if their channels meet certain performance-related targets. Currently there is no indication as to whether the new deal includes the additional Video On Demand and High Definition content which had previously been offered by BSkyB. As part of the agreements, both BSkyB and Virgin Media agreed to terminate all High Court proceedings against each other relating to the carriage of their respective basic channels.",0.5181,False,0.5545,False,-1.0,1.288,squad,43,mistral,ollama
3850,What did Virgin Media concentrate on instead of offering linear channels?,Video On Demand,hcpc_v1, Virgin Media concentrated on its Video On Demand service instead of offering linear channels.,". Nonetheless, the linear channels were not offered, Virgin Media instead concentrating on its Video On Demand service to carry a modest selection of HD content

---

. The failure to renew the existing carriage agreements negotiated with NTL and Telewest resulted in Virgin Media removing the basic channels from the network on 1 March 2007

---

. As part of the agreements, both BSkyB and Virgin Media agreed to terminate all High Court proceedings against each other relating to the carriage of their respective basic channels.",0.6172,False,0.6412,False,-1.0,0.662,squad,43,mistral,ollama
3851,What did Virgin Media concentrate on instead of offering linear channels?,Video On Demand,hcpc_v2," Virgin Media concentrated on its Video On Demand service to carry a modest selection of HD content, instead of offering more linear HD channels.","Virgin Media (re-branded in 2007 from NTL:Telewest) started to offer a high-definition television (HDTV) capable set top box, although from 30 November 2006 until 30 July 2009 it only carried one linear HD channel, BBC HD, after the conclusion of the ITV HD trial. Virgin Media has claimed that other HD channels were ""locked up"" or otherwise withheld from their platform, although Virgin Media did in fact have an option to carry Channel 4 HD in the future. Nonetheless, the linear channels were not offered, Virgin Media instead concentrating on its Video On Demand service to carry a modest selection of HD content. Virgin Media has nevertheless made a number of statements over the years, suggesting that more linear HD channels are on the way.

---

In 2007, BSkyB and Virgin Media became involved in a dispute over the carriage of Sky channels on cable TV. The failure to renew the existing carriage agreements negotiated with NTL and Telewest resulted in Virgin Media removing the basic channels from the network on 1 March 2007. Virgin Media claimed that BSkyB had substantially increased the asking price for the channels, a claim which BSkyB denied, on the basis that their new deal offered ""substantially more value"" by including HD channels and Video On Demand content which was not previously carried by cable.

---

The agreements include fixed annual carriage fees of £30m for the channels with both channel suppliers able to secure additional capped payments if their channels meet certain performance-related targets . Currently there is no indication as to whether the new deal includes the additional Video On Demand and High Definition content which had previously been offered by BSkyB . As part of the agreements, both BSkyB and Virgin Media agreed to terminate all High Court proceedings against each other relating to the carriage of their respective basic channels.",0.5181,False,0.5553,True,0.5857,1.289,squad,43,mistral,ollama
3864,When did the first French language bible appear?,Around 1294,baseline," The first French language Bible appeared in 1487, specifically a two-volume illustrated folio paraphrase version based on Guyard de Moulin's manuscript, by Jean de Rély. However, it should be noted that Jacques Lefevre published his French translation of the New Testament in 1523, followed by the whole Bible in 1530, which were significant later developments in the availability of the Bible in French.","The availability of the Bible in vernacular languages was important to the spread of the Protestant movement and development of the Reformed church in France. The country had a long history of struggles with the papacy by the time the Protestant Reformation finally arrived. Around 1294, a French version of the Scriptures was prepared by the Roman Catholic priest, Guyard de Moulin. A two-volume illustrated folio paraphrase version based on his manuscript, by Jean de Rély, was printed in Paris in 1487.

---

Other predecessors of the Reformed church included the pro-reform and Gallican Roman Catholics, such as Jacques Lefevre (c. 1455–1536). The Gallicans briefly achieved independence for the French church, on the principle that the religion of France could not be controlled by the Bishop of Rome, a foreign power. During the Protestant Reformation, Lefevre, a professor at the University of Paris, published his French translation of the New Testament in 1523, followed by the whole Bible in the French language in 1530. William Farel was a student of Lefevre who went on to become a leader of the Swiss Reformation, establishing a Protestant government in Geneva. Jean Cauvin (John Calvin), another student at the University of Paris, also converted to Protestantism. Long after the sect was suppressed by Francis I, the remaining French Waldensians, then mostly in the Luberon region, sought to join William Farel, Calvin and the Reformation, and Olivetan published a French Bible for them

---

Published at a time of rising demand for German-language publications, Luther's version quickly became a popular and influential Bible translation. As such, it made a significant contribution to the evolution of the German language and literature. Furnished with notes and prefaces by Luther, and with woodcuts by Lucas Cranach that contained anti-papal imagery, it played a major role in the spread of Luther's doctrine throughout Germany. The Luther Bible influenced other vernacular translations, such as William Tyndale's English Bible (1525 forward), a precursor of the King James Bible.",0.6489,False,0.4798,False,-1.0,3.54,squad,43,mistral,ollama
